protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A5C4V4D5	DUF4253 domain-containing protein	272	FH608_046805	2219224	Nonomuraea phyllanthi	Nonomuraea phyllanthi	True	IPR025349	domain		272	165	272	CONTINUOUS	DUF4253
A0A5C5RE75	DUF4253 domain-containing protein	277	FK529_00640	2592067	Tsukamurella asaccharolytica	Tsukamurella asaccharolytica	True	IPR025349	domain		277	171	277	CONTINUOUS	DUF4253
A0A5C5RP33	DUF4253 domain-containing protein	254	FK268_12340	2591848	Tsukamurella sputi	Tsukamurella sputi	True	IPR025349	domain		254	148	254	CONTINUOUS	DUF4253
A0A5C5S844	DUF4253 domain-containing protein	254	FK530_01725	2592068	Tsukamurella conjunctivitidis	Tsukamurella conjunctivitidis	True	IPR025349	domain		254	149	254	CONTINUOUS	DUF4253
A0A5C5TXD5	DUF4253 domain-containing protein	268	FRX94_11835	679663	Corynebacterium canis	Corynebacterium canis	True	IPR025349	domain		268	162	268	CONTINUOUS	DUF4253
A0A5C5UEU4	DUF4253 domain-containing protein	230	FRX94_09345	679663	Corynebacterium canis	Corynebacterium canis	True	IPR025349	domain		230	118	230	CONTINUOUS	DUF4253
A0A5C5V2V8	DUF4253 domain-containing protein	183	Enr8_27600	2527970	Blastopirellula retiformator	Blastopirellula retiformator	True	IPR025349	domain		183	84	183	CONTINUOUS	DUF4253
A0A5C6CCJ5	DUF4253 domain-containing protein	257	Pla144_43950	2528003	Bythopirellula polymerisocia	Bythopirellula polymerisocia	True	IPR025349	domain		257	92	257	CONTINUOUS	DUF4253
A0A5C6F4X6	DUF4253 domain-containing protein	747	Poly51_27300	2528015	Rubripirellula tenax	Rubripirellula tenax	True	IPR025349	domain		747	644	747	CONTINUOUS	DUF4253
A0A5C6JFI8	DUF4253 domain-containing protein	272	FRZ03_22510	67331	Streptomyces misionensis	Streptomyces misionensis	True	IPR025349	domain		272	164	272	CONTINUOUS	DUF4253
A0A5C6TV50	DUF4253 domain-containing protein	291	FRZ32_10840	1176539	Allosphingosinicella ginsenosidimutans	Allosphingosinicella ginsenosidimutans	True	IPR025349	domain		291	185	291	CONTINUOUS	DUF4253
A0A5D0N4B3	DUF4253 domain-containing protein	290	FXF69_40110	392828	Actinomadura chibensis	Actinomadura chibensis	True	IPR025349	domain		290	183	290	CONTINUOUS	DUF4253
A0A5D0TQK5	DUF4253 domain-containing protein	290	FXF65_41335	1427538	Actinomadura syzygii	Actinomadura syzygii	True	IPR025349	domain		290	183	290	CONTINUOUS	DUF4253
A0A5D3F3Q9	DUF4253 domain-containing protein	286	FXF68_40920	2604572	Actinomadura decatromicini	Actinomadura decatromicini	True	IPR025349	domain		286	179	286	CONTINUOUS	DUF4253
A0A5D4JCI9	DUF4253 domain-containing protein	277	FY004_17500	66428	Streptomyces parvus	Streptomyces parvus	True	IPR025349	domain		277	167	277	CONTINUOUS	DUF4253
A0A5F1ZR59	DUF4253 domain-containing protein	242	EHQ53_12625	2484983	Leptospira langatensis	Leptospira langatensis	True	IPR025349	domain		242	139	242	CONTINUOUS	DUF4253
A0A5J5K313	DUF4253 domain-containing protein	271	F5972_18645	2614688	Microbispora cellulosiformans	Microbispora cellulosiformans	True	IPR025349	domain		271	164	271	CONTINUOUS	DUF4253
A0A5J6FFY9	DUF4253 domain-containing protein	254	CP967_19385	28894	Streptomyces nitrosporeus	Streptomyces nitrosporeus	True	IPR025349	domain		254	144	254	CONTINUOUS	DUF4253
A0A5J6JJS1	DUF4253 domain-containing protein	275	CP980_21625	1960	Streptomyces vinaceus	Streptomyces vinaceus	True	IPR025349	domain		275	166	275	CONTINUOUS	DUF4253
A0A5M3VS66	DUF4253 domain-containing protein	267	Acor_14170	35763	Acrocarpospora corrugata	Acrocarpospora corrugata	True	IPR025349	domain		267	160	267	CONTINUOUS	DUF4253
A0A5M3WJU3	DUF4253 domain-containing protein	267	Amac_022460	150177	Acrocarpospora macrocephala	Acrocarpospora macrocephala	True	IPR025349	domain		267	160	267	CONTINUOUS	DUF4253
A0A5M3WUD8	DUF4253 domain-containing protein	227	Amac_061110	150177	Acrocarpospora macrocephala	Acrocarpospora macrocephala	True	IPR025349	domain		227	125	223	CONTINUOUS	DUF4253
A0A5M3XP06	DUF4253 domain-containing protein	267	Aple_042770	90975	Acrocarpospora pleiomorpha	Acrocarpospora pleiomorpha	True	IPR025349	domain		267	160	267	CONTINUOUS	DUF4253
A0A5M7BZD1	DUF4253 domain-containing protein	286	F1721_14995	1837	Saccharopolyspora hirsuta	Saccharopolyspora hirsuta	True	IPR025349	domain		286	178	286	CONTINUOUS	DUF4253
A0A5N0VB48	DUF4253 domain-containing protein	251	FPZ12_013230	2596893	Amycolatopsis acidicola	Amycolatopsis acidicola	True	IPR025349	domain		251	143	251	CONTINUOUS	DUF4253
A0A5N5EGW3	DUF4253 domain-containing protein	273	F5983_35625	2600619	Streptomyces arboris	Streptomyces arboris	True	IPR025349	domain		273	163	273	CONTINUOUS	DUF4253
A0A5N5W2L3	DUF4253 domain-containing protein	274	FRZ00_26865	35621	Streptomyces mobaraensis	Streptomyces mobaraensis	True	IPR025349	domain		274	166	274	CONTINUOUS	DUF4253
A0A5N6C084	DUF4253 domain-containing protein	283	FH610_009800	1712871	Microbispora catharanthi	Microbispora catharanthi	True	IPR025349	domain		283	175	283	CONTINUOUS	DUF4253
A0A5N6C2Y2	DUF4253 domain-containing protein	271	FH610_004175	1712871	Microbispora catharanthi	Microbispora catharanthi	True	IPR025349	domain		271	164	271	CONTINUOUS	DUF4253
A0A5N8VD49	DUF4253 domain-containing protein	156	FNH09_17220	1609272	Streptomyces adustus	Streptomyces adustus	True	IPR025349	domain		156	67	148	CONTINUOUS	DUF4253
A0A5N8VSH3	DUF4253 domain-containing protein	261	FNH09_38200	1609272	Streptomyces adustus	Streptomyces adustus	True	IPR025349	domain		261	153	261	CONTINUOUS	DUF4253
A0A5N8WHU7	DUF4253 domain-containing protein	305	FNH04_44970	1803180	Streptomyces phyllanthi	Streptomyces phyllanthi	True	IPR025349	domain		305	193	305	CONTINUOUS	DUF4253
A0A5N8WKG0	DUF4253 domain-containing protein	140	FNH04_44675	1803180	Streptomyces phyllanthi	Streptomyces phyllanthi	True	IPR025349	domain		140	30	140	CONTINUOUS	DUF4253
A0A5N8WZJ7	DUF4253 domain-containing protein	293	FPZ41_27990	2596892	Streptomyces acidicola	Streptomyces acidicola	True	IPR025349	domain		293	183	293	CONTINUOUS	DUF4253
A0A5N8X6M4	DUF4253 domain-containing protein	273	FPZ41_43720	2596892	Streptomyces acidicola	Streptomyces acidicola	True	IPR025349	domain		273	166	273	CONTINUOUS	DUF4253
A0A5N8XMV3	DUF4253 domain-containing protein	298	FNH08_27620	565072	Streptomyces spongiae	Streptomyces spongiae	True	IPR025349	domain		298	188	298	CONTINUOUS	DUF4253
A0A5N8XR42	DUF4253 domain-containing protein	268	FNH08_33445	565072	Streptomyces spongiae	Streptomyces spongiae	True	IPR025349	domain		268	159	268	CONTINUOUS	DUF4253
A0A5P8K9C4	DUF4253 domain-containing protein	267	F9278_29515	2653200	Streptomyces phaeolivaceus	Streptomyces phaeolivaceus	True	IPR025349	domain		267	157	267	CONTINUOUS	DUF4253
A0A5Q0LEL1	DUF4253 domain-containing protein	304	GFH48_18290	2662397	Streptomyces fagopyri	Streptomyces fagopyri	True	IPR025349	domain		304	194	304	CONTINUOUS	DUF4253
A0A5Q0LFP2	DUF4253 domain-containing protein	302	GFH48_22380	2662397	Streptomyces fagopyri	Streptomyces fagopyri	True	IPR025349	domain		302	196	302	CONTINUOUS	DUF4253
A0A5Q3QDH8	DUF4253 domain-containing protein	254	GIY23_19605	2665642	Allosaccharopolyspora coralli	Allosaccharopolyspora coralli	True	IPR025349	domain		254	146	254	CONTINUOUS	DUF4253
A0A5R8KJX5	DUF4253 domain-containing protein	229	FEM03_00330	2576071	Phragmitibacter flavus	Phragmitibacter flavus	True	IPR025349	domain		229	123	229	CONTINUOUS	DUF4253
A0A5R8Z3G6	DUF4253 domain-containing protein	271	FED44_15450	2200763	Microbispora triticiradicis	Microbispora triticiradicis	True	IPR025349	domain		271	164	271	CONTINUOUS	DUF4253
A0A5R9E6G0	DUF4253 domain-containing protein	262	FEF34_15950	1817406	Streptomyces marianii	Streptomyces marianii	True	IPR025349	domain		262	155	262	CONTINUOUS	DUF4253
A0A5R9FNC4	DUF4253 domain-containing protein	265	FE633_32910	2580423	Streptomyces montanus	Streptomyces montanus	True	IPR025349	domain		265	156	265	CONTINUOUS	DUF4253
A0A5S4FSN6	DUF4253 domain-containing protein	272	ETD86_07320	103838	Nonomuraea turkmeniaca	Nonomuraea turkmeniaca	True	IPR025349	domain		272	165	272	CONTINUOUS	DUF4253
A0A5S4GMB7	DUF4253 domain-containing protein	272	ETD85_39010	1642303	Nonomuraea zeae	Nonomuraea zeae	True	IPR025349	domain		272	165	272	CONTINUOUS	DUF4253
A0A5S4GQP9	DUF4253 domain-containing protein	239	ETD85_14200	1642303	Nonomuraea zeae	Nonomuraea zeae	True	IPR025349	domain		239	133	238	CONTINUOUS	DUF4253
A0A5S4H0X3	DUF4253 domain-containing protein	243	ETD96_16485	882440	Actinomadura geliboluensis	Actinomadura geliboluensis	True	IPR025349	domain		243	138	243	CONTINUOUS	DUF4253
A0A5S4H9F6	DUF4253 domain-containing protein	279	ETD96_04825	882440	Actinomadura geliboluensis	Actinomadura geliboluensis	True	IPR025349	domain		279	172	279	CONTINUOUS	DUF4253
A0A5S5BYQ8	DUF4253 domain-containing protein	247	BCM02_109358	582686	Paenibacillus methanolicus	Paenibacillus methanolicus	True	IPR025349	domain		247	141	247	CONTINUOUS	DUF4253
A0A660CIV6	DUF4253 domain-containing protein	247	JD82_02872	43354	Prauserella rugosa	Prauserella rugosa	True	IPR025349	domain		247	140	247	CONTINUOUS	DUF4253
A0A6B9ZET6	DUF4253 domain-containing protein	224	GWR21_08685	2703787	Chitinophaga agri	Chitinophaga agri	True	IPR025349	domain		224	121	224	CONTINUOUS	DUF4253
A0A6B9ZF45	DUF4253 domain-containing protein	222	GWR21_15755	2703787	Chitinophaga agri	Chitinophaga agri	True	IPR025349	domain		222	119	222	CONTINUOUS	DUF4253
A0A6F8XWY9	DUF4253 domain-containing protein	256	Pflav_047550	1076124	Phytohabitans flavus	Phytohabitans flavus	True	IPR025349	domain		256	147	256	CONTINUOUS	DUF4253
A0A6G2B930	DUF4253 domain-containing protein	275	F0L17_06340	2569853	Streptomyces taklimakanensis	Streptomyces taklimakanensis	True	IPR025349	domain		275	166	275	CONTINUOUS	DUF4253
A0A6G4VC68	DUF4253 domain-containing protein	280	G5C60_29865	2711217	Streptomyces scabichelini	Streptomyces scabichelini	True	IPR025349	domain		280	171	280	CONTINUOUS	DUF4253
A0A6G4XAM4	DUF4253 domain-containing protein	276	G6045_02650	1775132	Streptomyces mesophilus	Streptomyces mesophilus	True	IPR025349	domain		276	169	276	CONTINUOUS	DUF4253
A0A6G4XV26	DUF4253 domain-containing protein	203	G6045_36240	1775132	Streptomyces mesophilus	Streptomyces mesophilus	True	IPR025349	domain		203	96	203	CONTINUOUS	DUF4253
A0A6G5RSH6	DUF4253 domain-containing protein	265	CEB94_23390	67305	Streptomyces hawaiiensis	Streptomyces hawaiiensis	True	IPR025349	domain		265	155	265	CONTINUOUS	DUF4253
A0A6G7Y5L4	DUF4253 domain-containing protein	274	G7070_07265	2714937	Propioniciclava coleopterorum	Propioniciclava coleopterorum	True	IPR025349	domain		274	169	274	CONTINUOUS	DUF4253
A0A6G7Y601	DUF4253 domain-containing protein	279	G7070_07270	2714937	Propioniciclava coleopterorum	Propioniciclava coleopterorum	True	IPR025349	domain		279	174	275	CONTINUOUS	DUF4253
A0A6G9GSM4	DUF4253 domain-containing protein	198	HA039_01945	2717324	Streptomyces liangshanensis	Streptomyces liangshanensis	True	IPR025349	domain		198	95	198	CONTINUOUS	DUF4253
A0A6H9UYQ4	DUF4253 domain-containing protein	257	F7R91_23180	2615112	Streptomyces luteolifulvus	Streptomyces luteolifulvus	True	IPR025349	domain		257	148	257	CONTINUOUS	DUF4253
A0A6H9YB03	DUF4253 domain-containing protein	276	F8566_42830	359158	Actinomadura rudentiformis	Actinomadura rudentiformis	True	IPR025349	domain		276	169	276	CONTINUOUS	DUF4253
A0A6H9YIM4	DUF4253 domain-containing protein	258	F8566_38290	359158	Actinomadura rudentiformis	Actinomadura rudentiformis	True	IPR025349	domain		258	154	258	CONTINUOUS	DUF4253
A0A6I3KGK4	DUF4253 domain-containing protein	294	GIW81_03750	2665159	Hyphomicrobium album	Hyphomicrobium album	True	IPR025349	domain		294	188	294	CONTINUOUS	DUF4253
A0A6I4MLR8	DUF4253 domain-containing protein	286	F8568_040705	2650748	Actinomadura physcomitrii	Actinomadura physcomitrii	True	IPR025349	domain		286	179	286	CONTINUOUS	DUF4253
A0A6I4W3Y6	DUF4253 domain-containing protein	256	GQ466_05230	1429076	Actinomadura rayongensis	Actinomadura rayongensis	True	IPR025349	domain		256	148	256	CONTINUOUS	DUF4253
A0A6I4WLL9	DUF4253 domain-containing protein	276	GQ466_26235	1429076	Actinomadura rayongensis	Actinomadura rayongensis	True	IPR025349	domain		276	169	276	CONTINUOUS	DUF4253
A0A6I6FNN7	DUF4253 domain-containing protein	242	EIZ62_13845	1977088	Streptomyces ficellus	Streptomyces ficellus	True	IPR025349	domain		242	136	242	CONTINUOUS	DUF4253
A0A6I6NB25	DUF4253 domain-containing protein	274	GQF42_25155	2686304	Streptomyces broussonetiae	Streptomyces broussonetiae	True	IPR025349	domain		274	164	274	CONTINUOUS	DUF4253
A0A6I8LGD4	DUF4253 domain-containing protein	253	AA23TX_00098	2606593	Amycolatopsis camponoti	Amycolatopsis camponoti	True	IPR025349	domain		253	145	252	CONTINUOUS	DUF4253
A0A6L3VC71	DUF4253 domain-containing protein	286	F9B16_48480	1803903	Actinomadura montaniterrae	Actinomadura montaniterrae	True	IPR025349	domain		286	179	286	CONTINUOUS	DUF4253
A0A6L3VQ09	DUF4253 domain-containing protein	247	F9B16_29235	1803903	Actinomadura montaniterrae	Actinomadura montaniterrae	True	IPR025349	domain		247	141	247	CONTINUOUS	DUF4253
A0A6L5G7W6	DUF4253 domain-containing protein	362	GFD30_09235	2656774	Glycomyces albidus	Glycomyces albidus	True	IPR025349	domain		362	256	361	CONTINUOUS	DUF4253
A0A6L6X9S3	DUF4253 domain-containing protein	216	GPA10_39345	2681492	Streptomyces typhae	Streptomyces typhae	True	IPR025349	domain		216	112	216	CONTINUOUS	DUF4253
A0A6M0CP55	DUF4253 domain-containing protein	224	GWK10_08545	1481457	Spongiivirga citrea	Spongiivirga citrea	True	IPR025349	domain		224	121	224	CONTINUOUS	DUF4253
A0A6M0RDI8	DUF4253 domain-containing protein	221	DXZ20_01310	2292702	Adonisia turfae CCMR0081	Adonisia turfae CCMR0081	True	IPR025349	domain		221	118	221	CONTINUOUS	DUF4253
A0A6M1L386	DUF4253 domain-containing protein	278	ENC19_11480	2499994	Verrucosispora sioxanthis	Verrucosispora sioxanthis	True	IPR025349	domain		278	168	278	CONTINUOUS	DUF4253
A0A6M4PHG9	DUF4253 domain-containing protein	274	HKX69_14945	2726118	Streptomyces argyrophylli	Streptomyces argyrophylli	True	IPR025349	domain		274	166	274	CONTINUOUS	DUF4253
A0A6M4X574	DUF4253 domain-containing protein	261	G9272_25980	249586	Streptomyces asoensis	Streptomyces asoensis	True	IPR025349	domain		261	154	261	CONTINUOUS	DUF4253
A0A6M6JWY8	DUF4253 domain-containing protein	247	HOP40_32145	2736640	Pseudonocardia broussonetiae	Pseudonocardia broussonetiae	True	IPR025349	domain		247	140	247	CONTINUOUS	DUF4253
A0A6N7S5N3	DUF4253 domain-containing protein	1476	GKD88_04445	1468449	Holdemania massiliensis	Holdemania massiliensis	False	IPR025349	domain		1476	1369	1476	CONTINUOUS	DUF4253
A0A6N7S7H7	Knr4/Smi1-like domain-containing protein	2223	GKD88_10680	1468449	Holdemania massiliensis	Holdemania massiliensis	False	IPR025349	domain		2223	2118	2223	CONTINUOUS	DUF4253
A0A6N7YXQ9	DUF4253 domain-containing protein	253	GKO32_22355	664692	Amycolatopsis pithecellobii	Amycolatopsis pithecellobii	True	IPR025349	domain		253	145	253	CONTINUOUS	DUF4253
A0A6N9VA46	DUF4253 domain-containing protein	274	ABR748_36500	1919	Streptomyces microflavus	Streptomyces microflavus	True	IPR025349	domain		274	164	274	CONTINUOUS	DUF4253
A0A6P2BSM0	DUF4253 domain-containing protein	262	EAS64_31830	2480626	Trebonia kvetii	Trebonia kvetii	True	IPR025349	domain		262	155	262	CONTINUOUS	DUF4253
A0A6P2BYJ2	DUF4253 domain-containing protein	329	EAS64_22975	2480626	Trebonia kvetii	Trebonia kvetii	True	IPR025349	domain		329	219	329	CONTINUOUS	DUF4253
A0A6P2C2E7	Resolvase/invertase-type recombinase catalytic domain-containing protein	356	EAS64_13625	2480626	Trebonia kvetii	Trebonia kvetii	True	IPR025349	domain		356	250	356	CONTINUOUS	DUF4253
A0A6P2C7D3	DUF4253 domain-containing protein	249	EAS64_02995	2480626	Trebonia kvetii	Trebonia kvetii	True	IPR025349	domain		249	139	249	CONTINUOUS	DUF4253
A0A7C9MUW3	DUF4253 domain-containing protein	274	GT755_04125	2696284	Herbidospora solisilvae	Herbidospora solisilvae	True	IPR025349	domain		274	167	274	CONTINUOUS	DUF4253
A0A7D3VPP3	DUF4253 domain-containing protein	95	ACTIVE_0749	46165	Actinomadura verrucosospora	Actinomadura verrucosospora	True	IPR025349	domain		95	1	95	CONTINUOUS	DUF4253
A0A7D3W6Q2	DUF4253 domain-containing protein	286	ACTIVE_9166	46165	Actinomadura verrucosospora	Actinomadura verrucosospora	True	IPR025349	domain		286	179	286	CONTINUOUS	DUF4253
A0A7D3ZLF7	DUF4253 domain-containing protein	259	ACTIVE_8790	46165	Actinomadura verrucosospora	Actinomadura verrucosospora	True	IPR025349	domain		259	157	259	CONTINUOUS	DUF4253
A0A7D6V7T7	DUF4253 domain-containing protein	260	H0264_24145	2755382	Nocardia huaxiensis	Nocardia huaxiensis	True	IPR025349	domain		260	155	260	CONTINUOUS	DUF4253
A0A7D7LGS5	DUF4253 domain-containing protein	794	HUN01_30215	1472755	Nostoc edaphicum CCNP1411	Nostoc edaphicum CCNP1411	True	IPR025349	domain		794	691	794	CONTINUOUS	DUF4253
A0A7G1P4E6	DUF4253 domain-containing protein	265	GCM10017557_47310	47760	Streptomyces aurantiacus	Streptomyces aurantiacus	True	IPR025349	domain		265	155	265	CONTINUOUS	DUF4253
A0A7G6X620	DUF4253 domain-containing protein	91	F1D05_31895	1544730	Kribbella qitaiheensis	Kribbella qitaiheensis	True	IPR025349	domain		91	25	91	CONTINUOUS	DUF4253
A0A7G7VKS1	Suppressor of fused domain protein	656	H1B31_01770	2754044	Selenomonas timonae	Selenomonas timonae	True	IPR025349	domain		656	548	656	CONTINUOUS	DUF4253
A0A7G9B5U4	Suppressor of fused protein (SUFU)	1477	H8790_02430	2763056	Oscillibacter hominis	Oscillibacter hominis	False	IPR025349	domain		1477	1370	1477	CONTINUOUS	DUF4253
A0A7H0G108	DUF4253 domain-containing protein	212	H8B22_07215	2865112	Agrilutibacter terrestris	Agrilutibacter terrestris	True	IPR025349	domain		212	114	212	CONTINUOUS	DUF4253
A0A7H0IDU5	DUF4253 domain-containing protein	270	IAG44_16980	2768066	Streptomyces roseirectus	Streptomyces roseirectus	True	IPR025349	domain		270	163	270	CONTINUOUS	DUF4253
A0A7H0LJ53	DUF4253 domain-containing protein	255	H3Z74_00090	653931	Sphingomonas alpina	Sphingomonas alpina	True	IPR025349	domain		255	149	255	CONTINUOUS	DUF4253
A0A7H1BI87	DUF4253 domain-containing protein	252	IAG42_00095	2768069	Streptomyces xanthii	Streptomyces xanthii	True	IPR025349	domain		252	143	252	CONTINUOUS	DUF4253
A0A7H8N4Y8	DUF4253 domain-containing protein	340	HUT08_08280	2763006	Streptomyces buecherae	Streptomyces buecherae	True	IPR025349	domain		340	231	340	CONTINUOUS	DUF4253
A0A7H8T810	DUF4253 domain-containing protein	273	HUT05_20960	1969	Streptomyces chartreusis	Streptomyces chartreusis	True	IPR025349	domain		273	163	273	CONTINUOUS	DUF4253
A0A7H9AN10	DUF4253 domain-containing protein	228	HYG79_05170	343403	Costertonia aggregata	Costertonia aggregata	True	IPR025349	domain		228	135	228	CONTINUOUS	DUF4253
A0A7J4YJ72	DUF4253 domain-containing protein	1871	F2Z09_19255	338188	Bacteroides finegoldii	Bacteroides finegoldii	False	IPR025349	domain		1871	1767	1871	CONTINUOUS	DUF4253
A0A7J5DDU0	DUF4253 domain-containing protein	292	F8144_20280	2651189	Streptomyces triticiradicis	Streptomyces triticiradicis	True	IPR025349	domain		292	182	292	CONTINUOUS	DUF4253
A0A7K0C8H2	DUF4253 domain-containing protein	276	ACRB68_78570	2585200	Actinomadura macrotermitis	Actinomadura macrotermitis	True	IPR025349	domain		276	169	276	CONTINUOUS	DUF4253
A0A7K0C9W0	DUF4253 domain-containing protein	269	SRB5_03540	2585196	Streptomyces smaragdinus	Streptomyces smaragdinus	True	IPR025349	domain		269	159	269	CONTINUOUS	DUF4253
A0A7K0CIN4	DUF4253 domain-containing protein	272	SRB5_34910	2585196	Streptomyces smaragdinus	Streptomyces smaragdinus	True	IPR025349	domain		272	165	272	CONTINUOUS	DUF4253
A0A7K0CQ76	DUF4253 domain-containing protein	269	SRB5_53500	2585196	Streptomyces smaragdinus	Streptomyces smaragdinus	True	IPR025349	domain		269	183	269	CONTINUOUS	DUF4253
A0A7K0D1I1	DUF4253 domain-containing protein	236	NRB20_26210	2585198	Nocardia macrotermitis	Nocardia macrotermitis	True	IPR025349	domain		236	129	235	CONTINUOUS	DUF4253
A0A7K0DZW4	DUF4253 domain-containing protein	241	NRB56_64160	2585199	Nocardia aurantia	Nocardia aurantia	True	IPR025349	domain		241	139	241	CONTINUOUS	DUF4253
A0A7K1L548	DUF4253 domain-containing protein	287	GNZ18_23535	2678616	Actinomadura litoris	Actinomadura litoris	True	IPR025349	domain		287	177	287	CONTINUOUS	DUF4253
A0A7K1LD60	DUF4253 domain-containing protein	279	GNZ18_37220	2678616	Actinomadura litoris	Actinomadura litoris	True	IPR025349	domain		279	172	279	CONTINUOUS	DUF4253
A0A7K1U5T8	DUF4253 domain-containing protein	222	GO493_15790	2683588	Chitinophaga tropicalis	Chitinophaga tropicalis	True	IPR025349	domain		222	119	221	CONTINUOUS	DUF4253
A0A7M2SJJ1	DUF4253 domain-containing protein	264	IM697_41735	1413221	Streptomyces ferrugineus	Streptomyces ferrugineus	True	IPR025349	domain		264	154	264	CONTINUOUS	DUF4253
A0A7M2T3K0	DUF4253 domain-containing protein	252	IPT68_20685	42881	Streptomyces chromofuscus	Streptomyces chromofuscus	True	IPR025349	domain		252	143	252	CONTINUOUS	DUF4253
A0A7T7I7V5	DUF4253 domain-containing protein	265	JEQ17_26465	2797636	Streptomyces liliifuscus	Streptomyces liliifuscus	True	IPR025349	domain		265	156	265	CONTINUOUS	DUF4253
A0A7U3UVH1	DUF4253 domain-containing protein	288	RVR_5968	659352	Actinacidiphila reveromycinica	Actinacidiphila reveromycinica	True	IPR025349	domain		288	182	288	CONTINUOUS	DUF4253
A0A7U8GT16	DUF4253 domain-containing protein	219	MED92_04467	207954	Neptuniibacter caesariensis	Neptuniibacter caesariensis	True	IPR025349	domain		219	115	219	CONTINUOUS	DUF4253
A0A7V8LNV5	DUF4253 domain-containing protein	292	AN912_08575	83262	Mycobacteroides immunogenum	Mycobacteroides immunogenum	True	IPR025349	domain		292	186	292	CONTINUOUS	DUF4253
A0A7W0CNX6	DUF4253 domain-containing protein	261	HNR30_005899	1032476	Nonomuraea soli	Nonomuraea soli	True	IPR025349	domain		261	154	261	CONTINUOUS	DUF4253
A0A7W0CSL5	DUF4253 domain-containing protein	264	HNR30_007926	1032476	Nonomuraea soli	Nonomuraea soli	True	IPR025349	domain		264	157	264	CONTINUOUS	DUF4253
A0A7W3J9Y0	DUF4253 domain-containing protein	275	FHX71_002929	88382	Promicromonospora sukumoe	Promicromonospora sukumoe	True	IPR025349	domain		275	166	275	CONTINUOUS	DUF4253
A0A7W3LJI6	DUF4253 domain-containing protein	256	HNR61_000828	46161	Actinomadura kijaniata	Actinomadura kijaniata	True	IPR025349	domain		256	149	256	CONTINUOUS	DUF4253
A0A7W3LXX8	DUF4253 domain-containing protein	276	HNR61_008057	46161	Actinomadura kijaniata	Actinomadura kijaniata	True	IPR025349	domain		276	169	276	CONTINUOUS	DUF4253
A0A7W3N047	DUF4253 domain-containing protein	281	HNR21_003962	1411118	Thermomonospora cellulosilytica	Thermomonospora cellulosilytica	True	IPR025349	domain		281	174	281	CONTINUOUS	DUF4253
A0A7W3NR65	DUF4253 domain-containing protein	275	HDA42_004335	33900	Streptomyces murinus	Streptomyces murinus	True	IPR025349	domain		275	168	275	CONTINUOUS	DUF4253
A0A7W3QJ80	DUF4253 domain-containing protein	248	HNR61_000827	46161	Actinomadura kijaniata	Actinomadura kijaniata	True	IPR025349	domain		248	140	244	CONTINUOUS	DUF4253
A0A7W3RC79	DUF4253 domain-containing protein	270	HNR21_006456	1411118	Thermomonospora cellulosilytica	Thermomonospora cellulosilytica	True	IPR025349	domain		270	163	270	CONTINUOUS	DUF4253
A0A7W3W839	DUF4253 domain-containing protein	253	H4281_43495	2760662	Amycolatopsis dendrobii	Amycolatopsis dendrobii	True	IPR025349	domain		253	145	252	CONTINUOUS	DUF4253
A0A7W4WAN4	DUF4253 domain-containing protein	387	FHS09_001602	1562603	Microbulbifer rhizosphaerae	Microbulbifer rhizosphaerae	True	IPR025349	domain		387	266	387	CONTINUOUS	DUF4253
A0A7W4ZQ71	DUF4253 domain-containing protein	261	FHS41_003117	67380	Streptomyces violarus	Streptomyces violarus	True	IPR025349	domain		261	151	261	CONTINUOUS	DUF4253
A0A7W5ALF1	DUF4253 domain-containing protein	288	FHR83_006116	113559	Actinoplanes campanulatus	Actinoplanes campanulatus	True	IPR025349	domain		288	185	267	CONTINUOUS	DUF4253
A0A7W5AQM2	DUF4253 domain-containing protein	259	FHR83_008298	113559	Actinoplanes campanulatus	Actinoplanes campanulatus	True	IPR025349	domain		259	151	259	CONTINUOUS	DUF4253
A0A7W5V7F2	DUF4253 domain-containing protein	266	FHR33_002704	65515	Nonomuraea dietziae	Nonomuraea dietziae	True	IPR025349	domain		266	159	266	CONTINUOUS	DUF4253
A0A7W6LMN3	DUF4253 domain-containing protein	289	GGQ90_000940	1404341	Sphingobium scionense	Sphingobium scionense	True	IPR025349	domain		289	183	289	CONTINUOUS	DUF4253
A0A7W7DLI3	DUF4253 domain-containing protein	267	BJ965_002885	68233	Streptomyces luteogriseus	Streptomyces luteogriseus	True	IPR025349	domain		267	175	267	CONTINUOUS	DUF4253
A0A7W7DP94	DUF4253 domain-containing protein	261	BJ965_003327	68233	Streptomyces luteogriseus	Streptomyces luteogriseus	True	IPR025349	domain		261	152	261	CONTINUOUS	DUF4253
A0A7W7GAM0	DUF4253 domain-containing protein	284	BJ982_003118	795645	Sphaerisporangium siamense	Sphaerisporangium siamense	True	IPR025349	domain		284	177	284	CONTINUOUS	DUF4253
A0A7W7H071	DUF4253 domain-containing protein	243	BJY16_005024	135948	Actinoplanes octamycinicus	Actinoplanes octamycinicus	True	IPR025349	domain		243	136	243	CONTINUOUS	DUF4253
A0A7W7H899	DUF4253 domain-containing protein	268	BJY16_008891	135948	Actinoplanes octamycinicus	Actinoplanes octamycinicus	True	IPR025349	domain		268	161	268	CONTINUOUS	DUF4253
