protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A401Z0S5	DUF2254 domain-containing protein	460	EHYA_08179	516124	Embleya hyalina	Embleya hyalina	True	IPR018723	family		460	45	413	CONTINUOUS	DUF2254_membrane
A0A402BK23	DUF2254 domain-containing protein	462	KDA_71830	2014873	Dictyobacter alpinus	Dictyobacter alpinus	True	IPR018723	family		462	19	390	CONTINUOUS	DUF2254_membrane
A0A410M9P0	DUF2254 domain-containing protein	478	HLI_04040	45668	Halobacillus litoralis	Halobacillus litoralis	True	IPR018723	family		478	27	391	CONTINUOUS	DUF2254_membrane
A0A410M9Z4	DUF2254 domain-containing protein	465	HLI_04265	45668	Halobacillus litoralis	Halobacillus litoralis	True	IPR018723	family		465	24	386	CONTINUOUS	DUF2254_membrane
A0A410MA18	DUF2254 domain-containing protein	432	HLI_04755	45668	Halobacillus litoralis	Halobacillus litoralis	True	IPR018723	family		432	15	383	CONTINUOUS	DUF2254_membrane
A0A410MCQ4	DUF2254 domain-containing protein	457	HLI_09855	45668	Halobacillus litoralis	Halobacillus litoralis	True	IPR018723	family		457	28	391	CONTINUOUS	DUF2254_membrane
A0A410V1S2	DUF2254 domain-containing protein	431	XH86_08155	1325090	Bradyrhizobium guangdongense	Bradyrhizobium guangdongense	True	IPR018723	family		431	2	361	CONTINUOUS	DUF2254_membrane
A0A410W6S1	Uncharacterized protein	433	CPELA_02100	1471400	Corynebacterium pelargi	Corynebacterium pelargi	True	IPR018723	family		433	13	373	CONTINUOUS	DUF2254_membrane
A0A411YAW2	DUF2254 domain-containing protein	812	ER308_01485	1670831	Egibacter rhizosphaerae	Egibacter rhizosphaerae	True	IPR018723	family		812	362	715	CONTINUOUS	DUF2254_membrane
A0A411YHK7	DUF2254 domain-containing protein	441	ER308_14135	1670831	Egibacter rhizosphaerae	Egibacter rhizosphaerae	True	IPR018723	family		441	12	384	CONTINUOUS	DUF2254_membrane
A0A418MIL9	DUF2254 domain-containing protein	443	DYU11_02505	2305895	Fibrisoma montanum	Fibrisoma montanum	True	IPR018723	family		443	13	392	CONTINUOUS	DUF2254_membrane
A0A418NEV5	DUF2254 domain-containing protein	443	D2V04_12120	2306995	Pelagerythrobacter aerophilus	Pelagerythrobacter aerophilus	True	IPR018723	family		443	15	388	CONTINUOUS	DUF2254_membrane
A0A418NR36	DUF2254 domain-containing protein	441	D2V07_12185	2307003	Aurantiacibacter zhengii	Aurantiacibacter zhengii	True	IPR018723	family		441	14	389	CONTINUOUS	DUF2254_membrane
A0A418Q8V9	DUF2254 domain-containing protein	426	D3M95_02405	108486	Corynebacterium falsenii	Corynebacterium falsenii	True	IPR018723	family		426	29	395	CONTINUOUS	DUF2254_membrane
A0A418QVQ2	DUF2254 domain-containing protein	440	D0T11_12925	2029981	Hymenobacter rubripertinctus	Hymenobacter rubripertinctus	True	IPR018723	family		440	13	388	CONTINUOUS	DUF2254_membrane
A0A418SEM2	DUF2254 domain-containing protein	390	PSAL_009140	1537215	Pseudooceanicola algae	Pseudooceanicola algae	True	IPR018723	family		390	15	355	CONTINUOUS	DUF2254_membrane
A0A418VGT0	DUF2254 domain-containing protein	412	D3875_01710	2320857	Deinococcus cavernae	Deinococcus cavernae	True	IPR018723	family		412	1	356	CONTINUOUS	DUF2254_membrane
A0A418ZUG4	DUF2254 domain-containing protein	426	D3P06_10900	453842	Paracoccus aestuarii	Paracoccus aestuarii	True	IPR018723	family		426	19	375	CONTINUOUS	DUF2254_membrane
A0A419R229	DUF2254 domain-containing protein	438	D6858_07475	2306996	Tsuneonella suprasediminis	Tsuneonella suprasediminis	True	IPR018723	family		438	14	388	CONTINUOUS	DUF2254_membrane
A0A419RTS2	DUF2254 domain-containing protein	444	D6201_07240	1958945	Aurantiacibacter aquimixticola	Aurantiacibacter aquimixticola	True	IPR018723	family		444	14	387	CONTINUOUS	DUF2254_membrane
A0A419RTT0	DUF2254 domain-containing protein	436	D6201_07235	1958945	Aurantiacibacter aquimixticola	Aurantiacibacter aquimixticola	True	IPR018723	family		436	21	371	CONTINUOUS	DUF2254_membrane
A0A419UWP0	Membrane protein DUF2254	431	ATL39_2954	342944	Sinobaca qinghaiensis	Sinobaca qinghaiensis	True	IPR018723	family		431	11	374	CONTINUOUS	DUF2254_membrane
A0A419V997	Membrane protein DUF2254	463	ATL39_0817	342944	Sinobaca qinghaiensis	Sinobaca qinghaiensis	True	IPR018723	family		463	27	392	CONTINUOUS	DUF2254_membrane
A0A420DIB7	Membrane protein DUF2254	433	C8N30_3087	74349	Sulfitobacter guttiformis	Sulfitobacter guttiformis	True	IPR018723	family		433	24	381	CONTINUOUS	DUF2254_membrane
A0A420DUH8	Membrane protein DUF2254	444	C8N30_2548	74349	Sulfitobacter guttiformis	Sulfitobacter guttiformis	True	IPR018723	family		444	19	395	CONTINUOUS	DUF2254_membrane
A0A420EKY4	DUF2254 domain-containing protein	452	D6851_08815	2320269	Altericroceibacterium spongiae	Altericroceibacterium spongiae	True	IPR018723	family		452	14	385	CONTINUOUS	DUF2254_membrane
A0A420WJ39	Membrane protein DUF2254	460	DES40_0352	568099	Litorimonas taeanensis	Litorimonas taeanensis	True	IPR018723	family		460	14	390	CONTINUOUS	DUF2254_membrane
A0A420XES3	Membrane protein DUF2254	411	DES31_1833	1032623	Otariodibacter oris	Otariodibacter oris	True	IPR018723	family		411	14	363	CONTINUOUS	DUF2254_membrane
A0A420XNV6	Membrane protein DUF2254	464	CLV35_2362	598650	Motilibacter peucedani	Motilibacter peucedani	True	IPR018723	family		464	19	404	CONTINUOUS	DUF2254_membrane
A0A420XPX2	DUF2254 domain-containing protein	396	CLV35_1789	598650	Motilibacter peucedani	Motilibacter peucedani	True	IPR018723	family		396	4	324	CONTINUOUS	DUF2254_membrane
A0A423PN20	DUF2254 domain-containing protein	447	SAOR_09355	856730	Salinisphaera orenii subsp. orenii MK-B5	Salinisphaera orenii subsp. orenii MK-B5	True	IPR018723	family		447	12	383	CONTINUOUS	DUF2254_membrane
A0A423PNS9	DUF2254 domain-containing protein	436	SAJA_09965	1209778	Salinisphaera japonica YTM-1	Salinisphaera japonica YTM-1	True	IPR018723	family		436	13	383	CONTINUOUS	DUF2254_membrane
A0A423PT60	DUF2254 domain-containing protein	449	SAJA_07470	1209778	Salinisphaera japonica YTM-1	Salinisphaera japonica YTM-1	True	IPR018723	family		449	13	386	CONTINUOUS	DUF2254_membrane
A0A428JXC9	DUF2254 domain-containing protein	449	EI293_21230	1236770	Hymenobacter perfusus	Hymenobacter perfusus	True	IPR018723	family		449	13	389	CONTINUOUS	DUF2254_membrane
A0A428KEH8	DUF2254 domain-containing protein	445	EI293_09935	1236770	Hymenobacter perfusus	Hymenobacter perfusus	True	IPR018723	family		445	13	388	CONTINUOUS	DUF2254_membrane
A0A428MTT3	DUF2254 domain-containing protein	427	D7Z54_30620	284579	Salibacterium salarium	Salibacterium salarium	True	IPR018723	family		427	11	374	CONTINUOUS	DUF2254_membrane
A0A428N0G8	DUF2254 domain-containing protein	427	D7Z54_18745	284579	Salibacterium salarium	Salibacterium salarium	True	IPR018723	family		427	11	374	CONTINUOUS	DUF2254_membrane
A0A429YX63	DUF2254 domain-containing protein	417	EJC49_12250	2495581	Aquibium carbonis	Aquibium carbonis	True	IPR018723	family		417	14	369	CONTINUOUS	DUF2254_membrane
A0A430HWT5	DUF2254 domain-containing protein	434	EAH68_10370	1859290	Corynebacterium hylobatis	Corynebacterium hylobatis	True	IPR018723	family		434	10	373	CONTINUOUS	DUF2254_membrane
A0A430KSD7	DUF2254 domain-containing protein	423	EH243_09005	2490544	Amphritea opalescens	Amphritea opalescens	True	IPR018723	family		423	19	375	CONTINUOUS	DUF2254_membrane
A0A431V8Z2	DUF2254 domain-containing protein	449	EKG36_01505	447425	Halomonas nitroreducens	Halomonas nitroreducens	True	IPR018723	family		449	16	383	CONTINUOUS	DUF2254_membrane
A0A431VL38	DUF2254 domain-containing protein	192	EJ104_12655	32062	Deinococcus radiophilus	Deinococcus radiophilus	True	IPR018723	family		192	21	136	CONTINUOUS	DUF2254_membrane
A0A431VM73	DUF2254 domain-containing protein	214	EJ104_12650	32062	Deinococcus radiophilus	Deinococcus radiophilus	True	IPR018723	family		214	13	187	CONTINUOUS	DUF2254_membrane
A0A432MKL9	DUF2254 domain-containing protein	503	TsocGM_10645	2080755	Tautonia sociabilis	Tautonia sociabilis	True	IPR018723	family		503	28	433	CONTINUOUS	DUF2254_membrane
A0A432VZT0	DUF2254 domain-containing protein	440	CWE08_03460	1434071	Aliidiomarina iranensis	Aliidiomarina iranensis	True	IPR018723	family		440	13	390	CONTINUOUS	DUF2254_membrane
A0A432W1H7	DUF2254 domain-containing protein	414	CWE09_13670	880057	Aliidiomarina minuta	Aliidiomarina minuta	True	IPR018723	family		414	14	371	CONTINUOUS	DUF2254_membrane
A0A432WD77	DUF2254 domain-containing protein	416	CWE14_13445	1928574	Aliidiomarina soli	Aliidiomarina soli	True	IPR018723	family		416	14	371	CONTINUOUS	DUF2254_membrane
A0A432WXL3	DUF2254 domain-containing protein	440	CWE13_02240	1048642	Aliidiomarina shirensis	Aliidiomarina shirensis	True	IPR018723	family		440	15	384	CONTINUOUS	DUF2254_membrane
A0A432X158	DUF2254 domain-containing protein	425	CWE15_08435	946228	Aliidiomarina taiwanensis	Aliidiomarina taiwanensis	True	IPR018723	family		425	20	377	CONTINUOUS	DUF2254_membrane
A0A433HKB8	DUF2254 domain-containing protein	439	ELQ35_11430	1674310	Peribacillus cavernae	Peribacillus cavernae	True	IPR018723	family		439	12	379	CONTINUOUS	DUF2254_membrane
A0A433JHM3	DUF2254 domain-containing protein	440	EKM59_09175	2498109	Legionella septentrionalis	Legionella septentrionalis	True	IPR018723	family		440	13	390	CONTINUOUS	DUF2254_membrane
A0A433JMM8	DUF2254 domain-containing protein	411	ELQ94_17065	1523160	Labedella endophytica	Labedella endophytica	True	IPR018723	family		411	15	366	CONTINUOUS	DUF2254_membrane
A0A433VI04	DUF2254 domain-containing protein	418	DSM106972_036830	232991	Dulcicalothrix desertica PCC 7102	Dulcicalothrix desertica PCC 7102	True	IPR018723	family		418	1	365	CONTINUOUS	DUF2254_membrane
A0A433XAE8	DUF2254 domain-containing protein	421	EMQ25_09020	1783274	Arsenicitalea aurantiaca	Arsenicitalea aurantiaca	True	IPR018723	family		421	19	373	CONTINUOUS	DUF2254_membrane
A0A437GX76	DUF2254 domain-containing protein	455	EKN06_08595	2217664	Croceicoccus ponticola	Croceicoccus ponticola	True	IPR018723	family		455	14	399	CONTINUOUS	DUF2254_membrane
A0A437J4U3	DUF2254 domain-containing protein	470	ENE74_14765	2008318	Sphingobium algorifonticola	Sphingobium algorifonticola	True	IPR018723	family		470	13	400	CONTINUOUS	DUF2254_membrane
A0A437MEP8	DUF2254 domain-containing protein	411	EOD42_13610	1979269	Rhodovarius crocodyli	Rhodovarius crocodyli	True	IPR018723	family		411	13	363	CONTINUOUS	DUF2254_membrane
A0A437P589	DUF2254 domain-containing protein	429	EOE48_13760	2499852	Methylobacterium oryzihabitans	Methylobacterium oryzihabitans	True	IPR018723	family		429	33	385	CONTINUOUS	DUF2254_membrane
A0A437QAY6	DUF2254 domain-containing protein	429	EOE65_07065	1815562	Neptunomonas marina	Neptunomonas marina	True	IPR018723	family		429	18	376	CONTINUOUS	DUF2254_membrane
A0A444Q3Y4	DUF2254 domain-containing protein	428	ELQ92_14560	2498850	Labedella populi	Labedella populi	True	IPR018723	family		428	30	382	CONTINUOUS	DUF2254_membrane
A0A444Q613	DUF2254 domain-containing protein	459	ELQ92_13185	2498850	Labedella populi	Labedella populi	True	IPR018723	family		459	25	392	CONTINUOUS	DUF2254_membrane
A0A444WG75	DUF2254 domain-containing protein	419	NU09_0453	657326	Flavobacterium beibuense	Flavobacterium beibuense	True	IPR018723	family		419	17	378	CONTINUOUS	DUF2254_membrane
A0A447GFB7	DUF2254 domain-containing protein	473	MB901379_02769	2094119	Mycobacterium basiliense	Mycobacterium basiliense	True	IPR018723	family		473	32	410	CONTINUOUS	DUF2254_membrane
A0A447GHU5	DUF2254 domain-containing protein	472	MB901379_03598	2094119	Mycobacterium basiliense	Mycobacterium basiliense	True	IPR018723	family		472	19	389	CONTINUOUS	DUF2254_membrane
A0A447IFU8	DUF2254 domain-containing protein	408	DEVEQU_03522	2490941	Devosia equisanguinis	Devosia equisanguinis	True	IPR018723	family		408	14	362	CONTINUOUS	DUF2254_membrane
A0A447IKK4	DUF2254 domain-containing protein	421	PARHAE_01207	2491866	Paracoccus haematequi	Paracoccus haematequi	True	IPR018723	family		421	12	368	CONTINUOUS	DUF2254_membrane
A0A447SSN4	Predicted membrane protein (DUF2254)	417	NCTC3438_01820	762	Avibacterium volantium	Avibacterium volantium	True	IPR018723	family		417	22	369	CONTINUOUS	DUF2254_membrane
A0A448IPL5	DUF2254 domain-containing protein	452	NCTC10437_02435	1791	Mycolicibacterium aurum	Mycolicibacterium aurum	True	IPR018723	family		452	16	395	CONTINUOUS	DUF2254_membrane
A0A448UAB1	Predicted membrane protein (DUF2254)	414	NCTC12227_00550	326522	Neisseria animaloris	Neisseria animaloris	True	IPR018723	family		414	14	365	CONTINUOUS	DUF2254_membrane
A0A448VPZ0	Predicted membrane protein (DUF2254)	417	NCTC12742_01636	28091	Neisseria weaveri	Neisseria weaveri	True	IPR018723	family		417	13	365	CONTINUOUS	DUF2254_membrane
A0A451FS90	DUF2254 domain-containing protein	424	EI546_00205	2494375	Aequorivita ciconiae	Aequorivita ciconiae	True	IPR018723	family		424	17	377	CONTINUOUS	DUF2254_membrane
A0A482TGH7	DUF2254 domain-containing protein	516	DR871_011690	2259594	Flavobacterium petrolei	Flavobacterium petrolei	True	IPR018723	family		516	62	400	CONTINUOUS	DUF2254_membrane
A0A485CVF3	Predicted membrane protein (DUF2254)	425	NCTC12993_07077	580	Kluyvera cryocrescens	Kluyvera cryocrescens	True	IPR018723	family		425	15	369	CONTINUOUS	DUF2254_membrane
A0A495PVA8	Membrane protein DUF2254	446	BC962_1733	270921	Gillisia mitskevichiae	Gillisia mitskevichiae	True	IPR018723	family		446	27	387	CONTINUOUS	DUF2254_membrane
A0A495RSD4	Membrane protein DUF2254	516	BC952_2879	180441	Flavobacterium limicola	Flavobacterium limicola	True	IPR018723	family		516	31	400	CONTINUOUS	DUF2254_membrane
A0A495Y2D8	DUF2254 domain-containing protein	431	DFJ68_3347	53356	Terracoccus luteus	Terracoccus luteus	True	IPR018723	family		431	11	369	CONTINUOUS	DUF2254_membrane
A0A497X3Z4	Membrane protein DUF2254	443	BCF46_0019	1049199	Litoreibacter meonggei	Litoreibacter meonggei	True	IPR018723	family		443	27	389	CONTINUOUS	DUF2254_membrane
A0A497YBG4	Membrane protein DUF2254	436	DFR62_3487	1373	Planococcus citreus	Planococcus citreus	True	IPR018723	family		436	9	371	CONTINUOUS	DUF2254_membrane
A0A498H0E7	DUF2254 domain-containing protein	455	ABH15_09075	1550565	Methanoculleus taiwanensis	Methanoculleus taiwanensis	True	IPR018723	family		455	21	385	CONTINUOUS	DUF2254_membrane
A0A498QB05	DUF2254 domain-containing protein	474	LAUMK13_03825	2341083	Mycobacterium innocens	Mycobacterium innocens	True	IPR018723	family		474	20	389	CONTINUOUS	DUF2254_membrane
A0A498R0W3	DUF2254 domain-containing protein	474	LAUMK142_04092	2341080	Mycobacterium pseudokansasii	Mycobacterium pseudokansasii	True	IPR018723	family		474	20	389	CONTINUOUS	DUF2254_membrane
A0A4D7DTF0	DUF2254 domain-containing protein	419	J5285_25660	160699	Agrobacterium larrymoorei	Agrobacterium larrymoorei	True	IPR018723	family		419	15	369	CONTINUOUS	DUF2254_membrane
A0A4D7K7H6	DUF2254 domain-containing protein	447	DCC35_19020	2715131	Mangrovivirga cuniculi	Mangrovivirga cuniculi	True	IPR018723	family		447	22	391	CONTINUOUS	DUF2254_membrane
A0A4E0PW06	DUF2254 domain-containing protein	495	CUN85_06340	2052935	Methanolobus halotolerans	Methanolobus halotolerans	True	IPR018723	family		495	45	174	CONTINUOUS	DUF2254_membrane
A0A4P6GKP5	DUF2254 domain-containing protein	425	CUN61_20070	702115	Pseudomonas arsenicoxydans	Pseudomonas arsenicoxydans	True	IPR018723	family		425	14	377	CONTINUOUS	DUF2254_membrane
A0A4P6UZA7	DUF2254 domain-containing protein	423	E0E05_07135	1852022	Roseitalea porphyridii	Roseitalea porphyridii	True	IPR018723	family		423	15	375	CONTINUOUS	DUF2254_membrane
A0A4P7A0T6	DUF2254 domain-containing protein	441	E2636_14370	417367	Paenisporosarcina antarctica	Paenisporosarcina antarctica	True	IPR018723	family		441	10	376	CONTINUOUS	DUF2254_membrane
A0A4P7A2K1	DUF2254 domain-containing protein	439	E2636_15420	417367	Paenisporosarcina antarctica	Paenisporosarcina antarctica	True	IPR018723	family		439	12	377	CONTINUOUS	DUF2254_membrane
A0A4P7C185	DUF2254 domain-containing protein	520	E3U44_08570	1814290	Nitrosococcus wardiae	Nitrosococcus wardiae	True	IPR018723	family		520	77	444	CONTINUOUS	DUF2254_membrane
A0A4P7GLH1	DUF2254 domain-containing protein	439	EXE57_10805	2518370	Nocardioides euryhalodurans	Nocardioides euryhalodurans	True	IPR018723	family		439	14	385	CONTINUOUS	DUF2254_membrane
A0A4P7IBA5	DUF2254 domain-containing protein	445	EXE58_01850	2518371	Nocardioides seonyuensis	Nocardioides seonyuensis	True	IPR018723	family		445	16	386	CONTINUOUS	DUF2254_membrane
A0A4P9J0F8	DUF2254 domain-containing protein	448	QDH73_13295	77608	Pseudoalteromonas distincta	Pseudoalteromonas distincta	True	IPR018723	family		448	16	383	CONTINUOUS	DUF2254_membrane
A0A4P9US61	DUF2254 domain-containing protein	446	EQU24_14690	95641	Methylotuvimicrobium buryatense	Methylotuvimicrobium buryatense	True	IPR018723	family		446	14	385	CONTINUOUS	DUF2254_membrane
A0A4P9VS04	DUF2254 domain-containing protein	420	B9G39_24710	202772	Zooshikella ganghwensis	Zooshikella ganghwensis	True	IPR018723	family		420	13	367	CONTINUOUS	DUF2254_membrane
A0A4Q0NXR9	Membrane protein DUF2254	442	DSM04_103499	2249426	Leeuwenhoekiella aestuarii	Leeuwenhoekiella aestuarii	True	IPR018723	family		442	18	380	CONTINUOUS	DUF2254_membrane
A0A4Q0NY33	Membrane protein DUF2254	442	DSM02_3146	1550906	Leeuwenhoekiella polynyae	Leeuwenhoekiella polynyae	True	IPR018723	family		442	18	380	CONTINUOUS	DUF2254_membrane
A0A4Q0P8P7	Putative membrane protein DUF2254	257	DSM02_1612	1550906	Leeuwenhoekiella polynyae	Leeuwenhoekiella polynyae	True	IPR018723	family		257	11	248	CONTINUOUS	DUF2254_membrane
A0A4Q0PAG4	Membrane protein DUF2254	443	DSM00_1369	283736	Leeuwenhoekiella aequorea	Leeuwenhoekiella aequorea	True	IPR018723	family		443	18	380	CONTINUOUS	DUF2254_membrane
A0A4Q0PHI1	Membrane protein DUF2254	372	DSM02_456	1550906	Leeuwenhoekiella polynyae	Leeuwenhoekiella polynyae	True	IPR018723	family		372	11	362	CONTINUOUS	DUF2254_membrane
A0A4Q0S3Y9	DUF2254 domain-containing protein	448	XH99_19395	1325118	Bradyrhizobium nanningense	Bradyrhizobium nanningense	True	IPR018723	family		448	21	380	CONTINUOUS	DUF2254_membrane
A0A4Q0VTB0	DUF2254 domain-containing protein	434	DS745_11395	1548597	Anaerobacillus alkaliphilus	Anaerobacillus alkaliphilus	True	IPR018723	family		434	11	377	CONTINUOUS	DUF2254_membrane
A0A4Q0XID7	DUF2254 domain-containing protein	438	ESZ48_10580	59602	Gelidibacter gilvus	Gelidibacter gilvus	True	IPR018723	family		438	17	380	CONTINUOUS	DUF2254_membrane
A0A4Q2J7P7	DUF2254 domain-containing protein	199	ESO86_18080	1817495	Agromyces binzhouensis	Agromyces binzhouensis	True	IPR018723	family		199	21	140	CONTINUOUS	DUF2254_membrane
A0A4Q2J8R7	DUF2254 domain-containing protein	221	ESO86_15415	1817495	Agromyces binzhouensis	Agromyces binzhouensis	True	IPR018723	family		221	21	221	CONTINUOUS	DUF2254_membrane
A0A4Q2KPL8	DUF2254 domain-containing protein	490	ETX26_06435	2268576	Pelagerythrobacter rhizovicinus	Pelagerythrobacter rhizovicinus	True	IPR018723	family		490	53	422	CONTINUOUS	DUF2254_membrane
A0A4Q2KRB3	DUF2254 domain-containing protein	176	ETX26_05640	2268576	Pelagerythrobacter rhizovicinus	Pelagerythrobacter rhizovicinus	True	IPR018723	family		176	2	112	CONTINUOUS	DUF2254_membrane
A0A4Q2R963	DUF2254 domain-containing protein	424	D3272_26495	2316527	Lichenibacterium ramalinae	Lichenibacterium ramalinae	True	IPR018723	family		424	14	373	CONTINUOUS	DUF2254_membrane
A0A4Q2RDN5	DUF2254 domain-containing protein	423	D3272_06970	2316527	Lichenibacterium ramalinae	Lichenibacterium ramalinae	True	IPR018723	family		423	14	373	CONTINUOUS	DUF2254_membrane
A0A4Q2SA52	DUF2254 domain-containing protein	422	EUA07_18945	252230	Nocardioides ganghwensis	Nocardioides ganghwensis	True	IPR018723	family		422	10	369	CONTINUOUS	DUF2254_membrane
A0A4Q2UBN1	DUF2254 domain-containing protein	431	D3273_07345	2316528	Lichenibacterium minor	Lichenibacterium minor	True	IPR018723	family		431	19	378	CONTINUOUS	DUF2254_membrane
A0A4Q4KE40	DUF2254 domain-containing protein	428	ERX46_16705	200475	Brumimicrobium glaciale	Brumimicrobium glaciale	True	IPR018723	family		428	18	381	CONTINUOUS	DUF2254_membrane
A0A4Q4ZL08	DUF2254 domain-containing protein	488	EKO23_01140	2497878	Nocardioides guangzhouensis	Nocardioides guangzhouensis	True	IPR018723	family		488	68	434	CONTINUOUS	DUF2254_membrane
A0A4Q6XMB6	DUF2254 domain-containing protein	442	EWE75_21790	2484750	Sphingomonas populi	Sphingomonas populi	True	IPR018723	family		442	13	390	CONTINUOUS	DUF2254_membrane
A0A4Q7NVB2	Membrane protein DUF2254	437	EV189_0417	598652	Motilibacter rhizosphaerae	Motilibacter rhizosphaerae	True	IPR018723	family		437	11	373	CONTINUOUS	DUF2254_membrane
A0A4Q7PHZ4	Membrane protein DUF2254	428	EV197_1276	323412	Aquimarina brevivitae	Aquimarina brevivitae	True	IPR018723	family		428	23	381	CONTINUOUS	DUF2254_membrane
A0A4Q7Y6P5	DUF2254 domain-containing protein	443	BKA19_2285	138336	Blastococcus saxobsidens	Blastococcus saxobsidens	True	IPR018723	family		443	15	387	CONTINUOUS	DUF2254_membrane
A0A4Q8AFV9	Membrane protein DUF2254	450	EV380_2832	370736	Zhihengliuella halotolerans	Zhihengliuella halotolerans	True	IPR018723	family		450	13	385	CONTINUOUS	DUF2254_membrane
A0A4Q9G3Q3	DUF2254 domain-containing protein	430	EYE42_04440	2528244	Paracoccus subflavus	Paracoccus subflavus	True	IPR018723	family		430	23	379	CONTINUOUS	DUF2254_membrane
A0A4Q9HT35	DUF2254 domain-containing protein	453	EYS09_18620	1946	Streptomyces kasugaensis	Streptomyces kasugaensis	True	IPR018723	family		453	16	387	CONTINUOUS	DUF2254_membrane
A0A4R0H967	DUF2254 domain-containing protein	430	E0H45_25505	1124743	Kribbella soli	Kribbella soli	True	IPR018723	family		430	14	371	CONTINUOUS	DUF2254_membrane
A0A4R0KR34	DUF2254 domain-containing protein	440	E0H73_13020	722689	Kribbella pittospori	Kribbella pittospori	True	IPR018723	family		440	59	401	CONTINUOUS	DUF2254_membrane
A0A4R0PEM1	DUF2254 domain-containing protein	430	E0D97_05895	1429082	Oricola cellulosilytica	Oricola cellulosilytica	True	IPR018723	family		430	21	378	CONTINUOUS	DUF2254_membrane
A0A4R0X8I7	DUF2254 domain-containing protein	452	BZM27_51860	1245441	Paraburkholderia steynii	Paraburkholderia steynii	True	IPR018723	family		452	13	378	CONTINUOUS	DUF2254_membrane
A0A4R0XHQ2	DUF2254 domain-containing protein	437	BZM27_23890	1245441	Paraburkholderia steynii	Paraburkholderia steynii	True	IPR018723	family		437	14	381	CONTINUOUS	DUF2254_membrane
A0A4R1F0K7	Membrane protein DUF2254	446	EV695_1821	634765	Cocleimonas flava	Cocleimonas flava	True	IPR018723	family		446	15	392	CONTINUOUS	DUF2254_membrane
A0A4R1FMU1	DUF2254 domain-containing protein	361	DFR71_5397	225051	Nocardia alba	Nocardia alba	True	IPR018723	family		361	25	333	CONTINUOUS	DUF2254_membrane
A0A4R1G4F5	Membrane protein DUF2254	415	EV694_0228	203482	Volucribacter psittacicida	Volucribacter psittacicida	True	IPR018723	family		415	14	365	CONTINUOUS	DUF2254_membrane
A0A4R1GK91	Membrane protein DUF2254	433	CLV83_2486	1476959	Marinobacterium mangrovicola	Marinobacterium mangrovicola	True	IPR018723	family		433	23	379	CONTINUOUS	DUF2254_membrane
A0A4R1I6W8	DUF2254 domain-containing protein	431	EV667_1229	100	Ancylobacter aquaticus	Ancylobacter aquaticus	True	IPR018723	family		431	18	393	CONTINUOUS	DUF2254_membrane
A0A4R1RR12	Membrane protein DUF2254	423	EV196_101283	264023	Mariniflexile fucanivorans	Mariniflexile fucanivorans	True	IPR018723	family		423	17	377	CONTINUOUS	DUF2254_membrane
A0A4R2GNZ1	Membrane protein DUF2254	442	EV194_101698	682526	Natronoflexus pectinivorans	Natronoflexus pectinivorans	True	IPR018723	family		442	13	385	CONTINUOUS	DUF2254_membrane
A0A4R2HQ75	Membrane protein DUF2254	437	EV652_104254	2512223	Kribbella steppae	Kribbella steppae	True	IPR018723	family		437	12	380	CONTINUOUS	DUF2254_membrane
A0A4R2IDG2	Membrane protein DUF2254	445	EV646_11429	2512217	Kribbella antiqua	Kribbella antiqua	True	IPR018723	family		445	12	380	CONTINUOUS	DUF2254_membrane
A0A4R2KKR0	Membrane protein DUF2254	422	EV655_107154	35805	Rhodovulum euryhalinum	Rhodovulum euryhalinum	True	IPR018723	family		422	14	366	CONTINUOUS	DUF2254_membrane
A0A4R2L6U2	Membrane protein DUF2254	438	EV699_10439	1133106	Plasticicumulans lactativorans	Plasticicumulans lactativorans	True	IPR018723	family		438	12	375	CONTINUOUS	DUF2254_membrane
A0A4R2MZV6	Membrane protein DUF2254	416	EV697_10649	109472	Bisgaardia hudsonensis	Bisgaardia hudsonensis	True	IPR018723	family		416	14	364	CONTINUOUS	DUF2254_membrane
A0A4R2NCG1	Membrane protein DUF2254	414	EV693_10193	271160	Nicoletella semolina	Nicoletella semolina	True	IPR018723	family		414	17	366	CONTINUOUS	DUF2254_membrane
A0A4R2P0G1	Membrane protein DUF2254	416	EV656_101226	35804	Rhodovulum adriaticum	Rhodovulum adriaticum	True	IPR018723	family		416	14	366	CONTINUOUS	DUF2254_membrane
A0A4R2Q5M3	Membrane protein DUF2254	410	EV662_101241	320662	Rhodovulum marinum	Rhodovulum marinum	True	IPR018723	family		410	14	366	CONTINUOUS	DUF2254_membrane
A0A4R3LTX8	Membrane protein DUF2254	441	EDC64_108159	933073	Aquabacter spiritensis	Aquabacter spiritensis	True	IPR018723	family		441	14	375	CONTINUOUS	DUF2254_membrane
A0A4R4DBW3	DUF2254 domain-containing protein	441	EXY23_18430	2527868	Roseicella aquatilis	Roseicella aquatilis	True	IPR018723	family		441	15	379	CONTINUOUS	DUF2254_membrane
A0A4R4KH52	DUF2254 domain-containing protein	433	EZE20_05485	2070510	Arundinibacter roseus	Arundinibacter roseus	True	IPR018723	family		433	10	383	CONTINUOUS	DUF2254_membrane
A0A4R4X792	DUF2254 domain-containing protein	437	E1218_13425	2530375	Kribbella turkmenica	Kribbella turkmenica	True	IPR018723	family		437	12	380	CONTINUOUS	DUF2254_membrane
