protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A6J2ARY9	Receptor-type tyrosine-protein phosphatase zeta	1456	PTPRZ1	32536	Acinonyx jubatus	Acinonyx jubatus (Cheetah)	False	IPR036398	homologous_superfamily		1456	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2AT59	Carbonic anhydrase	268	CA7	32536	Acinonyx jubatus	Acinonyx jubatus (Cheetah)	True	IPR036398	homologous_superfamily		268	14	268	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2ATN0	Carbonic anhydrase	264	CA7	32536	Acinonyx jubatus	Acinonyx jubatus (Cheetah)	True	IPR036398	homologous_superfamily		264	1	264	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2AUI5	Carbonic anhydrase	281	CA5A	32536	Acinonyx jubatus	Acinonyx jubatus (Cheetah)	True	IPR036398	homologous_superfamily		281	46	270	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2AV20	Carbonic anhydrase	278	CA5A	32536	Acinonyx jubatus	Acinonyx jubatus (Cheetah)	True	IPR036398	homologous_superfamily		278	46	274	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2AW21	Carbonic anhydrase-related protein 10	328	CA10	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		328	27	309	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2B7N6	Carbonic anhydrase	383	CA12	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		383	64	339	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2B7S4	Carbonic anhydrase	384	CA12	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		384	63	332	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BA98	Carbonic anhydrase	393	CA12	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		393	64	338	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BAA4	Carbonic anhydrase	380	CA12	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		380	64	336	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BCE8	Carbonic anhydrase	391	CA12	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		391	64	339	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BCF2	Carbonic anhydrase	379	CA12	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		379	64	336	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BD90	protein-tyrosine-phosphatase	2194	PTPRZ1	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		2194	1	168	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BDJ5	Receptor-type tyrosine-protein phosphatase zeta	2321	PTPRZ1	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		2321	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BDR8	Carbonic anhydrase	390	CA12	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		390	64	339	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BG65	Receptor-type tyrosine-protein phosphatase zeta	1463	PTPRZ1	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		1463	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BIF1	Receptor-type tyrosine-protein phosphatase zeta	1456	PTPRZ1	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		1456	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BJJ7	Receptor-type tyrosine-protein phosphatase zeta	2328	PTPRZ1	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		2328	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2BTR1	Alpha-carbonic anhydrase domain-containing protein	339	LOC113913241	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		339	19	305	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2CG84	Receptor-type tyrosine-protein phosphatase gamma	1467	PTPRG	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		1467	53	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2CHQ7	Receptor-type tyrosine-protein phosphatase gamma	1468	PTPRG	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		1468	53	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2CIU7	Receptor-type tyrosine-protein phosphatase gamma	1443	PTPRG	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		1443	53	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2CKQ9	Receptor-type tyrosine-protein phosphatase gamma	1439	PTPRG	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		1439	53	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2CME4	Receptor-type tyrosine-protein phosphatase gamma	1414	PTPRG	9704	Zalophus californianus	Zalophus californianus (California sealion)	False	IPR036398	homologous_superfamily		1414	53	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2DLZ7	Carbonic anhydrase	263	CA1	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		263	1	244	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2DNW5	Carbonic anhydrase	261	CA1	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		261	1	261	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2DP25	Carbonic anhydrase	259	CA1	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		259	2	240	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2DTA5	Carbonic anhydrase	313	CA4	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		313	19	285	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2E534	Carbonic anhydrase	317	LOC113930760	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		317	39	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EC56	Carbonic anhydrase	260	CA3	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		260	1	260	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EGQ5	carbonic anhydrase	287	CA14	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		287	1	245	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EHZ4	Carbonic anhydrase	260	CA2	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		260	1	260	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EIK7	carbonic anhydrase	336	CA14	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		336	17	294	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EMQ3	carbonic anhydrase	627	CA9	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		627	306	565	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EMT8	carbonic anhydrase	643	CA9	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		643	305	581	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EPU1	Carbonic anhydrase	467	CA9	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		467	146	405	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2ER89	carbonic anhydrase	336	CA14	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		336	17	294	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EV86	Carbonic anhydrase-related protein 11	277	CA11	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		277	30	274	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EXF4	carbonic anhydrase	644	CA9	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		644	306	582	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2EZ38	Carbonic anhydrase	262	CA13	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		262	1	262	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2F1F2	Carbonic anhydrase-related protein	290	CA8	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		290	23	290	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2F288	Carbonic anhydrase	442	CA5A	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		442	32	308	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2F547	Carbonic anhydrase-related protein 11	328	CA11	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		328	30	308	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2F7P3	Carbonic anhydrase	264	CA7	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		264	1	264	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2F7V5	Carbonic anhydrase	287	CA8	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		287	23	262	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2FAH0	Carbonic anhydrase	323	CA6	9704	Zalophus californianus	Zalophus californianus (California sealion)	True	IPR036398	homologous_superfamily		323	19	279	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2FXY8	Carbonic anhydrase	381	CA12	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		381	61	336	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2G3M0	carbonic anhydrase	326	LOC113984233	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		326	20	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2GFE1	Carbonic anhydrase	264	CA7	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		264	1	264	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2GME5	Receptor-type tyrosine-protein phosphatase zeta	2312	PTPRZ1	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	False	IPR036398	homologous_superfamily		2312	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2GML9	Receptor-type tyrosine-protein phosphatase zeta	2347	PTPRZ1	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	False	IPR036398	homologous_superfamily		2347	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2GMP0	Receptor-type tyrosine-protein phosphatase zeta	1440	PTPRZ1	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	False	IPR036398	homologous_superfamily		1440	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2GN30	Receptor-type tyrosine-protein phosphatase zeta	2340	PTPRZ1	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	False	IPR036398	homologous_superfamily		2340	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2GNA1	Receptor-type tyrosine-protein phosphatase zeta	2319	PTPRZ1	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	False	IPR036398	homologous_superfamily		2319	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2GTJ9	Receptor-type tyrosine-protein phosphatase gamma	1422	PTPRG	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	False	IPR036398	homologous_superfamily		1422	53	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2H406	Carbonic anhydrase	379	LOC113990794	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		379	44	309	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2H7Q9	carbonic anhydrase	343	CA14	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		343	17	295	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2HAB3	Carbonic anhydrase	522	CA6	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		522	19	289	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2HWT6	Carbonic anhydrase	183	LOC113995931	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		183	1	183	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2HWZ1	Carbonic anhydrase	265	LOC113995947	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		265	5	265	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2HYC0	Carbonic anhydrase	258	LOC113995938	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		258	1	258	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2HYD2	Carbonic anhydrase	283	LOC113995947	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		283	61	283	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2HYM1	Carbonic anhydrase	260	LOC113995931	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		260	1	260	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2HYP6	Carbonic anhydrase	339	LOC113995947	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		339	5	339	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2HYQ1	Carbonic anhydrase	262	LOC113995953	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		262	1	262	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2I0R7	Carbonic anhydrase	309	CA5A	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		309	37	296	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2IDU4	Carbonic anhydrase-related protein	283	CA8	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		283	17	283	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2J0T1	Alpha-carbonic anhydrase domain-containing protein	328	CA10	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		328	27	309	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2J5L3	Carbonic anhydrase	323	LOC114004009	649802	Pipra filicauda	Pipra filicauda (Wire-tailed manakin)	True	IPR036398	homologous_superfamily		323	20	296	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2J8W0	Alpha-carbonic anhydrase domain-containing protein	337	LOC114239707	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		337	21	296	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2JAG5	Carbonic anhydrase	290	LOC114240042	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		290	12	270	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2JCF8	Carbonic anhydrase	318	LOC114239954	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		318	13	267	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2K1Z7	Carbonic anhydrase	335	LOC114246608	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		335	1	80	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2K1Z7	Carbonic anhydrase	335	LOC114246608	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		335	80	333	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2K3C5	Alpha-carbonic anhydrase domain-containing protein	320	LOC114247396	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		320	19	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2K626	carbonic anhydrase	345	LOC114247610	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		345	22	291	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2K6K9	Alpha-carbonic anhydrase domain-containing protein	321	LOC114248524	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		321	25	300	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2KNQ9	Alpha-carbonic anhydrase domain-containing protein	264	LOC114253325	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		264	9	250	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2KSK3	Alpha-carbonic anhydrase domain-containing protein	256	LOC114253325	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		256	3	242	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2KSX6	Alpha-carbonic anhydrase domain-containing protein	355	LOC114253407	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		355	106	355	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2KUD9	carbonic anhydrase	335	CA14	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		335	17	293	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2KUW9	Carbonic anhydrase	310	CA5A	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		310	48	310	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2KV66	Alpha-carbonic anhydrase domain-containing protein	326	LOC114253414	7092	Bombyx mandarina	Bombyx mandarina (Wild silk moth)	True	IPR036398	homologous_superfamily		326	21	277	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2KWJ5	Carbonic anhydrase	264	CA7	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		264	1	264	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2L931	Carbonic anhydrase	344	CA12	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		344	28	300	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2LEA7	Carbonic anhydrase	355	CA12	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		355	28	303	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2LRH0	Carbonic anhydrase	310	CA6	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		310	19	279	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2M5E7	Carbonic anhydrase	399	LOC114502079	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		399	137	399	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2M860	Receptor-type tyrosine-protein phosphatase gamma	1417	PTPRG	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	False	IPR036398	homologous_superfamily		1417	53	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2M8T0	Receptor-type tyrosine-protein phosphatase gamma	1446	PTPRG	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	False	IPR036398	homologous_superfamily		1446	53	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2MFE2	Carbonic anhydrase-related protein 10	328	CA10	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		328	27	309	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2MHB2	Carbonic anhydrase	305	CA4	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		305	18	277	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2MLY4	Carbonic anhydrase	317	CA5B	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		317	39	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2MMG8	Receptor-type tyrosine-protein phosphatase zeta	1458	PTPRZ1	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	False	IPR036398	homologous_superfamily		1458	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2MPE0	Receptor-type tyrosine-protein phosphatase zeta	2310	PTPRZ1	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	False	IPR036398	homologous_superfamily		2310	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2MTQ2	Receptor-type tyrosine-protein phosphatase zeta	1451	PTPRZ1	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	False	IPR036398	homologous_superfamily		1451	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2MTY8	Receptor-type tyrosine-protein phosphatase zeta	2317	PTPRZ1	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	False	IPR036398	homologous_superfamily		2317	32	301	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2N1A7	Carbonic anhydrase-related protein 11	328	CA11	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		328	30	308	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2ND24	Carbonic anhydrase-related protein	290	CA8	89673	Phyllostomus discolor	Phyllostomus discolor (pale spear-nosed bat)	True	IPR036398	homologous_superfamily		290	23	290	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PN94	Receptor-type tyrosine-protein phosphatase gamma	1428	ca16b	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1428	54	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PNV1	Receptor-type tyrosine-protein phosphatase gamma	1415	ca16b	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1415	54	320	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PNZ1	protein-tyrosine-phosphatase	1430	LOC115008088	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1430	60	328	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PPJ2	protein-tyrosine-phosphatase	1434	LOC115008088	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1434	60	328	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PRS3	protein-tyrosine-phosphatase	1894	ptprz1a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1894	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PRS8	protein-tyrosine-phosphatase	1386	ptprz1a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1386	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PTJ3	protein-tyrosine-phosphatase	1577	ptprz1a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1577	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PU50	protein-tyrosine-phosphatase	1887	ptprz1a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1887	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PUA8	Carbonic anhydrase	499	ca12	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		499	21	294	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PUW8	protein-tyrosine-phosphatase	1393	ptprz1a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	False	IPR036398	homologous_superfamily		1393	32	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PVT2	Carbonic anhydrase	280	ca5a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		280	9	272	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PW49	Carbonic anhydrase	312	ca5a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		312	42	304	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PWG1	Carbonic anhydrase	439	ca12	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		439	16	234	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PWG3	Carbonic anhydrase	403	ca12	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		403	1	198	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2PZI6	Carbonic anhydrase 6	539	ca6	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		539	23	289	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2Q8V3	Alpha-carbonic anhydrase domain-containing protein	328	LOC115012659	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		328	27	310	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2QPS4	Carbonic anhydrase	316	car15	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		316	14	292	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2QY06	Carbonic anhydrase	306	ca4b	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		306	17	290	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2R599	Carbonic anhydrase	308	ca4c	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		308	16	292	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2R5F8	Carbonic anhydrase	328	ca4a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		328	40	311	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2RE11	Carbonic anhydrase-related protein	281	ca8	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		281	15	281	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2RF12	carbonic anhydrase	394	ca14	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		394	23	302	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2RPG7	Carbonic anhydrase	326	LOC115024994	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		326	24	297	CONTINUOUS	Alpha_carbonic_anhydrase
A0A6J2RQ37	Alpha-carbonic anhydrase domain-containing protein	328	ca10a	56716	Cottoperca gobio	Cottoperca gobio (Frogmouth)	True	IPR036398	homologous_superfamily		328	27	309	CONTINUOUS	Alpha_carbonic_anhydrase
