protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A4V0K397	tRNA(Phe) 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4)]-methyltransferase	1564	PCHAS_0502900	31271	Plasmodium chabaudi chabaudi	Plasmodium chabaudi chabaudi	False	IPR056743	domain		1564	1260	1428	CONTINUOUS	trm5
A0A4V0K6N8	tRNA (guanine(37)-N1)-methyltransferase	672	PCHAS_0815600	31271	Plasmodium chabaudi chabaudi	Plasmodium chabaudi chabaudi	True	IPR056743	domain		672	360	460	CONTINUOUS	trm5
A0A4V1J4A0	tRNA (guanine(37)-N1)-methyltransferase	419	TRM5	215637	Dimargaris cristalligena	Dimargaris cristalligena	True	IPR056743	domain		419	187	284	CONTINUOUS	trm5
A0A4V3HRQ4	tRNA (guanine(37)-N1)-methyltransferase	461	TRM5	1347390	Colletotrichum spinosum	Colletotrichum spinosum	True	IPR056743	domain		461	209	307	CONTINUOUS	trm5
A0A4V3UPY5	tRNA (guanine(37)-N1)-methyltransferase	476	TRM5	1220188	Aspergillus tanneri	Aspergillus tanneri	True	IPR056743	domain		476	216	311	CONTINUOUS	trm5
A0A4V3WKF1	Uncharacterized protein	534	TEA_000085	542762	Camellia sinensis var. sinensis	Camellia sinensis var. sinensis (China tea)	True	IPR056743	domain		534	376	454	CONTINUOUS	trm5
A0A4V4H3R2	tRNA (guanine(37)-N1)-methyltransferase	536	C4D60_Mb06t07960	52838	Musa balbisiana	Musa balbisiana (Banana)	True	IPR056743	domain		536	233	330	CONTINUOUS	trm5
A0A4V5NJ35	tRNA (guanine(37)-N1)-methyltransferase	460	TRM5	329884	Friedmanniomyces simplex	Friedmanniomyces simplex	True	IPR056743	domain		460	209	309	CONTINUOUS	trm5
A0A4V6DDA8	tRNA (guanine(37)-N1)-methyltransferase	488	SEVIR_1G228500v2	4556	Setaria viridis	Setaria viridis (Green bristlegrass)	True	IPR056743	domain		488	184	282	CONTINUOUS	trm5
A0A4V6XUP9	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	339	taw2	2217661	Natronomonas salsuginis	Natronomonas salsuginis	True	IPR056743	domain		339	157	309	CONTINUOUS	trm5
A0A4W2D5B9	tRNA (guanine(37)-N1)-methyltransferase	509	TRMT5	30522	Bos indicus x Bos taurus	Bos indicus x Bos taurus (Hybrid cattle)	True	IPR056743	domain		509	263	425	CONTINUOUS	trm5
A0A4W2E4W8	tRNA wybutosine-synthesizing protein 2 homolog	432		30522	Bos indicus x Bos taurus	Bos indicus x Bos taurus (Hybrid cattle)	True	IPR056743	domain		432	215	355	CONTINUOUS	trm5
A0A4W2FEC6	tRNA (guanine(37)-N1)-methyltransferase	497	TRMT5	30522	Bos indicus x Bos taurus	Bos indicus x Bos taurus (Hybrid cattle)	True	IPR056743	domain		497	261	423	CONTINUOUS	trm5
A0A4W3GR83	tRNA (guanine(37)-N1)-methyltransferase	496	TRMT5	7868	Callorhinchus milii	Callorhinchus milii (Ghost shark)	True	IPR056743	domain		496	257	401	CONTINUOUS	trm5
A0A4W3GTC8	tRNA wybutosine-synthesizing protein 2 homolog	412	trmt12	7868	Callorhinchus milii	Callorhinchus milii (Ghost shark)	True	IPR056743	domain		412	198	334	CONTINUOUS	trm5
A0A4W3GUF6	tRNA (guanine(37)-N1)-methyltransferase	486	TRMT5	7868	Callorhinchus milii	Callorhinchus milii (Ghost shark)	True	IPR056743	domain		486	247	391	CONTINUOUS	trm5
A0A4W4GGR9	tRNA wybutosine-synthesizing protein 2 homolog	419	TRMT12	8005	Electrophorus electricus	Electrophorus electricus (Electric eel)	True	IPR056743	domain		419	185	322	CONTINUOUS	trm5
A0A4W4HD10	tRNA (guanine(37)-N1)-methyltransferase	516	TRMT5	8005	Electrophorus electricus	Electrophorus electricus (Electric eel)	True	IPR056743	domain		516	231	362	CONTINUOUS	trm5
A0A4W4HGP7	tRNA (guanine(37)-N1)-methyltransferase	486	TRMT5	8005	Electrophorus electricus	Electrophorus electricus (Electric eel)	True	IPR056743	domain		486	258	389	CONTINUOUS	trm5
A0A4W4HJD8	tRNA (guanine(37)-N1)-methyltransferase	495	TRMT5	8005	Electrophorus electricus	Electrophorus electricus (Electric eel)	True	IPR056743	domain		495	210	341	CONTINUOUS	trm5
A0A4W4HKQ8	tRNA (guanine(37)-N1)-methyltransferase	471	TRMT5	8005	Electrophorus electricus	Electrophorus electricus (Electric eel)	True	IPR056743	domain		471	243	374	CONTINUOUS	trm5
A0A4W4HLB1	tRNA (guanine(37)-N1)-methyltransferase	495	TRMT5	8005	Electrophorus electricus	Electrophorus electricus (Electric eel)	True	IPR056743	domain		495	226	357	CONTINUOUS	trm5
A0A4W5QX68	tRNA (guanine(37)-N1)-methyltransferase	499	TRMT5	62062	Hucho hucho	Hucho hucho (huchen)	True	IPR056743	domain		499	269	405	CONTINUOUS	trm5
A0A4W5RA54	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	280		62062	Hucho hucho	Hucho hucho (huchen)	True	IPR056743	domain		280	101	188	CONTINUOUS	trm5
A0A4W6EAS1	tRNA wybutosine-synthesizing protein 2 homolog	302	TRMT12	8187	Lates calcarifer	Lates calcarifer (Barramundi)	True	IPR056743	domain		302	190	268	CONTINUOUS	trm5
A0A4W6EBT6	tRNA wybutosine-synthesizing protein 2 homolog	289	TRMT12	8187	Lates calcarifer	Lates calcarifer (Barramundi)	True	IPR056743	domain		289	190	268	CONTINUOUS	trm5
A0A4W6EC54	tRNA wybutosine-synthesizing protein 2 homolog	300	TRMT12	8187	Lates calcarifer	Lates calcarifer (Barramundi)	True	IPR056743	domain		300	188	266	CONTINUOUS	trm5
A0A4W6FLB5	tRNA (guanine(37)-N1)-methyltransferase	477	TRMT5	8187	Lates calcarifer	Lates calcarifer (Barramundi)	True	IPR056743	domain		477	245	382	CONTINUOUS	trm5
A0A4X2JZ27	tRNA wybutosine-synthesizing protein 2 homolog	442	TRMT12	29139	Vombatus ursinus	Vombatus ursinus (Common wombat)	True	IPR056743	domain		442	191	331	CONTINUOUS	trm5
A0A4X2LPC2	tRNA (guanine(37)-N1)-methyltransferase	529	TRMT5	29139	Vombatus ursinus	Vombatus ursinus (Common wombat)	True	IPR056743	domain		529	265	362	CONTINUOUS	trm5
A0A4X2LPC8	tRNA (guanine(37)-N1)-methyltransferase	519	TRMT5	29139	Vombatus ursinus	Vombatus ursinus (Common wombat)	True	IPR056743	domain		519	265	362	CONTINUOUS	trm5
A0A4Y2LBP1	tRNA (guanine(37)-N1)-methyltransferase	469	AGAP006124	182803	Araneus ventricosus	Araneus ventricosus (Orbweaver spider)	True	IPR056743	domain		469	240	372	CONTINUOUS	trm5
A0A4Y2QS41	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	315	TRMT12	182803	Araneus ventricosus	Araneus ventricosus (Orbweaver spider)	True	IPR056743	domain		315	95	238	CONTINUOUS	trm5
A0A4Y5SL39	tRNA (guanine(37)-N(1))-methyltransferase Trm5b	331	FH039_07705	2586643	Thermococcus indicus	Thermococcus indicus	True	IPR056743	domain		331	146	303	CONTINUOUS	trm5
A0A4Y5SLP0	23S rRNA (Uracil(1939)-C(5))-methyltransferase RlmD	421	rlmD	2586643	Thermococcus indicus	Thermococcus indicus	True	IPR056743	domain		421	280	333	CONTINUOUS	trm5
A0A4Y5SMR9	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	336	FH039_11355	2586643	Thermococcus indicus	Thermococcus indicus	True	IPR056743	domain		336	152	292	CONTINUOUS	trm5
A0A4Y5SNU6	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	279	taw2	2586643	Thermococcus indicus	Thermococcus indicus	True	IPR056743	domain		279	91	251	CONTINUOUS	trm5
A0A4Y6PU49	TRM5/TYW2-like methyltransferase domain-containing protein	258	FIV42_12565	2292766	Persicimonas caeni	Persicimonas caeni	True	IPR056743	domain		258	47	125	CONTINUOUS	trm5
A0A4Y7IEZ1	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	1072	C5167_039282	3469	Papaver somniferum	Papaver somniferum (Opium poppy)	True	IPR056743	domain		1072	877	1016	CONTINUOUS	trm5
A0A4Y7IRJ9	tRNA (guanine(37)-N1)-methyltransferase	594	C5167_019190	3469	Papaver somniferum	Papaver somniferum (Opium poppy)	True	IPR056743	domain		594	394	518	CONTINUOUS	trm5
A0A4Y7J2B6	tRNA (guanine(37)-N1)-methyltransferase	505	C5167_014152	3469	Papaver somniferum	Papaver somniferum (Opium poppy)	True	IPR056743	domain		505	194	293	CONTINUOUS	trm5
A0A4Y7K074	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	1045	C5167_009347	3469	Papaver somniferum	Papaver somniferum (Opium poppy)	True	IPR056743	domain		1045	850	989	CONTINUOUS	trm5
A0A4Y7LN80	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	35528	Daphnia similis	Daphnia similis	True	IPR056743	domain		423	193	364	CONTINUOUS	trm5
A0A4Y7LP54	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	186181	Eubosmina coregoni	Eubosmina coregoni	True	IPR056743	domain		423	183	312	CONTINUOUS	trm5
A0A4Y7LW32	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	35528	Daphnia similis	Daphnia similis	True	IPR056743	domain		423	193	364	CONTINUOUS	trm5
A0A4Y7LYV3	tRNA (guanine(37)-N1)-methyltransferase	428	EOG090X08TI	302197	Ceriodaphnia reticulata	Ceriodaphnia reticulata	True	IPR056743	domain		428	195	364	CONTINUOUS	trm5
A0A4Y7M0R9	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	342845	Daphnia atkinsoni	Daphnia atkinsoni	True	IPR056743	domain		423	193	362	CONTINUOUS	trm5
A0A4Y7M1Z1	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	2282166	Daphnia dolichocephala	Daphnia dolichocephala	True	IPR056743	domain		423	193	363	CONTINUOUS	trm5
A0A4Y7M3P3	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	575233	Daphnia hispanica	Daphnia hispanica	True	IPR056743	domain		423	193	364	CONTINUOUS	trm5
A0A4Y7M560	tRNA (guanine(37)-N1)-methyltransferase	452	EOG090X08TI	120202	Daphnia carinata	Daphnia carinata	True	IPR056743	domain		452	222	393	CONTINUOUS	trm5
A0A4Y7M5G5	tRNA (guanine(37)-N1)-methyltransferase	424	EOG090X08TI	42846	Daphnia longispina	Daphnia longispina	True	IPR056743	domain		424	195	328	CONTINUOUS	trm5
A0A4Y7M9A9	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	42856	Daphnia lumholtzi	Daphnia lumholtzi	True	IPR056743	domain		423	193	364	CONTINUOUS	trm5
A0A4Y7MJ37	tRNA (guanine(37)-N1)-methyltransferase	413	EOG090X08TI	35525	Daphnia magna	Daphnia magna	True	IPR056743	domain		413	183	354	CONTINUOUS	trm5
A0A4Y7MJD8	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	35525	Daphnia magna	Daphnia magna	True	IPR056743	domain		423	193	364	CONTINUOUS	trm5
A0A4Y7MKX0	tRNA (guanine(37)-N1)-methyltransferase	413	EOG090X08TI	35525	Daphnia magna	Daphnia magna	True	IPR056743	domain		413	183	354	CONTINUOUS	trm5
A0A4Y7MLL3	tRNA (guanine(37)-N1)-methyltransferase	413	EOG090X08TI	35525	Daphnia magna	Daphnia magna	True	IPR056743	domain		413	183	354	CONTINUOUS	trm5
A0A4Y7MMH6	tRNA (guanine(37)-N1)-methyltransferase	413	EOG090X08TI	35525	Daphnia magna	Daphnia magna	True	IPR056743	domain		413	183	354	CONTINUOUS	trm5
A0A4Y7MPU9	tRNA (guanine(37)-N1)-methyltransferase	413	EOG090X08TI	35525	Daphnia magna	Daphnia magna	True	IPR056743	domain		413	183	354	CONTINUOUS	trm5
A0A4Y7MS43	tRNA (guanine(37)-N1)-methyltransferase	423	EOG090X08TI	35525	Daphnia magna	Daphnia magna	True	IPR056743	domain		423	193	364	CONTINUOUS	trm5
A0A4Y7MTJ8	tRNA (guanine(37)-N1)-methyltransferase	425	EOG090X08TI	6669	Daphnia pulex	Daphnia pulex (Water flea)	True	IPR056743	domain		425	193	361	CONTINUOUS	trm5
A0A4Y7MUX0	tRNA (guanine(37)-N1)-methyltransferase	425	EOG090X08TI	6669	Daphnia pulex	Daphnia pulex (Water flea)	True	IPR056743	domain		425	193	362	CONTINUOUS	trm5
A0A4Y7MWF8	tRNA (guanine(37)-N1)-methyltransferase	414	EOG090X08TI	6669	Daphnia pulex	Daphnia pulex (Water flea)	True	IPR056743	domain		414	183	351	CONTINUOUS	trm5
A0A4Y7MY26	tRNA (guanine(37)-N1)-methyltransferase	415	EOG090X08TI	35523	Daphnia pulicaria	Daphnia pulicaria	True	IPR056743	domain		415	183	350	CONTINUOUS	trm5
A0A4Y7MZR6	tRNA (guanine(37)-N1)-methyltransferase	413	EOG090X08TI	35528	Daphnia similis	Daphnia similis	True	IPR056743	domain		413	183	354	CONTINUOUS	trm5
A0A4Y7N3T8	tRNA (guanine(37)-N1)-methyltransferase	413	EOG090X08TI	35528	Daphnia similis	Daphnia similis	True	IPR056743	domain		413	183	354	CONTINUOUS	trm5
A0A4Y7N513	tRNA (guanine(37)-N1)-methyltransferase	413	EOG090X08TI	35528	Daphnia similis	Daphnia similis	True	IPR056743	domain		413	183	354	CONTINUOUS	trm5
A0A4Y7N7D6	tRNA (guanine(37)-N1)-methyltransferase	412	EOG090X08TI	1820382	Daphnia sinensis	Daphnia sinensis	True	IPR056743	domain		412	185	355	CONTINUOUS	trm5
A0A4Y7N9D6	tRNA (guanine(37)-N1)-methyltransferase	412	EOG090X08TI	1820382	Daphnia sinensis	Daphnia sinensis	True	IPR056743	domain		412	185	355	CONTINUOUS	trm5
A0A4Y7NBD0	tRNA (guanine(37)-N1)-methyltransferase	412	EOG090X08TI	1820382	Daphnia sinensis	Daphnia sinensis	True	IPR056743	domain		412	185	355	CONTINUOUS	trm5
A0A4Y7NEW3	tRNA (guanine(37)-N1)-methyltransferase	412	EOG090X08TI	1820382	Daphnia sinensis	Daphnia sinensis	True	IPR056743	domain		412	185	355	CONTINUOUS	trm5
A0A4Y7NIP7	tRNA (guanine(37)-N1)-methyltransferase	421	EOG090X08TI	675436	Moina brachiata	Moina brachiata	True	IPR056743	domain		421	193	326	CONTINUOUS	trm5
A0A4Y7NIU5	tRNA (guanine(37)-N1)-methyltransferase	421	EOG090X08TI	2291010	Megafenestra aurita	Megafenestra aurita	True	IPR056743	domain		421	195	360	CONTINUOUS	trm5
A0A4Y7NLM5	tRNA (guanine(37)-N1)-methyltransferase	428	EOG090X08TI	202097	Scapholeberis mucronata	Scapholeberis mucronata	True	IPR056743	domain		428	194	351	CONTINUOUS	trm5
A0A4Y7NPA7	tRNA (guanine(37)-N1)-methyltransferase	420	EOG090X08TI	117539	Simocephalus serrulatus	Simocephalus serrulatus	True	IPR056743	domain		420	195	360	CONTINUOUS	trm5
A0A4Y7QL42	tRNA (guanine(37)-N1)-methyltransferase	502	TRM5	50990	Rickenella mellea	Rickenella mellea	True	IPR056743	domain		502	246	345	CONTINUOUS	trm5
A0A4Y7TXY0	tRNA (guanine(37)-N1)-methyltransferase	451	TRM5	71717	Coprinellus micaceus	Coprinellus micaceus (Glistening ink-cap mushroom)	True	IPR056743	domain		451	193	294	CONTINUOUS	trm5
A0A4Y8DDI2	tRNA (guanine(37)-N1)-methyltransferase	493	TRM5	38488	Botryotinia calthae	Botryotinia calthae	True	IPR056743	domain		493	240	342	CONTINUOUS	trm5
A0A4Y9ZCU3	tRNA (guanine(37)-N1)-methyltransferase	447	TRM5	205917	Dentipellis fragilis	Dentipellis fragilis	True	IPR056743	domain		447	183	257	CONTINUOUS	trm5
A0A4Y9ZN43	tRNA (guanine(37)-N1)-methyltransferase	322	TRM5	135208	Hericium alpestre	Hericium alpestre	True	IPR056743	domain		322	138	237	CONTINUOUS	trm5
A0A4Z0Z520	tRNA (guanine(37)-N1)-methyltransferase	479	TRM5	37992	Xylaria hypoxylon	Xylaria hypoxylon	True	IPR056743	domain		479	219	316	CONTINUOUS	trm5
A0A4Z1EZ59	tRNA (guanine(37)-N1)-methyltransferase	491	TRM5	87230	Botrytis tulipae	Botrytis tulipae	True	IPR056743	domain		491	238	338	CONTINUOUS	trm5
A0A4Z1FPF7	tRNA (guanine(37)-N1)-methyltransferase	521	TRM5	278948	Botrytis paeoniae	Botrytis paeoniae	True	IPR056743	domain		521	247	367	CONTINUOUS	trm5
A0A4Z1H4F7	tRNA (guanine(37)-N1)-methyltransferase	491	TRM5	278943	Botrytis hyacinthi	Botrytis hyacinthi	True	IPR056743	domain		491	238	337	CONTINUOUS	trm5
A0A4Z1J1E7	tRNA (guanine(37)-N1)-methyltransferase	512	TRM5	54673	Botryotinia convoluta	Botryotinia convoluta	True	IPR056743	domain		512	238	358	CONTINUOUS	trm5
A0A4Z1JCF0	tRNA (guanine(37)-N1)-methyltransferase	519	TRM5	278938	Botrytis elliptica	Botrytis elliptica	True	IPR056743	domain		519	240	360	CONTINUOUS	trm5
A0A4Z1JEN4	tRNA (guanine(37)-N1)-methyltransferase	500	TRM5	278944	Botryotinia narcissicola	Botryotinia narcissicola	True	IPR056743	domain		500	247	346	CONTINUOUS	trm5
A0A4Z1L5V8	tRNA (guanine(37)-N1)-methyltransferase	493	TRM5	87229	Botrytis porri	Botrytis porri	True	IPR056743	domain		493	240	339	CONTINUOUS	trm5
A0A4Z1P4W7	tRNA (guanine(37)-N1)-methyltransferase	457	TRM5	86259	Venturia nashicola	Venturia nashicola	True	IPR056743	domain		457	209	303	CONTINUOUS	trm5
A0A4Z1PT01	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	496	E6O75_ATG03807	86259	Venturia nashicola	Venturia nashicola	True	IPR056743	domain		496	254	356	CONTINUOUS	trm5
A0A4Z1SV87	tRNA (guanine(37)-N1)-methyltransferase	422	GMRT_10801	5742	Giardia muris	Giardia muris	True	IPR056743	domain		422	200	332	CONTINUOUS	trm5
A0A4Z2C4B7	tRNA wybutosine-synthesizing protein 2 homolog	478	fugu_013676	433685	Takifugu bimaculatus	Takifugu bimaculatus	True	IPR056743	domain		478	185	328	CONTINUOUS	trm5
A0A4Z2DC46	tRNA (guanine(37)-N1)-methyltransferase	1064	EWB00_002327	6182	Schistosoma japonicum	Schistosoma japonicum (Blood fluke)	True	IPR056743	domain		1064	752	872	CONTINUOUS	trm5
A0A4Z2J1Y2	tRNA (guanine(37)-N1)-methyltransferase	571	trmt5	230148	Liparis tanakae	Liparis tanakae (Tanaka's snailfish)	True	IPR056743	domain		571	248	385	CONTINUOUS	trm5
A0A504Z0J9	tRNA (guanine(37)-N1)-methyltransferase	583	FGIG_09895	46835	Fasciola gigantica	Fasciola gigantica (Giant liver fluke)	True	IPR056743	domain		583	327	393	CONTINUOUS	trm5
A0A507BH42	tRNA (guanine(37)-N1)-methyltransferase	482	TRM5	1093900	Thyridium curvatum	Thyridium curvatum	True	IPR056743	domain		482	206	287	CONTINUOUS	trm5
A0A507C4F2	tRNA (guanine(37)-N1)-methyltransferase	447	TRM5	286115	Synchytrium endobioticum	Synchytrium endobioticum	True	IPR056743	domain		447	194	289	CONTINUOUS	trm5
A0A507CIV2	tRNA (guanine(37)-N1)-methyltransferase	458	TRM5	1806994	Synchytrium microbalum	Synchytrium microbalum	True	IPR056743	domain		458	194	289	CONTINUOUS	trm5
A0A507DYU7	tRNA (guanine(37)-N1)-methyltransferase	494	TRM5	109895	Powellomyces hirtus	Powellomyces hirtus	True	IPR056743	domain		494	205	303	CONTINUOUS	trm5
A0A507FMQ0	tRNA (guanine(37)-N1)-methyltransferase	478	TRM5	246404	Chytriomyces confervae	Chytriomyces confervae	True	IPR056743	domain		478	193	294	CONTINUOUS	trm5
A0A507QMM1	tRNA (guanine(37)-N1)-methyltransferase	479	TRM5	5098	Monascus purpureus	Monascus purpureus (Red mold)	True	IPR056743	domain		479	216	311	CONTINUOUS	trm5
A0A509AFX9	tRNA(Phe) 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4)]-methyltransferase	1575	PBANKA_0502800	5823	Plasmodium berghei (strain Anka)	Plasmodium berghei (strain Anka)	False	IPR056743	domain		1575	1278	1445	CONTINUOUS	trm5
A0A509AKI7	tRNA (guanine(37)-N1)-methyltransferase	712	PBANKA_0815300	5823	Plasmodium berghei (strain Anka)	Plasmodium berghei (strain Anka)	True	IPR056743	domain		712	366	464	CONTINUOUS	trm5
A0A510DZK6	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	300	IC006_2653	1294262	Sulfuracidifex tepidarius	Sulfuracidifex tepidarius	True	IPR056743	domain		300	128	264	CONTINUOUS	trm5
A0A510E6C1	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	256	IC006_2615	1294262	Sulfuracidifex tepidarius	Sulfuracidifex tepidarius	True	IPR056743	domain		256	77	218	CONTINUOUS	trm5
A0A517KXI9	tRNA (guanine(37)-N1)-methyltransferase	461	TRM5	50376	Venturia effusa	Venturia effusa	True	IPR056743	domain		461	209	302	CONTINUOUS	trm5
A0A517LC27	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	493	FKW77_002716	50376	Venturia effusa	Venturia effusa	True	IPR056743	domain		493	252	352	CONTINUOUS	trm5
A0A521D705	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	329	SAMN06264867_10671	413815	Halorubrum cibi	Halorubrum cibi	True	IPR056743	domain		329	141	285	CONTINUOUS	trm5
A0A540KD11	tRNA (guanine(37)-N1)-methyltransferase	619	C1H46_042354	106549	Malus baccata	Malus baccata (Siberian crab apple)	True	IPR056743	domain		619	410	541	CONTINUOUS	trm5
A0A540KN05	tRNA(Phe) 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4)]-methyltransferase	946	C1H46_038895	106549	Malus baccata	Malus baccata (Siberian crab apple)	True	IPR056743	domain		946	830	882	CONTINUOUS	trm5
A0A540N1B5	tRNA (guanine(37)-N1)-methyltransferase	493	C1H46_009556	106549	Malus baccata	Malus baccata (Siberian crab apple)	True	IPR056743	domain		493	184	283	CONTINUOUS	trm5
A0A540N2T6	tRNA (guanine(37)-N1)-methyltransferase	469	C1H46_009554	106549	Malus baccata	Malus baccata (Siberian crab apple)	True	IPR056743	domain		469	160	259	CONTINUOUS	trm5
A0A544QLC3	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	353	EWF95_10225	2511997	Halonotius roseus	Halonotius roseus	True	IPR056743	domain		353	163	320	CONTINUOUS	trm5
A0A545V2C5	tRNA (guanine(37)-N1)-methyltransferase	444	TRM5	43265	Cordyceps javanica	Cordyceps javanica	True	IPR056743	domain		444	227	328	CONTINUOUS	trm5
A0A550CNA2	tRNA (guanine(37)-N1)-methyltransferase	537	TRM5	97359	Schizophyllum amplum	Schizophyllum amplum	True	IPR056743	domain		537	252	349	CONTINUOUS	trm5
A0A553IBU6	tRNA (guanine(37)-N1)-methyltransferase	509	TRM5	2512241	Xylaria flabelliformis	Xylaria flabelliformis	True	IPR056743	domain		509	266	369	CONTINUOUS	trm5
A0A553MQ09	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	479	DNTS_015741	2873325	Danionella cerebrum	Danionella cerebrum	True	IPR056743	domain		479	244	375	CONTINUOUS	trm5
A0A553PGZ1	tRNA (guanine(37)-N1)-methyltransferase	429	TCAL_00142	6832	Tigriopus californicus	Tigriopus californicus (Marine copepod)	True	IPR056743	domain		429	209	341	CONTINUOUS	trm5
A0A553PJF8	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	327	TCAL_07833	6832	Tigriopus californicus	Tigriopus californicus (Marine copepod)	True	IPR056743	domain		327	108	248	CONTINUOUS	trm5
A0A553QFQ6	tRNA wybutosine-synthesizing protein 2 homolog	409	DNTS_014996	2873325	Danionella cerebrum	Danionella cerebrum	True	IPR056743	domain		409	185	324	CONTINUOUS	trm5
A0A554MXV0	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	351	DP107_13240	2234134	Haloglomus irregulare	Haloglomus irregulare	True	IPR056743	domain		351	168	328	CONTINUOUS	trm5
A0A554ND54	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	332	DP107_05560	2234134	Haloglomus irregulare	Haloglomus irregulare	True	IPR056743	domain		332	146	301	CONTINUOUS	trm5
A0A556V413	tRNA (guanine(37)-N1)-methyltransferase	463	TRMT5	175774	Bagarius yarrelli	Bagarius yarrelli (Goonch)	True	IPR056743	domain		463	205	345	CONTINUOUS	trm5
A0A557SSJ5	tRNA (guanine(37)-N(1))-methyltransferase	281	NARC_140034	2035267	Candidatus Nitrosocosmicus arcticus	Candidatus Nitrosocosmicus arcticus	True	IPR056743	domain		281	88	231	CONTINUOUS	trm5
A0A559MCQ5	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	339	TRM5	215461	Lachnellula willkommii	Lachnellula willkommii	True	IPR056743	domain		339	220	328	CONTINUOUS	trm5
A0A564Y913	tRNA (guanine(37)-N1)-methyltransferase	495	WMSIL1_LOCUS3913	6216	Hymenolepis diminuta	Hymenolepis diminuta (Rat tapeworm)	True	IPR056743	domain		495	233	349	CONTINUOUS	trm5
A0A565BWX4	tRNA (guanine(37)-N1)-methyltransferase	458	ANE_LOCUS16284	586526	Arabis nemorensis	Arabis nemorensis	True	IPR056743	domain		458	170	267	CONTINUOUS	trm5
A0A565C2E0	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	1000	ANE_LOCUS18245	586526	Arabis nemorensis	Arabis nemorensis	False	IPR056743	domain		1000	809	949	CONTINUOUS	trm5
A0A565CJ29	tRNA (guanine(37)-N1)-methyltransferase	619	ANE_LOCUS24174	586526	Arabis nemorensis	Arabis nemorensis	False	IPR056743	domain		619	408	541	CONTINUOUS	trm5
A0A5A7QJ83	tRNA wybutosine-synthesizing protein 3	1048	STAS_21851	4170	Striga asiatica	Striga asiatica (Asiatic witchweed)	True	IPR056743	domain		1048	853	1011	CONTINUOUS	trm5
A0A5A7QLF5	SAM-dependent methyltransferase TRM5/TYW2-type domain-containing protein	400	STAS_23059	4170	Striga asiatica	Striga asiatica (Asiatic witchweed)	True	IPR056743	domain		400	161	258	CONTINUOUS	trm5
A0A5A7RC67	tRNA (guanine(37)-N1)-methyltransferase	598	STAS_31466	4170	Striga asiatica	Striga asiatica (Asiatic witchweed)	True	IPR056743	domain		598	392	527	CONTINUOUS	trm5
A0A5A9NKJ7	tRNA wybutosine-synthesizing protein 2 homolog	407	E1301_Tti004124	1572043	Triplophysa tibetana	Triplophysa tibetana	True	IPR056743	domain		407	186	331	CONTINUOUS	trm5
A0A5A9PA80	tRNA (guanine(37)-N1)-methyltransferase	443	TRMT5	1572043	Triplophysa tibetana	Triplophysa tibetana	True	IPR056743	domain		443	211	346	CONTINUOUS	trm5
A0A5B0LMX3	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	496	PGT21_019693	56615	Puccinia graminis f. sp. tritici	Puccinia graminis f. sp. tritici	True	IPR056743	domain		496	286	367	CONTINUOUS	trm5
A0A5B0MGC2	tRNA (guanine(37)-N1)-methyltransferase	476	TRM5_3	56615	Puccinia graminis f. sp. tritici	Puccinia graminis f. sp. tritici	True	IPR056743	domain		476	244	336	CONTINUOUS	trm5
