protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A168F214	Ubiquitin carboxyl-terminal hydrolase	352	AAL_01960	1081109	Moelleriella libera RCEF 2490	Moelleriella libera RCEF 2490	True	IPR001578	domain		352	31	265	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168FKA1	Ubiquitin carboxyl-terminal hydrolase	247	LEL_07285	1081108	Akanthomyces lecanii RCEF 1005	Akanthomyces lecanii RCEF 1005	True	IPR001578	domain		247	14	244	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168H9Y3	ubiquitinyl hydrolase 1	988	LEL_04323	1081108	Akanthomyces lecanii RCEF 1005	Akanthomyces lecanii RCEF 1005	True	IPR001578	domain		988	671	917	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168HHW8	Ubiquitin carboxyl-terminal hydrolase	252	LEL_04619	1081108	Akanthomyces lecanii RCEF 1005	Akanthomyces lecanii RCEF 1005	True	IPR001578	domain		252	15	250	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168HPC5	Ubiquitin carboxyl-terminal hydrolase	235	MUCCIDRAFT_114194	747725	Mucor lusitanicus CBS 277.49	Mucor lusitanicus CBS 277.49	True	IPR001578	domain		235	13	232	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168J0H3	Ubiquitin carboxyl-terminal hydrolase	319	MUCCIDRAFT_157096	747725	Mucor lusitanicus CBS 277.49	Mucor lusitanicus CBS 277.49	True	IPR001578	domain		319	6	305	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168J532	ubiquitinyl hydrolase 1	397	MUCCIDRAFT_184750	747725	Mucor lusitanicus CBS 277.49	Mucor lusitanicus CBS 277.49	True	IPR001578	domain		397	11	369	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168KJW8	Ubiquitin carboxyl-terminal hydrolase	256	MUCCIDRAFT_156539	747725	Mucor lusitanicus CBS 277.49	Mucor lusitanicus CBS 277.49	True	IPR001578	domain		256	30	250	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168KLA1	Ubiquitin carboxyl-terminal hydrolase	491	LEL_01395	1081108	Akanthomyces lecanii RCEF 1005	Akanthomyces lecanii RCEF 1005	True	IPR001578	domain		491	101	355	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168LAT4	ubiquitinyl hydrolase 1	279	MUCCIDRAFT_162884	747725	Mucor lusitanicus CBS 277.49	Mucor lusitanicus CBS 277.49	True	IPR001578	domain		279	1	216	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168NGL6	ubiquitinyl hydrolase 1	391	ABSGL_06204.1 scaffold 7705	4829	Absidia glauca	Absidia glauca (Pin mould)	True	IPR001578	domain		391	2	236	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168QZG9	ubiquitinyl hydrolase 1	416	ABSGL_11709.1 scaffold 12318	4829	Absidia glauca	Absidia glauca (Pin mould)	True	IPR001578	domain		416	8	282	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A168RBV6	Ubiquitin carboxyl-terminal hydrolase	230	ABSGL_12353.1 scaffold 12745	4829	Absidia glauca	Absidia glauca (Pin mould)	True	IPR001578	domain		230	12	228	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A175VXW2	Ubiquitin carboxyl-terminal hydrolase	236	MMYC01_207246	100816	Madurella mycetomatis	Madurella mycetomatis	False	IPR001578	domain		236	21	233	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A175W157	Ubiquitin carboxyl-terminal hydrolase	250	MMYC01_206084	100816	Madurella mycetomatis	Madurella mycetomatis	True	IPR001578	domain		250	4	247	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A175W3K8	ubiquitinyl hydrolase 1	487	MMYC01_204003	100816	Madurella mycetomatis	Madurella mycetomatis	True	IPR001578	domain		487	93	354	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A175W555	Ubiquitin carboxyl-terminal hydrolase	330	MMYC01_204774	100816	Madurella mycetomatis	Madurella mycetomatis	True	IPR001578	domain		330	4	244	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A175W878	Ubiquitin carboxyl-terminal hydrolase	254	MMYC01_204823	100816	Madurella mycetomatis	Madurella mycetomatis	True	IPR001578	domain		254	21	251	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A175WBY0	Ubiquitin carboxyl-terminal hydrolase	222	MMYC01_203216	100816	Madurella mycetomatis	Madurella mycetomatis	True	IPR001578	domain		222	7	219	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A175WF21	Ubiquitin carboxyl-terminal hydrolase	306	MMYC01_201368	100816	Madurella mycetomatis	Madurella mycetomatis	True	IPR001578	domain		306	22	262	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A176VJV8	Ubiquitin carboxyl-terminal hydrolase	460	AXG93_3833s1180	1480154	Marchantia polymorpha subsp. ruderalis	Marchantia polymorpha subsp. ruderalis	True	IPR001578	domain		460	120	456	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A176W0P3	Ubiquitin carboxyl-terminal hydrolase	236	AXG93_4542s1590	1480154	Marchantia polymorpha subsp. ruderalis	Marchantia polymorpha subsp. ruderalis	True	IPR001578	domain		236	7	234	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177ARI8	Ubiquitin carboxyl-terminal hydrolase	219	A3Q56_08163	1819745	Intoshia linei	Intoshia linei	True	IPR001578	domain		219	7	219	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177C3M6	Ubiquitin carboxyl-terminal hydrolase	331	CC84DRAFT_1179568	1460663	Paraphaeosphaeria sporulosa	Paraphaeosphaeria sporulosa	True	IPR001578	domain		331	21	251	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177C3Y6	ubiquitinyl hydrolase 1	273	CC84DRAFT_1208376	1460663	Paraphaeosphaeria sporulosa	Paraphaeosphaeria sporulosa	True	IPR001578	domain		273	1	258	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177C7E0	ubiquitinyl hydrolase 1	534	CC84DRAFT_1166519	1460663	Paraphaeosphaeria sporulosa	Paraphaeosphaeria sporulosa	True	IPR001578	domain		534	125	406	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177C824	Ubiquitin carboxyl-terminal hydrolase	242	CC84DRAFT_1166049	1460663	Paraphaeosphaeria sporulosa	Paraphaeosphaeria sporulosa	True	IPR001578	domain		242	3	239	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177CPW1	Ubiquitin carboxyl-terminal hydrolase	244	CC84DRAFT_1141983	1460663	Paraphaeosphaeria sporulosa	Paraphaeosphaeria sporulosa	True	IPR001578	domain		244	8	240	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177CSH7	Ubiquitin carboxyl-terminal hydrolase	250	CC84DRAFT_466882	1460663	Paraphaeosphaeria sporulosa	Paraphaeosphaeria sporulosa	True	IPR001578	domain		250	12	247	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177DF73	Ubiquitin carboxyl-terminal hydrolase	245	CC77DRAFT_195973	5599	Alternaria alternata	Alternaria alternata (Alternaria rot fungus)	True	IPR001578	domain		245	5	242	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177DHD5	Ubiquitin carboxyl-terminal hydrolase	311	CC77DRAFT_1022159	5599	Alternaria alternata	Alternaria alternata (Alternaria rot fungus)	True	IPR001578	domain		311	4	234	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177DKQ1	Ubiquitin carboxyl-terminal hydrolase	251	CC77DRAFT_95222	5599	Alternaria alternata	Alternaria alternata (Alternaria rot fungus)	True	IPR001578	domain		251	14	249	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177DNQ7	Ubiquitin carboxyl-terminal hydrolase	247	CC77DRAFT_1020940	5599	Alternaria alternata	Alternaria alternata (Alternaria rot fungus)	True	IPR001578	domain		247	14	243	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177DXE6	ubiquitinyl hydrolase 1	539	CC77DRAFT_1017317	5599	Alternaria alternata	Alternaria alternata (Alternaria rot fungus)	True	IPR001578	domain		539	128	401	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177F1E4	Ubiquitin carboxyl-terminal hydrolase	247	AYO21_08387	254056	Fonsecaea monophora	Fonsecaea monophora	True	IPR001578	domain		247	8	243	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177FBN3	Ubiquitin carboxyl-terminal hydrolase	244	AYO21_04684	254056	Fonsecaea monophora	Fonsecaea monophora	True	IPR001578	domain		244	6	240	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177FHT8	Ubiquitin carboxyl-terminal hydrolase	330	AYO21_02552	254056	Fonsecaea monophora	Fonsecaea monophora	True	IPR001578	domain		330	9	256	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177FIE0	ubiquitinyl hydrolase 1	951	AYO21_01886	254056	Fonsecaea monophora	Fonsecaea monophora	True	IPR001578	domain		951	55	314	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177TJ94	Ubiquitin carboxyl-terminal hydrolase	252	A4X13_0g64	43049	Tilletia indica	Tilletia indica	True	IPR001578	domain		252	12	249	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A177UBG3	Ubiquitin carboxyl-terminal hydrolase	246	JKIAZH3_G368	13290	Tilletia caries	Tilletia caries (wheat bunt fungus)	True	IPR001578	domain		246	12	243	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178CFJ0	ubiquitinyl hydrolase 1	951	AYO20_09668	856822	Fonsecaea nubica	Fonsecaea nubica	True	IPR001578	domain		951	55	342	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178D3W7	Ubiquitin carboxyl-terminal hydrolase	244	AYO20_04283	856822	Fonsecaea nubica	Fonsecaea nubica	True	IPR001578	domain		244	3	240	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178DEF3	Ubiquitin carboxyl-terminal hydrolase	341	AYO20_00316	856822	Fonsecaea nubica	Fonsecaea nubica	True	IPR001578	domain		341	9	268	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178DGI1	Ubiquitin carboxyl-terminal hydrolase	247	AYO20_00170	856822	Fonsecaea nubica	Fonsecaea nubica	True	IPR001578	domain		247	8	243	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178FIG5	Ubiquitin carboxyl-terminal hydrolase	415	A7D00_3735	34388	Trichophyton violaceum	Trichophyton violaceum	True	IPR001578	domain		415	46	291	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178FIW9	Ubiquitin carboxyl-terminal hydrolase	623	A7D00_3886	34388	Trichophyton violaceum	Trichophyton violaceum	True	IPR001578	domain		623	307	547	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178FJS7	Ubiquitin carboxyl-terminal hydrolase	251	A7D00_2563	34388	Trichophyton violaceum	Trichophyton violaceum	True	IPR001578	domain		251	13	248	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178FN13	Ubiquitin carboxyl-terminal hydrolase	256	A7D00_1432	34388	Trichophyton violaceum	Trichophyton violaceum	True	IPR001578	domain		256	17	253	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178ZFS3	ubiquitinyl hydrolase 1	328	AYL99_07734	1367422	Fonsecaea erecta	Fonsecaea erecta	True	IPR001578	domain		328	42	285	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178ZI05	Ubiquitin carboxyl-terminal hydrolase	235	AYL99_06737	1367422	Fonsecaea erecta	Fonsecaea erecta	True	IPR001578	domain		235	1	231	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A178ZZ61	Ubiquitin carboxyl-terminal hydrolase	333	AYL99_00984	1367422	Fonsecaea erecta	Fonsecaea erecta	True	IPR001578	domain		333	9	258	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179A0D8	Ubiquitin carboxyl-terminal hydrolase	246	AYL99_00865	1367422	Fonsecaea erecta	Fonsecaea erecta	True	IPR001578	domain		246	8	243	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179FLU1	ubiquitinyl hydrolase 1	458	VFPPC_08140	1380566	Pochonia chlamydosporia 170	Pochonia chlamydosporia 170	True	IPR001578	domain		458	44	326	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179FPV5	Ubiquitin carboxyl-terminal hydrolase	241	VFPPC_08553	1380566	Pochonia chlamydosporia 170	Pochonia chlamydosporia 170	True	IPR001578	domain		241	15	238	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179FSZ9	Ubiquitin carboxyl-terminal hydrolase	315	VFPPC_13662	1380566	Pochonia chlamydosporia 170	Pochonia chlamydosporia 170	True	IPR001578	domain		315	4	232	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179FZP6	Ubiquitin carboxyl-terminal hydrolase	252	VFPPC_03433	1380566	Pochonia chlamydosporia 170	Pochonia chlamydosporia 170	True	IPR001578	domain		252	14	250	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179GXF1	Ubiquitin carboxyl-terminal hydrolase	249	Purlil1_7901	33203	Purpureocillium lilacinum	Purpureocillium lilacinum	True	IPR001578	domain		249	14	248	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179I857	Ubiquitin carboxyl-terminal hydrolase	250	LLEC1_06254	2714763	Cordyceps confragosa	Cordyceps confragosa	True	IPR001578	domain		250	15	248	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179IG69	Ubiquitin carboxyl-terminal hydrolase	491	LLEC1_02006	2714763	Cordyceps confragosa	Cordyceps confragosa	True	IPR001578	domain		491	101	353	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179ILE3	ubiquitinyl hydrolase 1	241	LLEC1_07771	2714763	Cordyceps confragosa	Cordyceps confragosa	True	IPR001578	domain		241	33	241	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179U9Q6	Ubiquitin carboxyl-terminal hydrolase	222	BDBG_01107	559298	Blastomyces gilchristii (strain SLH14081)	Blastomyces gilchristii (strain SLH14081)	True	IPR001578	domain		222	5	222	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179UMZ7	ubiquitinyl hydrolase 1	415	BDBG_05070	559298	Blastomyces gilchristii (strain SLH14081)	Blastomyces gilchristii (strain SLH14081)	True	IPR001578	domain		415	34	282	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179UVK7	Ubiquitin carboxyl-terminal hydrolase	327	BDBG_07539	559298	Blastomyces gilchristii (strain SLH14081)	Blastomyces gilchristii (strain SLH14081)	True	IPR001578	domain		327	6	246	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A179V2Z5	Ubiquitin carboxyl-terminal hydrolase	249	BDBG_08934	559298	Blastomyces gilchristii (strain SLH14081)	Blastomyces gilchristii (strain SLH14081)	True	IPR001578	domain		249	12	246	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A180GWY6	Ubiquitin carboxyl-terminal hydrolase	308		630390	Puccinia triticina (isolate 1-1 / race 1 (BBBD))	Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus)	True	IPR001578	domain		308	3	241	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182ECA6	Thioredoxin-related transmembrane protein 1	425	NOO_LOCUS5700	42157	Onchocerca ochengi	Onchocerca ochengi (Filarial nematode worm)	True	IPR001578	domain		425	317	425	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182EF65	Ubiquitin carboxyl-terminal hydrolase	719	NOO_LOCUS6728	42157	Onchocerca ochengi	Onchocerca ochengi (Filarial nematode worm)	True	IPR001578	domain		719	403	663	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182FHX4	Ubiquitin carboxyl-terminal hydrolase	1134		7167	Anopheles albimanus	Anopheles albimanus (New world malaria mosquito)	True	IPR001578	domain		1134	60	314	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182FUQ0	Ubiquitin carboxyl-terminal hydrolase	528		7167	Anopheles albimanus	Anopheles albimanus (New world malaria mosquito)	True	IPR001578	domain		528	10	293	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182GIG1	Ubiquitin carboxyl-terminal hydrolase	326	109407431	7160	Aedes albopictus	Aedes albopictus (Asian tiger mosquito)	True	IPR001578	domain		326	6	308	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182HHG5	Ubiquitin carboxyl-terminal hydrolase	499		7173	Anopheles arabiensis	Anopheles arabiensis (Mosquito)	True	IPR001578	domain		499	12	299	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182HLZ2	Ubiquitin carboxyl-terminal hydrolase	322		7173	Anopheles arabiensis	Anopheles arabiensis (Mosquito)	True	IPR001578	domain		322	6	273	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182HPM1	Ubiquitin carboxyl-terminal hydrolase	228		7173	Anopheles arabiensis	Anopheles arabiensis (Mosquito)	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182JI80	Ubiquitin carboxyl-terminal hydrolase	500		41427	Anopheles atroparvus	Anopheles atroparvus (European mosquito)	True	IPR001578	domain		500	10	324	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182JQA8	Clustered mitochondria protein homolog	1921		43041	Anopheles christyi	Anopheles christyi	False	IPR001578	domain		1921	1437	1665	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182JY24	Ubiquitin carboxyl-terminal hydrolase	322		43041	Anopheles christyi	Anopheles christyi	True	IPR001578	domain		322	6	279	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182KFW1	Ubiquitin carboxyl-terminal hydrolase	228		43041	Anopheles christyi	Anopheles christyi	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182LJF6	Ubiquitin carboxyl-terminal hydrolase	322		1518534	Anopheles coluzzii	Anopheles coluzzii (African malaria mosquito)	True	IPR001578	domain		322	6	273	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182LWE7	Ubiquitin carboxyl-terminal hydrolase	228		139723	Anopheles culicifacies	Anopheles culicifacies	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182M0Q8	Ubiquitin carboxyl-terminal hydrolase	322		139723	Anopheles culicifacies	Anopheles culicifacies	True	IPR001578	domain		322	6	271	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182MJ03	Ubiquitin carboxyl-terminal hydrolase	497		139723	Anopheles culicifacies	Anopheles culicifacies	True	IPR001578	domain		497	10	304	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182N3S2	Ubiquitin carboxyl-terminal hydrolase	228		7168	Anopheles dirus	Anopheles dirus	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182N3Y7	Ubiquitin carboxyl-terminal hydrolase	505		7168	Anopheles dirus	Anopheles dirus	True	IPR001578	domain		505	10	297	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182NM32	Ubiquitin carboxyl-terminal hydrolase	322		7168	Anopheles dirus	Anopheles dirus	True	IPR001578	domain		322	6	281	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182P1G4	Ubiquitin carboxyl-terminal hydrolase	228		199890	Anopheles epiroticus	Anopheles epiroticus	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182P4Y9	Clustered mitochondria protein homolog	1923		199890	Anopheles epiroticus	Anopheles epiroticus	False	IPR001578	domain		1923	1437	1665	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182PP48	Ubiquitin carboxyl-terminal hydrolase	323		199890	Anopheles epiroticus	Anopheles epiroticus	True	IPR001578	domain		323	6	306	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182QQE0	Ubiquitin carboxyl-terminal hydrolase	228		69004	Anopheles farauti	Anopheles farauti	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182QRG7	Ubiquitin carboxyl-terminal hydrolase	500		69004	Anopheles farauti	Anopheles farauti	True	IPR001578	domain		500	10	304	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182R0J9	Ubiquitin carboxyl-terminal hydrolase	322		69004	Anopheles farauti	Anopheles farauti	True	IPR001578	domain		322	6	297	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182SLF3	Ubiquitin carboxyl-terminal hydrolase	322		74869	Anopheles maculatus	Anopheles maculatus	True	IPR001578	domain		322	6	257	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182SNP1	Ubiquitin carboxyl-terminal hydrolase	235		74869	Anopheles maculatus	Anopheles maculatus	True	IPR001578	domain		235	10	235	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182TAT3	Ubiquitin carboxyl-terminal hydrolase	228		74869	Anopheles maculatus	Anopheles maculatus	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182TFC0	Ubiquitin carboxyl-terminal hydrolase	228		34690	Anopheles melas	Anopheles melas	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182TNW3	Ubiquitin carboxyl-terminal hydrolase	322		34690	Anopheles melas	Anopheles melas	True	IPR001578	domain		322	6	273	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182UJZ4	Ubiquitin carboxyl-terminal hydrolase	497		34690	Anopheles melas	Anopheles melas	True	IPR001578	domain		497	12	299	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182V463	Ubiquitin carboxyl-terminal hydrolase	228		30066	Anopheles merus	Anopheles merus (Mosquito)	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182VCC7	Ubiquitin carboxyl-terminal hydrolase	322		30066	Anopheles merus	Anopheles merus (Mosquito)	True	IPR001578	domain		322	6	273	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182VMZ7	Ubiquitin carboxyl-terminal hydrolase	499		30066	Anopheles merus	Anopheles merus (Mosquito)	True	IPR001578	domain		499	12	300	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182WD42	Ubiquitin carboxyl-terminal hydrolase	228		112268	Anopheles minimus	Anopheles minimus	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182WDW1	Ubiquitin carboxyl-terminal hydrolase	497		112268	Anopheles minimus	Anopheles minimus	True	IPR001578	domain		497	10	314	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182WQW7	Ubiquitin carboxyl-terminal hydrolase	322		112268	Anopheles minimus	Anopheles minimus	True	IPR001578	domain		322	6	273	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182X058	Ubiquitin carboxyl-terminal hydrolase	228		34691	Anopheles quadriannulatus	Anopheles quadriannulatus (Mosquito)	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182X543	Ubiquitin carboxyl-terminal hydrolase	322		34691	Anopheles quadriannulatus	Anopheles quadriannulatus (Mosquito)	True	IPR001578	domain		322	6	273	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182XGU6	Clustered mitochondria protein homolog	1944		34691	Anopheles quadriannulatus	Anopheles quadriannulatus (Mosquito)	False	IPR001578	domain		1944	1458	1686	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182Y109	Ubiquitin carboxyl-terminal hydrolase	322		30069	Anopheles stephensi	Anopheles stephensi (Indo-Pakistan malaria mosquito)	True	IPR001578	domain		322	6	257	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182Y9D1	Clustered mitochondria protein homolog	1966		30069	Anopheles stephensi	Anopheles stephensi (Indo-Pakistan malaria mosquito)	False	IPR001578	domain		1966	1478	1706	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A182YC83	Ubiquitin carboxyl-terminal hydrolase	228		30069	Anopheles stephensi	Anopheles stephensi (Indo-Pakistan malaria mosquito)	True	IPR001578	domain		228	3	226	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183A3F7	ubiquitinyl hydrolase 1	262	ECPE_LOCUS1493	27848	Echinostoma caproni	Echinostoma caproni	True	IPR001578	domain		262	1	214	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183AAU8	Ubiquitin carboxyl-terminal hydrolase	146	ECPE_LOCUS4083	27848	Echinostoma caproni	Echinostoma caproni	True	IPR001578	domain		146	2	146	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183ACT9	ubiquitinyl hydrolase 1	1338	ECPE_LOCUS4774	27848	Echinostoma caproni	Echinostoma caproni	False	IPR001578	domain		1338	1	331	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183B2U9	Ubiquitin carboxyl-terminal hydrolase	259	ECPE_LOCUS13534	27848	Echinostoma caproni	Echinostoma caproni	True	IPR001578	domain		259	41	259	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183BHM8	Ubiquitin carboxyl-terminal hydrolase	230		36090	Globodera pallida	Globodera pallida (Potato cyst nematode worm)	True	IPR001578	domain		230	9	229	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183BIN7	Ubiquitin carboxyl-terminal hydrolase	232		36090	Globodera pallida	Globodera pallida (Potato cyst nematode worm)	True	IPR001578	domain		232	8	229	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183C4A9	UBX domain-containing protein	479		36090	Globodera pallida	Globodera pallida (Potato cyst nematode worm)	True	IPR001578	domain		479	9	245	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183C811	Ubiquitin carboxyl-terminal hydrolase	341		36090	Globodera pallida	Globodera pallida (Potato cyst nematode worm)	True	IPR001578	domain		341	1	231	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
A0A183CJ05	Ubiquitin carboxyl-terminal hydrolase	215		36090	Globodera pallida	Globodera pallida (Potato cyst nematode worm)	True	IPR001578	domain		215	8	212	CONTINUOUS	Ubiquitin_carboxyl_terminal_hydrolase
