protein_accession	protein_name	protein_length	gene	organism_taxid	organism_name	organism_fullname	in_alphafold	interpro_accession	entry_type	entry_integrated	interpro_protein_length	fragment_start	fragment_end	fragment_status	protein_group
A0A498KP65	Cytochrome b5 heme-binding domain-containing protein	810	DVH24_022368	3750	Malus domestica	Malus domestica (Apple)	True	IPR004813	family		810	216	609	CONTINUOUS	Oligopeptide_transporter
A0A498RKA9	Opt oligopeptide transporter protein	680	LUCI_4773	1351585	Lucifera butyrica	Lucifera butyrica	True	IPR004813	family		680	10	631	CONTINUOUS	Oligopeptide_transporter
A0A4C2E0G7	Oligopeptide transporter	431	ZYGM_004868	42258	Zygosaccharomyces mellis	Zygosaccharomyces mellis	True	IPR004813	family		431	2	424	CONTINUOUS	Oligopeptide_transporter
A0A4C2E218	Oligopeptide transporter	432	ZYGM_004866	42258	Zygosaccharomyces mellis	Zygosaccharomyces mellis	True	IPR004813	family		432	187	432	CONTINUOUS	Oligopeptide_transporter
A0A4C2E2D6	Oligopeptide transporter 2	889	ZYGM_003738	42258	Zygosaccharomyces mellis	Zygosaccharomyces mellis	True	IPR004813	family		889	157	846	CONTINUOUS	Oligopeptide_transporter
A0A4C2E4M9	Oligopeptide transporter	721	ZYGM_000197	42258	Zygosaccharomyces mellis	Zygosaccharomyces mellis	True	IPR004813	family		721	8	713	CONTINUOUS	Oligopeptide_transporter
A0A4C2E917	Oligopeptide transporter	775	ZYGM_000170	42258	Zygosaccharomyces mellis	Zygosaccharomyces mellis	True	IPR004813	family		775	59	747	CONTINUOUS	Oligopeptide_transporter
A0A4C2EBU4	Oligopeptide transporter	816	ZYGM_000179	42258	Zygosaccharomyces mellis	Zygosaccharomyces mellis	True	IPR004813	family		816	118	776	CONTINUOUS	Oligopeptide_transporter
A0A4C2EFL8	Oligopeptide transporter	838	ZYGM_002820	42258	Zygosaccharomyces mellis	Zygosaccharomyces mellis	True	IPR004813	family		838	140	798	CONTINUOUS	Oligopeptide_transporter
A0A4C2EI90	Oligopeptide transporter	803	OPT1	42258	Zygosaccharomyces mellis	Zygosaccharomyces mellis	True	IPR004813	family		803	92	763	CONTINUOUS	Oligopeptide_transporter
A0A4D4KH42	OPT family oligopeptide transporter	336	SANT12839_065390	68175	Streptomyces antimycoticus	Streptomyces antimycoticus	True	IPR004813	family		336	30	239	CONTINUOUS	Oligopeptide_transporter
A0A4D4LE83	Oligopeptide transporter OPT superfamily protein	564	SVIO_074400	68280	Streptomyces violaceusniger	Streptomyces violaceusniger	True	IPR004813	family		564	28	238	CONTINUOUS	Oligopeptide_transporter
A0A4D4LE83	Oligopeptide transporter OPT superfamily protein	564	SVIO_074400	68280	Streptomyces violaceusniger	Streptomyces violaceusniger	True	IPR004813	family		564	283	555	CONTINUOUS	Oligopeptide_transporter
A0A4D6DKL1	Sexual differentiation process protein 1	875	SDP1	209285	Thermochaetoides thermophila	Thermochaetoides thermophila	True	IPR004813	family		875	139	831	CONTINUOUS	Oligopeptide_transporter
A0A4D6DKS3	Sexual differentiation process protein	787	SDP	5541	Thermomyces lanuginosus	Thermomyces lanuginosus (Thermophilic fungus)	True	IPR004813	family		787	73	747	CONTINUOUS	Oligopeptide_transporter
A0A4D6DKT5	Sexual differentiation process protein 2	878	SDP2	209285	Thermochaetoides thermophila	Thermochaetoides thermophila	True	IPR004813	family		878	133	836	CONTINUOUS	Oligopeptide_transporter
A0A4D6DL24	Sexual differentiation process protein 3	798	SDP3	209285	Thermochaetoides thermophila	Thermochaetoides thermophila	True	IPR004813	family		798	83	755	CONTINUOUS	Oligopeptide_transporter
A0A4D6KFW8	Oligopeptide transporter	770	DEO72_LG1g227	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		770	19	732	CONTINUOUS	Oligopeptide_transporter
A0A4D6KH22	Oligopeptide transporter	740	DEO72_LG1g229	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		740	27	706	CONTINUOUS	Oligopeptide_transporter
A0A4D6KLU9	Oligopeptide transporter	729	DEO72_LG1g228	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	False	IPR004813	family		729	22	694	CONTINUOUS	Oligopeptide_transporter
A0A4D6KM75	Oligopeptide transporter	668	DEO72_LG1g2344	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		668	37	653	CONTINUOUS	Oligopeptide_transporter
A0A4D6KS51	Oligopeptide transporter	679	DEO72_LG1g1587	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		679	33	653	CONTINUOUS	Oligopeptide_transporter
A0A4D6KU02	Oligopeptide transporter	764	DEO72_LG1g2325	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		764	55	725	CONTINUOUS	Oligopeptide_transporter
A0A4D6KWA8	Oligopeptide transporter	748	DEO72_LG2g2411	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		748	39	713	CONTINUOUS	Oligopeptide_transporter
A0A4D6KYM6	Oligopeptide transporter	740	DEO72_LG2g139	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		740	28	705	CONTINUOUS	Oligopeptide_transporter
A0A4D6LG92	Uncharacterized protein	277	DEO72_LG3g2145	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		277	179	237	CONTINUOUS	Oligopeptide_transporter
A0A4D6LHU2	Oligopeptide transporter	675	DEO72_LG3g2264	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		675	20	645	CONTINUOUS	Oligopeptide_transporter
A0A4D6LLP2	Oligopeptide transporter	476	DEO72_LG4g166	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		476	2	446	CONTINUOUS	Oligopeptide_transporter
A0A4D6LMG7	Oligopeptide transporter	675	DEO72_LG4g165	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		675	20	645	CONTINUOUS	Oligopeptide_transporter
A0A4D6LU00	Oligopeptide transporter	701	DEO72_LG5g575	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		701	57	674	CONTINUOUS	Oligopeptide_transporter
A0A4D6LVN2	Oligopeptide transporter	155	DEO72_LG5g576	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		155	58	142	CONTINUOUS	Oligopeptide_transporter
A0A4D6M9F5	Oligopeptide transporter	778	DEO72_LG6g2163	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		778	62	742	CONTINUOUS	Oligopeptide_transporter
A0A4D6M9G0	Oligopeptide transporter	676	DEO72_LG6g1455	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		676	36	657	CONTINUOUS	Oligopeptide_transporter
A0A4D6MHV7	Oligopeptide transporter	676	DEO72_LG7g1418	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		676	39	659	CONTINUOUS	Oligopeptide_transporter
A0A4D6MM54	Oligopeptide transporter	749	DEO72_LG7g3154	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		749	32	713	CONTINUOUS	Oligopeptide_transporter
A0A4D6MPS6	Oligopeptide transporter	746	DEO72_LG7g3155	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		746	29	710	CONTINUOUS	Oligopeptide_transporter
A0A4D6N3T8	Oligopeptide transporter	661	DEO72_LG9g2551	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		661	23	646	CONTINUOUS	Oligopeptide_transporter
A0A4D6NPI1	Oligopeptide transporter	676	DEO72_LG11g2537	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		676	39	657	CONTINUOUS	Oligopeptide_transporter
A0A4D6NQA5	Oligopeptide transporter	732	DEO72_LG11g2559	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		732	23	697	CONTINUOUS	Oligopeptide_transporter
A0A4D6NUN2	Oligopeptide transporter	736	DEO72_LG11g2998	3917	Vigna unguiculata	Vigna unguiculata (Cowpea)	True	IPR004813	family		736	27	701	CONTINUOUS	Oligopeptide_transporter
A0A4D7B8L0	OPT family oligopeptide transporter	542	E8M01_17875	1940610	Phreatobacter stygius	Phreatobacter stygius	True	IPR004813	family		542	234	533	CONTINUOUS	Oligopeptide_transporter
A0A4P1KM08	Oligopeptide transporter, OPT family	682	NCTC9239_03476	1325724	Brevundimonas vancanneytii	Brevundimonas vancanneytii	True	IPR004813	family		682	13	634	CONTINUOUS	Oligopeptide_transporter
A0A4P1QS26	Uncharacterized protein	755	TanjilG_04807	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		755	46	720	CONTINUOUS	Oligopeptide_transporter
A0A4P1QX89	Uncharacterized protein	669	TanjilG_08719	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		669	35	652	CONTINUOUS	Oligopeptide_transporter
A0A4P1QYW9	Oligopeptide transporter	731	TanjilG_12592	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		731	27	697	CONTINUOUS	Oligopeptide_transporter
A0A4P1QZ26	Uncharacterized protein	749	TanjilG_12722	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		749	30	712	CONTINUOUS	Oligopeptide_transporter
A0A4P1QZ39	Uncharacterized protein	146	TanjilG_12719	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		146	97	145	CONTINUOUS	Oligopeptide_transporter
A0A4P1QZA7	Uncharacterized protein	754	TanjilG_12721	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		754	23	717	CONTINUOUS	Oligopeptide_transporter
A0A4P1QZP1	Uncharacterized protein	736	TanjilG_12720	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		736	17	699	CONTINUOUS	Oligopeptide_transporter
A0A4P1R711	Uncharacterized protein	736	TanjilG_29695	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		736	18	699	CONTINUOUS	Oligopeptide_transporter
A0A4P1R915	Metal-nicotianamine transporter YSL7	677	TanjilG_28841	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		677	21	648	CONTINUOUS	Oligopeptide_transporter
A0A4P1R9D5	Uncharacterized protein	653	TanjilG_28842	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		653	20	621	CONTINUOUS	Oligopeptide_transporter
A0A4P1RFS3	Oligopeptide transporter 7-like	772	TanjilG_28239	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		772	42	737	CONTINUOUS	Oligopeptide_transporter
A0A4P1RI59	Uncharacterized protein	351	TanjilG_26816	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		351	12	313	CONTINUOUS	Oligopeptide_transporter
A0A4P1RIU7	Uncharacterized protein	794	TanjilG_26814	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		794	78	756	CONTINUOUS	Oligopeptide_transporter
A0A4P1RMH2	Metal-nicotianamine transporter YSL7	678	TanjilG_21307	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		678	23	647	CONTINUOUS	Oligopeptide_transporter
A0A4P1RML8	Metal-nicotianamine transporter YSL7	552	TanjilG_21261	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		552	20	524	CONTINUOUS	Oligopeptide_transporter
A0A4P1RRM2	Uncharacterized protein	747	TanjilG_19121	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		747	30	710	CONTINUOUS	Oligopeptide_transporter
A0A4P1RUF2	Oligopeptide transporter	745	TanjilG_13180	3871	Lupinus angustifolius	Lupinus angustifolius (Narrow-leaved blue lupine)	True	IPR004813	family		745	33	710	CONTINUOUS	Oligopeptide_transporter
A0A4P5NP06	Oligopeptide transporter membrane spanning protein	645	MSKU9_1360	1932662	Komagataeibacter diospyri	Komagataeibacter diospyri	True	IPR004813	family		645	7	596	CONTINUOUS	Oligopeptide_transporter
A0A4P5PFP1	Peptide transporter	642	NRIC_34750	2480627	Enterococcus florum	Enterococcus florum	True	IPR004813	family		642	34	595	CONTINUOUS	Oligopeptide_transporter
A0A4P6JZ93	OPT family oligopeptide transporter	541	EPA93_34540	2509675	Ktedonosporobacter rubrisoli	Ktedonosporobacter rubrisoli	True	IPR004813	family		541	182	537	CONTINUOUS	Oligopeptide_transporter
A0A4P6L2F8	Oligopeptide transporter, OPT family	663	EWM63_24315	321985	Pseudoduganella lutea	Pseudoduganella lutea	True	IPR004813	family		663	12	616	CONTINUOUS	Oligopeptide_transporter
A0A4P6XJU0	Small oligopeptide transporter, OPT family	775	MPUL0A05520	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		775	69	736	CONTINUOUS	Oligopeptide_transporter
A0A4P6XLJ7	Small oligopeptide transporter, OPT family	760	MPUL0A12560	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		760	54	720	CONTINUOUS	Oligopeptide_transporter
A0A4P6XMH5	Small oligopeptide transporter, OPT family	848	MPUL0C00120	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		848	125	804	CONTINUOUS	Oligopeptide_transporter
A0A4P6XTC7	Small oligopeptide transporter, OPT family	903	MPUL0F03770	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		903	179	860	CONTINUOUS	Oligopeptide_transporter
A0A4P6XUA6	Small oligopeptide transporter, OPT family	915	MPUL0F03760	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		915	190	872	CONTINUOUS	Oligopeptide_transporter
A0A4P6XV80	Oligopeptide transporter, OPT superfamily	689	MPUL0E01980	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		689	22	675	CONTINUOUS	Oligopeptide_transporter
A0A4P6XVG4	Small oligopeptide transporter, OPT family	909	MPUL0F04930	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		909	178	862	CONTINUOUS	Oligopeptide_transporter
A0A4P6XWG1	Oligopeptide transporter, OPT superfamily	794	MPUL0F00320	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		794	69	770	CONTINUOUS	Oligopeptide_transporter
A0A4P6XWU1	Small oligopeptide transporter, OPT family	903	MPUL0F03750	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		903	179	860	CONTINUOUS	Oligopeptide_transporter
A0A4P6XXA0	Small oligopeptide transporter, OPT family	939	MPUL0F03780	2163413	Metschnikowia aff. pulcherrima	Metschnikowia aff. pulcherrima	True	IPR004813	family		939	215	896	CONTINUOUS	Oligopeptide_transporter
A0A4P7BAV9	Oligopeptide transporter, OPT family	663	E1742_04945	321984	Pseudoduganella plicata	Pseudoduganella plicata	True	IPR004813	family		663	11	616	CONTINUOUS	Oligopeptide_transporter
A0A4P7C683	Oligopeptide transporter, OPT family	645	E3U44_13385	1814290	Nitrosococcus wardiae	Nitrosococcus wardiae	True	IPR004813	family		645	8	602	CONTINUOUS	Oligopeptide_transporter
A0A4P7CX37	OPT family oligopeptide transporter	536	E1956_22880	2547399	Paraburkholderia pallida	Paraburkholderia pallida	True	IPR004813	family		536	226	529	CONTINUOUS	Oligopeptide_transporter
A0A4P7W6W1	Oligopeptide transporter, OPT family	653	E7747_12780	2518971	Duncaniella dubosii	Duncaniella dubosii	True	IPR004813	family		653	34	609	CONTINUOUS	Oligopeptide_transporter
A0A4P8HPQ5	Oligopeptide transporter, OPT family	663	FCL38_08825	864828	Pseudoduganella umbonata	Pseudoduganella umbonata	True	IPR004813	family		663	11	616	CONTINUOUS	Oligopeptide_transporter
A0A4P8QTV3	OPT family oligopeptide transporter	540	EH207_10130	55213	Brenneria rubrifaciens	Brenneria rubrifaciens	True	IPR004813	family		540	225	534	CONTINUOUS	Oligopeptide_transporter
A0A4P9TIX5	Oligopeptide transporter, OPT family	660	FGF80_11420	69527	Natrinema pallidum	Natrinema pallidum	True	IPR004813	family		660	35	608	CONTINUOUS	Oligopeptide_transporter
A0A4P9W265	OPT oligopeptide transporter protein-domain-containing protein	277	BDK51DRAFT_48610	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		277	35	140	CONTINUOUS	Oligopeptide_transporter
A0A4P9W689	OPT oligopeptide transporter protein-domain-containing protein	753	BDK51DRAFT_21937	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		753	6	692	CONTINUOUS	Oligopeptide_transporter
A0A4P9W6P7	OPT oligopeptide transporter protein-domain-containing protein	563	BDK51DRAFT_16955	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		563	14	561	CONTINUOUS	Oligopeptide_transporter
A0A4P9W7N3	Oligopeptide transporter OPT family	715	BDK51DRAFT_23121	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		715	6	679	CONTINUOUS	Oligopeptide_transporter
A0A4P9W8C2	OPT oligopeptide transporter protein-domain-containing protein	254	BDK51DRAFT_39753	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		254	1	254	CONTINUOUS	Oligopeptide_transporter
A0A4P9W8W7	OPT oligopeptide transporter protein-domain-containing protein	857	BDK51DRAFT_43482	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		857	87	694	CONTINUOUS	Oligopeptide_transporter
A0A4P9WAN0	OPT oligopeptide transporter protein-domain-containing protein	673	BDK51DRAFT_14398	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		673	6	673	CONTINUOUS	Oligopeptide_transporter
A0A4P9WD11	OPT oligopeptide transporter protein-domain-containing protein	830	BDK51DRAFT_44627	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		830	86	203	CONTINUOUS	Oligopeptide_transporter
A0A4P9WD11	OPT oligopeptide transporter protein-domain-containing protein	830	BDK51DRAFT_44627	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		830	283	788	CONTINUOUS	Oligopeptide_transporter
A0A4P9WDM4	OPT oligopeptide transporter protein-domain-containing protein	202	BDK51DRAFT_9689	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		202	10	201	CONTINUOUS	Oligopeptide_transporter
A0A4P9WGH5	OPT oligopeptide transporter protein-domain-containing protein	761	BDK51DRAFT_17769	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		761	14	721	CONTINUOUS	Oligopeptide_transporter
A0A4P9WH27	OPT oligopeptide transporter protein-domain-containing protein	662	BDK51DRAFT_2741	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		662	5	662	CONTINUOUS	Oligopeptide_transporter
A0A4P9WHY8	OPT oligopeptide transporter protein-domain-containing protein	757	BDK51DRAFT_24424	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		757	27	720	CONTINUOUS	Oligopeptide_transporter
A0A4P9WJG8	OPT oligopeptide transporter protein-domain-containing protein	771	BDK51DRAFT_16064	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		771	13	732	CONTINUOUS	Oligopeptide_transporter
A0A4P9WL25	OPT oligopeptide transporter protein-domain-containing protein	571	BDK51DRAFT_37754	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		571	47	491	CONTINUOUS	Oligopeptide_transporter
A0A4P9WMS3	OPT oligopeptide transporter protein-domain-containing protein	743	BDK51DRAFT_51977	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		743	219	553	CONTINUOUS	Oligopeptide_transporter
A0A4P9WMT0	OPT oligopeptide transporter protein-domain-containing protein	689	BDK51DRAFT_11982	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		689	5	688	CONTINUOUS	Oligopeptide_transporter
A0A4P9WNM4	OPT family small oligopeptide transporter	298	BDK51DRAFT_17891	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		298	1	258	CONTINUOUS	Oligopeptide_transporter
A0A4P9WS39	OPT oligopeptide transporter protein-domain-containing protein	580	BDK51DRAFT_46547	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		580	67	164	CONTINUOUS	Oligopeptide_transporter
A0A4P9WS39	OPT oligopeptide transporter protein-domain-containing protein	580	BDK51DRAFT_46547	388810	Blyttiomyces helicus	Blyttiomyces helicus	True	IPR004813	family		580	322	365	CONTINUOUS	Oligopeptide_transporter
A0A4P9X6F6	OPT superfamily oligopeptide transporter	661	CXG81DRAFT_3361	1555241	Caulochytrium protostelioides	Caulochytrium protostelioides	True	IPR004813	family		661	1	658	CONTINUOUS	Oligopeptide_transporter
A0A4P9XB75	Uncharacterized protein	762	CXG81DRAFT_10581	1555241	Caulochytrium protostelioides	Caulochytrium protostelioides	True	IPR004813	family		762	23	728	CONTINUOUS	Oligopeptide_transporter
A0A4P9XE05	OPT superfamily oligopeptide transporter	803	CXG81DRAFT_9074	1555241	Caulochytrium protostelioides	Caulochytrium protostelioides	True	IPR004813	family		803	94	764	CONTINUOUS	Oligopeptide_transporter
A0A4P9XHN8	OPT oligopeptide transporter protein-domain-containing protein	419	THASP1DRAFT_20067	78915	Thamnocephalis sphaerospora	Thamnocephalis sphaerospora	True	IPR004813	family		419	1	398	CONTINUOUS	Oligopeptide_transporter
A0A4P9XJX8	OPT oligopeptide transporter protein-domain-containing protein	730	THASP1DRAFT_19495	78915	Thamnocephalis sphaerospora	Thamnocephalis sphaerospora	True	IPR004813	family		730	37	710	CONTINUOUS	Oligopeptide_transporter
A0A4P9XK64	OPT oligopeptide transporter protein-domain-containing protein	757	THASP1DRAFT_18854	78915	Thamnocephalis sphaerospora	Thamnocephalis sphaerospora	True	IPR004813	family		757	59	721	CONTINUOUS	Oligopeptide_transporter
A0A4P9XUJ7	Oligopeptide transporter 4	731	THASP1DRAFT_34281	78915	Thamnocephalis sphaerospora	Thamnocephalis sphaerospora	True	IPR004813	family		731	46	709	CONTINUOUS	Oligopeptide_transporter
A0A4P9XVT8	OPT oligopeptide transporter protein-domain-containing protein	735	THASP1DRAFT_12851	78915	Thamnocephalis sphaerospora	Thamnocephalis sphaerospora	True	IPR004813	family		735	52	712	CONTINUOUS	Oligopeptide_transporter
A0A4P9XW83	OPT oligopeptide transporter protein-domain-containing protein	717	THASP1DRAFT_13955	78915	Thamnocephalis sphaerospora	Thamnocephalis sphaerospora	True	IPR004813	family		717	21	689	CONTINUOUS	Oligopeptide_transporter
A0A4P9XY97	Oligopeptide transporter OPT family	734	THASP1DRAFT_12854	78915	Thamnocephalis sphaerospora	Thamnocephalis sphaerospora	True	IPR004813	family		734	50	715	CONTINUOUS	Oligopeptide_transporter
A0A4P9Y1A4	OPT oligopeptide transporter protein-domain-containing protein	655	BJ684DRAFT_11457	1907219	Piptocephalis cylindrospora	Piptocephalis cylindrospora	True	IPR004813	family		655	1	633	CONTINUOUS	Oligopeptide_transporter
A0A4P9Y4Z0	OPT oligopeptide transporter protein-domain-containing protein	158	BJ684DRAFT_2742	1907219	Piptocephalis cylindrospora	Piptocephalis cylindrospora	True	IPR004813	family		158	1	158	CONTINUOUS	Oligopeptide_transporter
A0A4P9Y5B6	OPT oligopeptide transporter protein-domain-containing protein	659	BJ684DRAFT_5213	1907219	Piptocephalis cylindrospora	Piptocephalis cylindrospora	True	IPR004813	family		659	13	645	CONTINUOUS	Oligopeptide_transporter
A0A4P9YTJ9	Putative oligopeptide transporter	753	SYNPS1DRAFT_18921	1712513	Syncephalis pseudoplumigaleata	Syncephalis pseudoplumigaleata	True	IPR004813	family		753	72	730	CONTINUOUS	Oligopeptide_transporter
A0A4P9YTQ1	OPT oligopeptide transporter protein-domain-containing protein	143	SYNPS1DRAFT_20342	1712513	Syncephalis pseudoplumigaleata	Syncephalis pseudoplumigaleata	True	IPR004813	family		143	2	123	CONTINUOUS	Oligopeptide_transporter
A0A4P9YUC0	OPT oligopeptide transporter protein-domain-containing protein	671	SYNPS1DRAFT_24396	1712513	Syncephalis pseudoplumigaleata	Syncephalis pseudoplumigaleata	True	IPR004813	family		671	1	651	CONTINUOUS	Oligopeptide_transporter
A0A4P9Z0L1	Oligopeptide transporter OPT family	703	SYNPS1DRAFT_14844	1712513	Syncephalis pseudoplumigaleata	Syncephalis pseudoplumigaleata	True	IPR004813	family		703	22	680	CONTINUOUS	Oligopeptide_transporter
A0A4P9Z1W3	OPT oligopeptide transporter protein-domain-containing protein	248	SYNPS1DRAFT_14165	1712513	Syncephalis pseudoplumigaleata	Syncephalis pseudoplumigaleata	True	IPR004813	family		248	2	225	CONTINUOUS	Oligopeptide_transporter
A0A4P9Z435	OPT oligopeptide transporter protein-domain-containing protein	721	SYNPS1DRAFT_12850	1712513	Syncephalis pseudoplumigaleata	Syncephalis pseudoplumigaleata	True	IPR004813	family		721	25	687	CONTINUOUS	Oligopeptide_transporter
A0A4P9Z7S3	OPT-domain-containing protein	139	METBISCDRAFT_28878	27322	Metschnikowia bicuspidata	Metschnikowia bicuspidata	True	IPR004813	family		139	3	96	CONTINUOUS	Oligopeptide_transporter
A0A4P9Z880	Small oligopeptide transporter	552	METBISCDRAFT_19918	27322	Metschnikowia bicuspidata	Metschnikowia bicuspidata	True	IPR004813	family		552	58	551	CONTINUOUS	Oligopeptide_transporter
A0A4P9Z8A7	Small oligopeptide transporter	765	METBISCDRAFT_20515	27322	Metschnikowia bicuspidata	Metschnikowia bicuspidata	True	IPR004813	family		765	58	724	CONTINUOUS	Oligopeptide_transporter
A0A4P9ZHG1	OPT superfamily oligopeptide transporter	680	METBISCDRAFT_29690	27322	Metschnikowia bicuspidata	Metschnikowia bicuspidata	True	IPR004813	family		680	10	672	CONTINUOUS	Oligopeptide_transporter
A0A4P9ZJC9	OPT-domain-containing protein	651	METBISCDRAFT_29608	27322	Metschnikowia bicuspidata	Metschnikowia bicuspidata	True	IPR004813	family		651	139	212	CONTINUOUS	Oligopeptide_transporter
A0A4P9ZJC9	OPT-domain-containing protein	651	METBISCDRAFT_29608	27322	Metschnikowia bicuspidata	Metschnikowia bicuspidata	True	IPR004813	family		651	299	565	CONTINUOUS	Oligopeptide_transporter
A0A4P9ZU10	Oligopeptide transporter	742	BJ085DRAFT_13860	215637	Dimargaris cristalligena	Dimargaris cristalligena	True	IPR004813	family		742	58	711	CONTINUOUS	Oligopeptide_transporter
A0A4P9ZX99	OPT oligopeptide transporter protein-domain-containing protein	648	BJ085DRAFT_42197	215637	Dimargaris cristalligena	Dimargaris cristalligena	True	IPR004813	family		648	44	627	CONTINUOUS	Oligopeptide_transporter
A0A4Q1BD63	Oligopeptide transporter 8	727	M231_06910	5217	Tremella mesenterica	Tremella mesenterica (Jelly fungus)	True	IPR004813	family		727	39	700	CONTINUOUS	Oligopeptide_transporter
