protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A5F8AJW5,VWFA domain-containing protein,1180,ITGAX,9544,Macaca mulatta,Macaca mulatta (Rhesus macaque),True,IPR013649,domain,,1180,617,767,CONTINUOUS
A0A5F8AKH5,VWFA domain-containing protein,1180,ITGAX,9544,Macaca mulatta,Macaca mulatta (Rhesus macaque),True,IPR013649,domain,,1180,617,767,CONTINUOUS
A0A5F8G2N6,VWFA domain-containing protein,1187,ITGA11,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1187,648,770,CONTINUOUS
A0A5F8G4M4,Integrin subunit alpha 9,968,ITGA9,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,968,452,604,CONTINUOUS
A0A5F8G5D8,Integrin subunit alpha 2b,949,ITGA2B,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,949,422,572,CONTINUOUS
A0A5F8G8M0,VWFA domain-containing protein,1107,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1107,616,764,CONTINUOUS
A0A5F8G8V0,VWFA domain-containing protein,1139,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1139,608,758,CONTINUOUS
A0A5F8GA06,VWFA domain-containing protein,1050,ITGAD,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1050,619,771,CONTINUOUS
A0A5F8GAY8,Integrin subunit alpha 3,1021,ITGA3,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1021,461,612,CONTINUOUS
A0A5F8GDI9,VWFA domain-containing protein,1066,ITGAD,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1066,630,782,CONTINUOUS
A0A5F8GNP2,Integrin subunit alpha 2b,947,ITGA2B,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,947,422,572,CONTINUOUS
A0A5F8GPD9,VWFA domain-containing protein,1135,ITGA11,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1135,635,757,CONTINUOUS
A0A5F8GQ77,VWFA domain-containing protein,1010,ITGAL,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1010,533,681,CONTINUOUS
A0A5F8GUS3,VWFA domain-containing protein,1147,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1147,607,760,CONTINUOUS
A0A5F8GYW9,VWFA domain-containing protein,1123,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1123,600,747,CONTINUOUS
A0A5F8H360,VWFA domain-containing protein,997,ITGAL,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,997,532,674,CONTINUOUS
A0A5F8H3F1,VWFA domain-containing protein,1002,ITGAD,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1002,564,716,CONTINUOUS
A0A5F8H6T1,Integrin alpha first immunoglubulin-like domain-containing protein,628,ITGA9,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,628,460,616,CONTINUOUS
A0A5F8H746,VWFA domain-containing protein,1126,ITGAL,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1126,555,682,CONTINUOUS
A0A5F8H7I2,VWFA domain-containing protein,1131,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1131,615,765,CONTINUOUS
A0A5F8H7T5,VWFA domain-containing protein,1117,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1117,643,739,CONTINUOUS
A0A5F8HC74,Integrin alpha-2,1120,ITGA2,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1120,590,728,CONTINUOUS
A0A5F8HCV8,VWFA domain-containing protein,963,ITGAD,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,963,530,679,CONTINUOUS
A0A5F8HEF6,Integrin subunit alpha 9,960,ITGA9,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,960,460,604,CONTINUOUS
A0A5F8HG94,VWFA domain-containing protein,1177,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1177,640,790,CONTINUOUS
A0A5F8HGD3,VWFA domain-containing protein,1136,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1136,610,763,CONTINUOUS
A0A5F8HGK3,VWFA domain-containing protein,1051,ITGAD,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1051,613,765,CONTINUOUS
A0A5F8HIL1,VWFA domain-containing protein,983,ITGAD,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,983,550,699,CONTINUOUS
A0A5F8HJ92,VWFA domain-containing protein,980,ITGAD,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,980,544,696,CONTINUOUS
A0A5F8HJC7,VWFA domain-containing protein,1123,,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1123,594,738,CONTINUOUS
A0A5F8HKH2,Integrin subunit alpha 9,983,ITGA9,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,983,462,614,CONTINUOUS
A0A5F8HKQ2,VWFA domain-containing protein,1049,ITGAD,13616,Monodelphis domestica,Monodelphis domestica (Gray short-tailed opossum),True,IPR013649,domain,,1049,613,765,CONTINUOUS
A0A5F8MPB5,Integrin alpha-6,1130,Itga6,10090,Mus musculus,Mus musculus (Mouse),True,IPR013649,domain,,1130,503,663,CONTINUOUS
A0A5F9C1L4,Integrin subunit alpha 3,1016,ITGA3,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1016,412,564,CONTINUOUS
A0A5F9C1N5,Integrin alpha first immunoglubulin-like domain-containing protein,597,,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,597,400,450,CONTINUOUS
A0A5F9C205,VWFA domain-containing protein,1117,ITGAD,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1117,599,751,CONTINUOUS
A0A5F9C476,VWFA domain-containing protein,1258,ITGAM,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1258,718,872,CONTINUOUS
A0A5F9C4C9,VWFA domain-containing protein,1165,ITGAL,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1165,613,769,CONTINUOUS
A0A5F9C4Y9,Integrin subunit alpha 3,1047,ITGA3,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1047,425,577,CONTINUOUS
A0A5F9C6C3,Integrin alpha-7,1181,ITGA7,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1181,515,679,CONTINUOUS
A0A5F9C734,Integrin alpha-8,1026,ITGA8,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1026,478,602,CONTINUOUS
A0A5F9C9R4,VWFA domain-containing protein,1120,ITGAD,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1120,571,719,CONTINUOUS
A0A5F9CCI0,VWFA domain-containing protein,1181,ITGAD,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1181,622,774,CONTINUOUS
A0A5F9CCJ0,VWFA domain-containing protein,1237,ITGAD,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1237,713,865,CONTINUOUS
A0A5F9CDF3,VWFA domain-containing protein,1210,ITGAL,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1210,658,814,CONTINUOUS
A0A5F9CP82,VWFA domain-containing protein,1163,ITGA10,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1163,636,781,CONTINUOUS
A0A5F9CPL2,Integrin subunit alpha 5,1059,ITGA5,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1059,545,649,CONTINUOUS
A0A5F9CPV0,VWFA domain-containing protein,1118,ITGAD,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1118,582,734,CONTINUOUS
A0A5F9CR49,VWFA domain-containing protein,1119,ITGA11,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1119,566,689,CONTINUOUS
A0A5F9CUP6,VWFA domain-containing protein,1163,ITGAD,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1163,606,759,CONTINUOUS
A0A5F9CXX2,Integrin subunit alpha 5,1041,ITGA5,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1041,481,635,CONTINUOUS
A0A5F9D0E2,Integrin alpha-V,1047,ITGAV,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1047,466,624,CONTINUOUS
A0A5F9D9J8,VWFA domain-containing protein,1183,ITGAD,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1183,624,776,CONTINUOUS
A0A5F9DBB9,VWFA domain-containing protein,1201,ITGAL,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1201,649,805,CONTINUOUS
A0A5F9DBS0,Integrin subunit alpha 4,1016,ITGA4,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1016,448,605,CONTINUOUS
A0A5F9DC35,Integrin alpha-V,1011,ITGAV,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1011,430,588,CONTINUOUS
A0A5F9DDZ0,Integrin subunit alpha 3,951,ITGA3,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,951,362,514,CONTINUOUS
A0A5F9DG33,VWFA domain-containing protein,1121,ITGA10,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1121,594,739,CONTINUOUS
A0A5F9DH77,Integrin alpha-8,1031,ITGA8,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1031,482,638,CONTINUOUS
A0A5F9DHF8,Integrin subunit alpha 8,963,ITGA8,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,963,482,638,CONTINUOUS
A0A5F9DHJ5,VWFA domain-containing protein,1130,ITGAD,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1130,573,721,CONTINUOUS
A0A5F9DJ18,Integrin alpha-8,1100,ITGA8,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1100,482,638,CONTINUOUS
A0A5F9DJN9,Integrin alpha-V,995,ITGAV,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,995,414,572,CONTINUOUS
A0A5F9DKL6,Integrin alpha-7,1141,ITGA7,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1141,475,639,CONTINUOUS
A0A5F9DKN1,VWFA domain-containing protein,1099,ITGAL,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1099,547,703,CONTINUOUS
A0A5F9DMS7,Integrin subunit alpha 5,1029,ITGA5,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1029,496,650,CONTINUOUS
A0A5F9DQN3,Integrin subunit alpha 3,1010,ITGA3,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1010,421,573,CONTINUOUS
A0A5F9DR47,Integrin subunit alpha 8,1027,ITGA8,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),True,IPR013649,domain,,1027,482,638,CONTINUOUS
A0A5G2QFV1,Integrin alpha-7,1117,ITGA7,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1117,454,618,CONTINUOUS
A0A5G2QII8,Integrin subunit alpha 9,934,ITGA9,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,934,358,517,CONTINUOUS
A0A5G2QIS2,Integrin subunit alpha 2b,1002,ITGA2B,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1002,446,596,CONTINUOUS
A0A5G2QK84,Integrin alpha-5,1049,ITGA5,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1049,488,642,CONTINUOUS
A0A5G2QLL7,Integrin subunit alpha 5,1018,ITGA5,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1018,496,650,CONTINUOUS
A0A5G2QRI5,Integrin subunit alpha V,1009,ITGAV,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1009,466,624,CONTINUOUS
A0A5G2R159,Integrin alpha first immunoglubulin-like domain-containing protein,628,ITGA9,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,628,459,613,CONTINUOUS
A0A5G2R3T7,VWFA domain-containing protein,1227,ITGAL,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1227,660,786,CONTINUOUS
A0A5G2R836,Integrin alpha-1,1175,ITGA1,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1175,662,805,CONTINUOUS
A0A5G2R889,Integrin subunit alpha V,1004,ITGAV,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1004,424,582,CONTINUOUS
A0A5G2R957,Integrin alpha-5,986,ITGA5,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,986,515,579,CONTINUOUS
A0A5G2RFV8,Integrin subunit alpha 7,1170,ITGA7,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1170,507,671,CONTINUOUS
A0A5G2RG33,Integrin alpha-1,1140,ITGA1,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1140,629,772,CONTINUOUS
A0A5J5CIF1,Uncharacterized protein,605,FQN60_003203,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,605,83,213,CONTINUOUS
A0A5J5CLV6,Uncharacterized protein,1091,FQN60_003324,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,1091,485,637,CONTINUOUS
A0A5J5CVY7,Integrin alpha-2 domain-containing protein,686,FQN60_008240,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,686,148,256,CONTINUOUS
A0A5J5CX62,Integrin alpha first immunoglubulin-like domain-containing protein,553,FQN60_015139,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,553,449,553,CONTINUOUS
A0A5J5D3F1,Uncharacterized protein,615,FQN60_001098,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,615,35,179,CONTINUOUS
A0A5J5DDI2,Uncharacterized protein,953,FQN60_002259,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,953,387,547,CONTINUOUS
A0A5J5DEC8,Uncharacterized protein,803,FQN60_017027,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,803,274,419,CONTINUOUS
A0A5J5DJJ9,Uncharacterized protein,1003,FQN60_009660,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,1003,509,610,CONTINUOUS
A0A5J5DM98,VWFA domain-containing protein,1086,FQN60_011639,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,1086,554,705,CONTINUOUS
A0A5J5DRY2,VWFA domain-containing protein,1150,FQN60_011234,54343,Etheostoma spectabile,Etheostoma spectabile (orangethroat darter),True,IPR013649,domain,,1150,593,731,CONTINUOUS
A0A5J5MG89,Uncharacterized protein,988,FD755_006994,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,988,407,565,CONTINUOUS
A0A5J5MIP3,Uncharacterized protein,1013,FD755_007231,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1013,443,600,CONTINUOUS
A0A5J5MN47,Integrin alpha-6,1069,FD755_008871,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1069,442,602,CONTINUOUS
A0A5J5MP19,VWFA domain-containing protein,1187,FD755_003997,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1187,609,766,CONTINUOUS
A0A5J5MVB1,VWFA domain-containing protein,1150,FD755_006125,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1150,605,755,CONTINUOUS
A0A5J5MWE5,VWFA domain-containing protein,1136,FD755_006124,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1136,592,745,CONTINUOUS
A0A5J5MWH3,Uncharacterized protein,848,FD755_005803,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,848,347,467,CONTINUOUS
A0A5J5MXB2,VWFA domain-containing protein,1146,FD755_006123,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1146,608,762,CONTINUOUS
A0A5J5N804,VWFA domain-containing protein,1162,FD755_002695,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1162,637,782,CONTINUOUS
A0A5K1V6L8,Integrin alpha-V,1052,ITGAV,9823,Sus scrofa,Sus scrofa (Pig),True,IPR013649,domain,,1052,466,624,CONTINUOUS
A0A5N3V5B6,Integrin alpha-11,1133,FD754_021302,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1133,580,702,CONTINUOUS
A0A5N3VCD8,VWFA domain-containing protein,1123,FD754_011728,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1123,579,732,CONTINUOUS
A0A5N3VCN3,VWFA domain-containing protein,1150,FD754_011731,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1150,605,755,CONTINUOUS
A0A5N3VCN5,VWFA domain-containing protein,1156,FD754_011729,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1156,618,772,CONTINUOUS
A0A5N3VJU5,Integrin alpha-1,1184,FD754_014231,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1184,650,793,CONTINUOUS
A0A5N3VRJ4,Uncharacterized protein,885,FD754_016495,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,885,348,504,CONTINUOUS
A0A5N3VSS4,VWFA domain-containing protein,1187,FD754_017060,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1187,609,766,CONTINUOUS
A0A5N3W2H1,Integrin alpha-IIb,1034,FD754_000056,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1034,481,632,CONTINUOUS
A0A5N3W6S3,VWFA domain-containing protein,1155,FD754_001545,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1155,630,775,CONTINUOUS
A0A5N3WBI3,Uncharacterized protein,973,FD754_003218,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,973,392,550,CONTINUOUS
A0A5N3WFX9,Integrin alpha-6,1069,FD754_004846,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1069,442,602,CONTINUOUS
A0A5N3WLJ0,Integrin alpha-7,1181,FD754_005963,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1181,515,679,CONTINUOUS
A0A5N3WVG8,Uncharacterized protein,1078,FD754_010008,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1078,517,671,CONTINUOUS
A0A5N3WY57,Integrin alpha-3,1050,FD754_009282,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1050,461,613,CONTINUOUS
A0A5N3WZ19,Uncharacterized protein,1013,FD754_010201,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,1013,443,600,CONTINUOUS
A0A5N3WZ64,Integrin alpha first immunoglubulin-like domain-containing protein,847,FD754_009652,9888,Muntiacus muntjak,Muntiacus muntjak (Barking deer),True,IPR013649,domain,,847,425,529,CONTINUOUS
A0A5N3X1B1,Integrin alpha-IIb,1034,FD755_020985,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1034,481,632,CONTINUOUS
A0A5N3X326,Integrin alpha-3,1050,FD755_021378,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1050,461,613,CONTINUOUS
A0A5N3X677,Integrin alpha-1,1160,FD755_018673,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1160,650,793,CONTINUOUS
A0A5N3XLI5,Integrin alpha-11,1133,FD755_013248,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1133,580,702,CONTINUOUS
A0A5N3XW06,Integrin alpha first immunoglubulin-like domain-containing protein,887,FD755_009690,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,887,425,532,CONTINUOUS
A0A5N3XZH5,Integrin alpha-7,1181,FD755_010196,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1181,515,679,CONTINUOUS
A0A5N3Y1K3,Uncharacterized protein,1078,FD755_010364,9886,Muntiacus reevesi,Muntiacus reevesi (Reeves' muntjac),True,IPR013649,domain,,1078,517,671,CONTINUOUS
A0A5N4AVU4,Uncharacterized protein,1120,PPYR_05704,7054,Photinus pyralis,Photinus pyralis (Common eastern firefly),True,IPR013649,domain,,1120,480,607,CONTINUOUS
A0A5N4CE51,VWFA domain-containing protein,1155,Cadr_000026366,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1155,610,732,CONTINUOUS
A0A5N4CQA6,VWFA domain-containing protein,904,Cadr_000024896,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,904,455,599,CONTINUOUS
A0A5N4CVX2,VWFA domain-containing protein,1099,Cadr_000023864,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1099,585,742,CONTINUOUS
A0A5N4CVX6,VWFA domain-containing protein,1116,Cadr_000023864,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1116,602,759,CONTINUOUS
A0A5N4CX98,VWFA domain-containing protein,1143,Cadr_000023829,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1143,591,730,CONTINUOUS
A0A5N4CXA1,VWFA domain-containing protein,974,Cadr_000023826,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,974,533,672,CONTINUOUS
A0A5N4CXB1,VWFA domain-containing protein,874,Cadr_000023828,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,874,530,682,CONTINUOUS
A0A5N4CXB8,VWFA domain-containing protein,907,Cadr_000023828,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,907,535,687,CONTINUOUS
A0A5N4CXC4,VWFA domain-containing protein,902,Cadr_000023828,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,902,530,682,CONTINUOUS
A0A5N4CXE0,VWFA domain-containing protein,902,Cadr_000023828,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,902,530,682,CONTINUOUS
A0A5N4CXE1,VWFA domain-containing protein,882,Cadr_000023828,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,882,510,662,CONTINUOUS
A0A5N4CXG4,VWFA domain-containing protein,1090,Cadr_000023829,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1090,587,726,CONTINUOUS
A0A5N4D019,Integrin alpha first immunoglubulin-like domain-containing protein,379,Cadr_000020114,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,379,246,351,CONTINUOUS
A0A5N4D3G6,Integrin alpha-3,723,Cadr_000019274,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,723,84,236,CONTINUOUS
A0A5N4D3G8,Integrin alpha-3,1101,Cadr_000019274,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1101,462,614,CONTINUOUS
A0A5N4D408,G patch domain-containing protein 8,2257,Cadr_000019513,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),False,IPR013649,domain,,2257,1752,1903,CONTINUOUS
A0A5N4DEN1,Integrin alpha-7,670,Cadr_000016685,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,670,216,324,CONTINUOUS
A0A5N4DEU1,Integrin alpha-5,1055,Cadr_000016727,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1055,494,648,CONTINUOUS
A0A5N4DEV3,Integrin alpha-7,630,Cadr_000016685,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,630,176,284,CONTINUOUS
A0A5N4DEV5,Integrin alpha-7,601,Cadr_000016685,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,601,147,255,CONTINUOUS
A0A5N4DEZ0,Integrin alpha-7,691,Cadr_000016685,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,691,237,345,CONTINUOUS
A0A5N4DFF2,Integrin alpha-7,588,Cadr_000016685,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,588,134,242,CONTINUOUS
A0A5N4E5V7,Integrin alpha-6,936,Cadr_000006962,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,936,398,558,CONTINUOUS
A0A5N4E673,Integrin alpha-6,1019,Cadr_000006962,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1019,389,549,CONTINUOUS
A0A5N4E6C6,Integrin alpha-6,1001,Cadr_000006962,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1001,389,549,CONTINUOUS
A0A5N4E6S7,Integrin alpha-6,1010,Cadr_000006962,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR013649,domain,,1010,398,558,CONTINUOUS
