P60900,Proteasome subunit alpha type-6,Homo sapiens,IPR029055|IPR050115|IPR023332|IPR000426|IPR001353|IPR034642,imex:IM-12193|pubmed:19490896
P61086,Ubiquitin-conjugating enzyme E2 K,Homo sapiens,IPR015940|IPR009060|IPR000608|IPR042599|IPR023313|IPR016135,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
P61088,Ubiquitin-conjugating enzyme E2 N,Homo sapiens,IPR000608|IPR023313|IPR016135,imex:IM-22822|pubmed:25260751
P61289,Proteasome activator complex subunit 3,Homo sapiens,IPR003186|IPR036997|IPR036996|IPR009077|IPR003185|IPR036252,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
P61289-2,Isoform 2 of Proteasome activator complex subunit 3,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
P61759,Prefoldin subunit 3,Mus musculus,IPR016655|IPR009053|IPR004127,imex:IM-24272|pubmed:26496610
P61981,14-3-3 protein gamma,Homo sapiens,IPR000308|IPR023409|IPR036815|IPR023410,imex:IM-30059|pubmed:39251607
P62191,26S proteasome regulatory subunit 4,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-24272|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:26496610|pubmed:33961781
P62193,26S proteasome regulatory subunit 4,Rattus norvegicus,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,imex:IM-29994|pubmed:37228199
P62195,26S proteasome regulatory subunit 8,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
P62333,26S proteasome regulatory subunit 10B,Homo sapiens,IPR050221|IPR003593|IPR041569|IPR003959|IPR003960|IPR012340|IPR027417|IPR032501,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
P62753,Small ribosomal subunit protein eS6,Homo sapiens,IPR001377|IPR014401|IPR018282,imex:IM-26301|pubmed:29568061
P62826,GTP-binding nuclear protein Ran,Homo sapiens,IPR027417|IPR002041|IPR005225|IPR001806,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
P63010-2,Isoform 2 of AP-2 complex subunit beta,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
P63279,SUMO-conjugating enzyme UBC9,Homo sapiens,IPR050113|IPR000608|IPR023313|IPR016135,pubmed:12082530
P83916,Chromobox protein homolog 1,Homo sapiens,IPR016197|IPR000953|IPR017984|IPR023780|IPR008251|IPR023779|IPR051219,doi:10.1016/j.celrep.2020.108050|imex:IM-12079|imex:IM-16517|imex:IM-28217|mint:MINT-5217955|pubmed:16169070|pubmed:19615732|pubmed:32814053
P85037,Forkhead box protein K1,Homo sapiens,IPR047394|IPR000253|IPR001766|IPR008984|IPR018122|IPR030456|IPR036388|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-24272|imex:IM-29278|pubmed:19615732|pubmed:26496610|pubmed:27705803|pubmed:33961781
Q01094,Transcription factor E2F1,Homo sapiens,IPR015633|IPR037241|IPR032198|IPR003316|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q01167,Forkhead box protein K2,Homo sapiens,IPR047397|IPR000253|IPR047398|IPR001766|IPR008984|IPR018122|IPR030456|IPR036388|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:27705803|pubmed:33961781
Q02763,Angiopoietin-1 receptor,Homo sapiens,IPR000742|IPR003961|IPR036116|IPR007110|IPR036179|IPR013783|IPR011009|IPR002049|IPR000719|IPR017441|IPR050122|IPR001245|IPR018941|IPR008266|IPR020635,imex:IM-29494|pubmed:35384245
Q04695,Keratin, type I cytoskeletal 17,Homo sapiens,IPR018039|IPR039008|IPR002957,imex:IM-12079|pubmed:19615732
Q05086,Ubiquitin-protein ligase E3A,Homo sapiens,IPR032353|IPR042556|IPR044611|IPR000569|IPR035983|IPR017134,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q05086-2,Isoform I of Ubiquitin-protein ligase E3A,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.jmb.2018.01.021|imex:IM-26302|pubmed:29426014
Q05513,Protein kinase C zeta type,Homo sapiens,IPR000961|IPR034662|IPR046349|IPR047314|IPR020454|IPR011009|IPR053793|IPR034877|IPR000270|IPR012233|IPR002219|IPR017892|IPR000719|IPR017441|IPR008271,doi:10.1016/j.molcel.2020.07.001|imex:IM-29257|pubmed:32707033
Q05925,Homeobox protein engrailed-1,Homo sapiens,IPR050720|IPR001356|IPR000747|IPR020479|IPR019549|IPR019737|IPR017970|IPR009057,imex:IM-28767|pubmed:35140242
Q06124,Tyrosine-protein phosphatase non-receptor type 11,Homo sapiens,IPR029021|IPR000242|IPR000980|IPR036860|IPR016130|IPR003595|IPR000387|IPR012152,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
Q06787,Fragile X messenger ribonucleoprotein 1,Homo sapiens,IPR008395|IPR040148|IPR022034|IPR032196|IPR040472|IPR004087|IPR004088|IPR036612|IPR047438|IPR047440|IPR047431|IPR047436|IPR041560,imex:IM-26801|pubmed:31413325
Q08460,Calcium-activated potassium channel subunit alpha-1,Mus musculus,IPR005821|IPR003929|IPR047871|IPR036291|IPR003148|IPR048735,imex:IM-9475|pubmed:19423573
Q09289,Proteasomal ubiquitin receptor ADRM1 homolog,Caenorhabditis elegans,IPR044867|IPR006773|IPR044868|IPR038633|IPR032368|IPR038108,imex:IM-16523|mint:MINT-5216848|pubmed:14704431
Q12866,Tyrosine-protein kinase Mer,Homo sapiens,IPR003961|IPR036116|IPR007110|IPR036179|IPR013783|IPR003599|IPR013151|IPR011009|IPR000719|IPR017441|IPR050122|IPR001245|IPR008266|IPR020635,imex:IM-29494|pubmed:35384245
Q13113,PDZK1-interacting protein 1,Homo sapiens,IPR031627,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q13185,Chromobox protein homolog 3,Homo sapiens,IPR038033|IPR016197|IPR000953|IPR017984|IPR023780|IPR008251|IPR023779|IPR051219,imex:IM-12079|pubmed:19615732
Q13200,26S proteasome non-ATPase regulatory subunit 2,Homo sapiens,IPR016643|IPR011989|IPR016024|IPR002015|IPR041433|IPR040892,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-21659|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:27705803|pubmed:33961781
Q13330,Metastasis-associated protein MTA1,Homo sapiens,IPR001025|IPR043151|IPR000949|IPR009057|IPR040138|IPR035170|IPR001005|IPR017884|IPR000679,imex:IM-24279|pubmed:26028330
Q13404,Ubiquitin-conjugating enzyme E2 variant 1,Homo sapiens,IPR000608|IPR016135,imex:IM-22822|pubmed:25260751
Q13485,SMAD family member 4,Homo sapiens,IPR013790|IPR003619|IPR013019|IPR017855|IPR001132|IPR008984|IPR036578,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta,Homo sapiens,IPR013543|IPR011009|IPR032710|IPR000719|IPR017441|IPR008271,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q13557-10,Isoform Delta 10 of Calcium/calmodulin-dependent protein kinase type II subunit delta,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q13618,Cullin-3,Homo sapiens,IPR045093|IPR059120|IPR016157|IPR016158|IPR036317|IPR001373|IPR019559|IPR016159|IPR036388|IPR036390,imex:IM-29810|pubmed:37207277
Q13952,Nuclear transcription factor Y subunit gamma,Homo sapiens,IPR007125|IPR009072|IPR050568,imex:IM-28767|pubmed:35140242
Q14164,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Homo sapiens,IPR051180|IPR011009|IPR000719|IPR017441|IPR041309|IPR041087,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:17353931|pubmed:32814053
Q14192,Four and a half LIM domains protein 2,Homo sapiens,IPR056807|IPR001781,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q14558-2,Isoform 2 of Phosphoribosyl pyrophosphate synthase-associated protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q14938,Nuclear factor 1 X-type,Homo sapiens,IPR000647|IPR020604|IPR019739|IPR019548|IPR003619,imex:IM-28767|pubmed:35140242
Q14978,Nucleolar and coiled-body phosphoprotein 1,Homo sapiens,IPR006594|IPR039191|IPR007718,imex:IM-30059|pubmed:39251607
Q14CW9,Ataxin-7-like protein 3,Homo sapiens,IPR013246|IPR013243|IPR051078,imex:IM-11827|mint:MINT-5218676|pubmed:16713569
Q15008,26S proteasome non-ATPase regulatory subunit 6,Homo sapiens,IPR000717|IPR019585|IPR045135|IPR049549|IPR011990|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-12193|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:33961781
Q15051,IQ calmodulin-binding motif-containing protein 1,Homo sapiens,IPR016024|IPR000048|IPR028765|IPR027417,imex:IM-16529|pubmed:21565611
Q15554-4,Isoform 2 of Telomeric repeat-binding factor 2,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q15723,ETS-related transcription factor Elf-2,Homo sapiens,IPR000418|IPR046328|IPR022084|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q15843,Ubiquitin-like protein NEDD8,Homo sapiens,IPR038738|IPR000626|IPR029071|IPR019954|IPR019956|IPR050158,doi:10.1016/j.celrep.2020.108050|imex:IM-16517|imex:IM-28217|mint:MINT-5217955|pubmed:16169070|pubmed:32814053
Q16186,Proteasomal ubiquitin receptor ADRM1,Homo sapiens,IPR044867|IPR006773|IPR044868|IPR038633|IPR032368|IPR038108,doi:10.1016/j.cell.2021.04.011|doi:10.1038/s41467-019-11959-3|imex:IM-12079|imex:IM-12193|imex:IM-23318|imex:IM-27438|imex:IM-29278|pubmed:19490896|pubmed:19615732|pubmed:25416956|pubmed:31515488|pubmed:33961781
Q16401,26S proteasome non-ATPase regulatory subunit 5,Homo sapiens,IPR011989|IPR016024|IPR019538,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q16576,Histone-binding protein RBBP7,Homo sapiens,IPR022052|IPR015943|IPR020472|IPR019775|IPR036322|IPR001680|IPR050459,imex:IM-12079|pubmed:19615732
Q16629,Serine/arginine-rich splicing factor 7,Homo sapiens,IPR012677|IPR035979|IPR000504|IPR034651|IPR001878|IPR036875,imex:IM-30059|pubmed:39251607
Q16650,T-box brain protein 1,Homo sapiens,IPR008967|IPR032385|IPR046360|IPR036960|IPR001699|IPR018186,imex:IM-28767|pubmed:35140242
Q16659,Mitogen-activated protein kinase 6,Homo sapiens,IPR011009|IPR050117|IPR008350|IPR000719|IPR017441|IPR008271,imex:IM-22750|pubmed:26972000
Q16666-2,Isoform 2 of Gamma-interferon-inducible protein 16,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-23523|pubmed:25665578
Q38845,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,Arabidopsis thaliana,IPR011989|IPR016024|IPR000357|IPR021133|IPR054573|IPR051023,imex:IM-16043|pubmed:21798944
Q39016,Calcium-dependent protein kinase 11,Arabidopsis thaliana,IPR050205|IPR011992|IPR018247|IPR002048|IPR011009|IPR000719|IPR017441|IPR008271,imex:IM-20229|pubmed:19130088
Q3KRB8,Inactive Rho GTPase-activating protein 11B,Homo sapiens,IPR042869|IPR008936|IPR000198,imex:IM-26436|pubmed:32203420
Q49A88,Coiled-coil domain-containing protein 14,Homo sapiens,IPR029343,imex:IM-12079|pubmed:19615732
Q53HC0,Coiled-coil domain-containing protein 92,Homo sapiens,IPR040370|IPR039496,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q5JXX7,Transmembrane protein 31,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q5S007,Leucine-rich repeat serine/threonine-protein kinase 2,Homo sapiens,IPR056593|IPR036770|IPR011989|IPR016024|IPR056597|IPR056602|IPR032171|IPR057263|IPR011009|IPR001611|IPR003591|IPR032675|IPR027417|IPR000719|IPR017441|IPR020859|IPR008271|IPR051420|IPR005225|IPR015943|IPR036322,imex:IM-20537|imex:IM-26684|pubmed:24687852|pubmed:31046837
Q5THK1-4,Isoform 4 of Protein PRR14L,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-24272|pubmed:26496610
Q5U651,Ras-interacting protein 1,Homo sapiens,IPR037983|IPR002710|IPR000159|IPR008984|IPR029071|IPR052072,imex:IM-24272|pubmed:26496610
Q5XKL5,BTB/POZ domain-containing protein 8,Homo sapiens,IPR043225|IPR000210|IPR040121|IPR027907|IPR011333,imex:IM-24272|pubmed:26496610
Q62925,Mitogen-activated protein kinase kinase kinase 1,Rattus norvegicus,IPR011989|IPR016024|IPR011009|IPR000719|IPR017441|IPR008271|IPR001841|IPR013083|IPR007527,imex:IM-22822|pubmed:25260751
Q676U5-1,Isoform 1 of Autophagy-related protein 16-1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-29997|pubmed:31015422
Q6DN90-2,Isoform 2 of IQ motif and SEC7 domain-containing protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q6K0P9,Pyrin and HIN domain-containing protein 1,Homo sapiens,IPR004020|IPR011029|IPR040205|IPR004021|IPR012340,imex:IM-23523|pubmed:25665578
Q6P4R8,Nuclear factor related to kappa-B-binding protein,Homo sapiens,IPR044867|IPR024867|IPR025220|IPR057748|IPR038106,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-23318|imex:IM-29278|pubmed:19615732|pubmed:25416956|pubmed:33961781
Q6PCT9,26S proteasome non-ATPase regulatory subunit 6,Rattus norvegicus,IPR000717|IPR019585|IPR045135|IPR049549|IPR011990|IPR036390,imex:IM-29994|pubmed:37228199
Q6PI98,INO80 complex subunit C,Homo sapiens,IPR029525|IPR013272,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q76L83,Putative Polycomb group protein ASXL2,Homo sapiens,IPR026905|IPR024811|IPR028020|IPR007759|IPR044867,doi:10.1016/j.cell.2021.04.011|imex:IM-11719|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:20360068|pubmed:27705803|pubmed:33961781
Q76L83-2,Isoform 2 of Putative Polycomb group protein ASXL2,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q7K2G1,Proteasomal ubiquitin receptor ADRM1 homolog,Drosophila melanogaster,IPR044867|IPR006773|IPR044868|IPR038633|IPR032368|IPR038108,imex:IM-16524|imex:IM-28761|mint:MINT-5216804|pubmed:14605208|pubmed:37061542
Q7KZS0,SUMO-conjugating enzyme UBC9,Homo sapiens,IPR050113|IPR000608|IPR023313|IPR016135,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q7L5N1,COP9 signalosome complex subunit 6,Homo sapiens,IPR024969|IPR000555|IPR037518|IPR033859,imex:IM-12079|pubmed:19615732
Q7Z494,Nephrocystin-3,Homo sapiens,IPR056884|IPR056886|IPR056883|IPR027417|IPR011990|IPR056885|IPR019734,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q7Z699,Sprouty-related, EVH1 domain-containing protein 1,Homo sapiens,IPR023337|IPR011993|IPR041937|IPR007875|IPR000697,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q86TP1,Exopolyphosphatase PRUNE1,Homo sapiens,IPR001667|IPR038763|IPR004097|IPR038222,imex:IM-30146|pubmed:37316325
Q86TP1-1,Isoform 1 of Exopolyphosphatase PRUNE1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q86WB0-2,Isoform 2 of Zinc finger C3HC-type protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q86XP3,ATP-dependent RNA helicase DDX42,Homo sapiens,IPR011545|IPR014001|IPR001650|IPR027417|IPR000629|IPR014014,imex:IM-24272|pubmed:26496610
Q86Y56,Dynein axonemal assembly factor 5,Homo sapiens,IPR011989|IPR016024|IPR052623|IPR000357|IPR056497|IPR021133|IPR034085|IPR057978,imex:IM-24272|pubmed:26496610
Q8CG73,Protein fantom,Mus musculus,IPR021656|IPR000008|IPR035892|IPR041091|IPR031139,imex:IM-16529|pubmed:21565611
Q8GWE6,Enhanced ethylene response protein 5,Arabidopsis thaliana,IPR045114|IPR000717|IPR036388,imex:IM-20458|pubmed:19843313
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1,Homo sapiens,IPR051631|IPR002110|IPR036770|IPR047374|IPR004087|IPR004088|IPR036612,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q8IX15,Homeobox and leucine zipper protein Homez,Homo sapiens,IPR001356|IPR009057|IPR024578,imex:IM-24272|pubmed:26496610
Q8IXJ9,Polycomb group protein ASXL1,Homo sapiens,IPR026905|IPR024811|IPR028020|IPR007759|IPR044867,doi:10.1016/j.cell.2021.04.011|imex:IM-11719|imex:IM-12079|imex:IM-17716|imex:IM-21659|imex:IM-24272|imex:IM-29278|pubmed:19615732|pubmed:20360068|pubmed:22897849|pubmed:26496610|pubmed:27705803|pubmed:33961781
Q8K0Q5,Rho GTPase-activating protein 18,Mus musculus,IPR057323|IPR008936|IPR000198|IPR060072,imex:IM-26436|pubmed:32203420
Q8N302,Angiogenic factor with G patch and FHA domains 1,Homo sapiens,IPR053027|IPR035624|IPR000253|IPR000467|IPR041591|IPR008984,imex:IM-30059|pubmed:39251607
Q8N5P1,Zinc finger CCCH domain-containing protein 8,Homo sapiens,IPR045124|IPR054361|IPR000571|IPR036855,imex:IM-30059|pubmed:39251607
Q8N6T3-3,Isoform 3 of ADP-ribosylation factor GTPase-activating protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8NB78,Lysine-specific histone demethylase 2,Homo sapiens,IPR002937|IPR036188|IPR050281|IPR009057|IPR007526|IPR036388|IPR011124,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-24272|imex:IM-29278|pubmed:19615732|pubmed:26496610|pubmed:27705803|pubmed:33961781
Q8NBZ0,INO80 complex subunit E,Homo sapiens,IPR026678|IPR056515,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q8NI37,Protein phosphatase PTC7 homolog,Homo sapiens,IPR036457|IPR001932|IPR039123,imex:IM-25671|pubmed:28330616
Q8TAI7,GTPase RhebL1,Homo sapiens,IPR027417|IPR005225|IPR001806|IPR020849,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8TC29,Enkurin,Homo sapiens,IPR027012|IPR052102,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8TCF1-1,Isoform 1 of AN1-type zinc finger protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,Homo sapiens,IPR036412|IPR006384|IPR023214|IPR016965,imex:IM-25671|pubmed:28330616
Q8TEX9,Importin-4,Homo sapiens,IPR011989|IPR016024|IPR021133|IPR058584|IPR001494|IPR040122|IPR034085|IPR057672,imex:IM-12079|pubmed:19615732
Q8WTW3,Conserved oligomeric Golgi complex subunit 1,Homo sapiens,IPR033370,imex:IM-24272|pubmed:26496610
Q8WUW1,Protein BRICK1,Homo sapiens,IPR033378,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8WV99,AN1-type zinc finger protein 2B,Homo sapiens,IPR035896|IPR003903|IPR057357|IPR000058,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WVV9-3,Isoform 3 of Heterogeneous nuclear ribonucleoprotein L-like,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8WYQ5,Microprocessor complex subunit DGCR8,Homo sapiens,IPR040375|IPR014720|IPR001202|IPR036020,imex:IM-30059|pubmed:39251607
Q8ZA28,C4-dicarboxylate transport protein,Yersinia pestis,IPR023954|IPR001991|IPR018107|IPR036458,imex:IM-13779|pubmed:20711500
Q92905,COP9 signalosome complex subunit 5,Homo sapiens,IPR040961|IPR000555|IPR050242|IPR037518,imex:IM-12079|pubmed:12082530|pubmed:19615732
Q944A6,Sucrose nonfermenting 4-like protein,Arabidopsis thaliana,IPR032640|IPR050511|IPR000644|IPR046342|IPR013783|IPR014756,imex:IM-30002|pubmed:39307424
Q969H0,F-box/WD repeat-containing protein 7,Homo sapiens,IPR036047|IPR001810|IPR056153|IPR015943|IPR020472|IPR019775|IPR036322|IPR001680,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
Q96AQ1,Coiled-coil domain-containing protein 74A,Homo sapiens,IPR029422|IPR040370|IPR039496,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96DN6,Methyl-CpG-binding domain protein 6,Homo sapiens,IPR016177|IPR001739,imex:IM-21659|pubmed:27705803
Q96EZ8,Microspherule protein 1,Homo sapiens,IPR000253|IPR037912|IPR025999|IPR008984,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96FW1,Ubiquitin thioesterase OTUB1,Homo sapiens,IPR003323|IPR016615|IPR038765|IPR019400|IPR042468|IPR042467,imex:IM-23897|pubmed:26752685
Q96HN2,S-adenosylhomocysteine hydrolase-like protein 2,Homo sapiens,IPR042172|IPR000043|IPR015878|IPR036291|IPR020082,imex:IM-12079|pubmed:19615732
Q96HS1,Serine/threonine-protein phosphatase PGAM5, mitochondrial,Homo sapiens,IPR013078|IPR029033|IPR051021,imex:IM-21659|pubmed:27705803
Q96JM7-2,Isoform 2 of Lethal(3)malignant brain tumor-like protein 3,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q96K37,Solute carrier family 35 member E1,Homo sapiens,IPR037185|IPR004853|IPR050186,imex:IM-24272|pubmed:26496610
Q96LY2,Coiled-coil domain-containing protein 74B,Homo sapiens,IPR029422|IPR040370|IPR039496,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96N21,AP-4 complex accessory subunit Tepsin,Homo sapiens,IPR013809|IPR035802|IPR008942|IPR039273|IPR058028,imex:IM-24272|pubmed:26496610
Q96Q04,Serine/threonine-protein kinase LMTK3,Homo sapiens,IPR011009|IPR000719|IPR017441|IPR001245|IPR008266,imex:IM-29494|pubmed:35384245
Q96S59,Ran-binding protein 9,Homo sapiens,IPR001870|IPR043136|IPR013320|IPR013144|IPR024964|IPR006595|IPR006594|IPR003877|IPR035782|IPR050618,pubmed:12082530
Q99436,Proteasome subunit beta type-7,Homo sapiens,IPR029055|IPR000243|IPR024689|IPR016050|IPR001353|IPR023333,imex:IM-12193|pubmed:19490896
Q99460,26S proteasome non-ATPase regulatory subunit 1,Homo sapiens,IPR016642|IPR011989|IPR016024|IPR002015|IPR048570|IPR040623,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q99581,Protein FEV,Homo sapiens,IPR000418|IPR046328|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q99598,Translin-associated protein X,Homo sapiens,IPR016069|IPR002848|IPR016068|IPR036081,imex:IM-24272|pubmed:26496610
Q99607,ETS-related transcription factor Elf-4,Homo sapiens,IPR000418|IPR046328|IPR022084|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q99666,RANBP2-like and GRIP domain-containing protein 5/6,Homo sapiens,IPR032023|IPR000237|IPR011993|IPR000156|IPR045255|IPR011990|IPR019734,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q99933,BAG family molecular chaperone regulator 1,Homo sapiens,IPR039773|IPR036533|IPR003103|IPR000626|IPR029071,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q99JI4,26S proteasome non-ATPase regulatory subunit 6,Mus musculus,IPR000717|IPR019585|IPR045135|IPR049549|IPR011990|IPR036390,imex:IM-24272|pubmed:26496610
Q9BQE3,Tubulin alpha-1C chain,Homo sapiens,IPR002452|IPR008280|IPR000217|IPR037103|IPR018316|IPR036525|IPR023123|IPR017975|IPR003008,imex:IM-21659|pubmed:27705803
Q9BR81,Brak nazwy,Homo sapiens,IPR031904,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9BRG1,Vacuolar protein-sorting-associated protein 25,Homo sapiens,IPR008570|IPR014041|IPR036388|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9BRP4,Proteasomal ATPase-associated factor 1,Homo sapiens,IPR015943|IPR020472|IPR036322|IPR001680|IPR051179,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q9BSL1,Ubiquitin-associated domain-containing protein 1,Homo sapiens,IPR006636|IPR015940|IPR009060|IPR041926|IPR041927|IPR052476|IPR029071|IPR057650,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9BSL1-1,Isoform 1 of Ubiquitin-associated domain-containing protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9BSL1-2,Isoform 2 of Ubiquitin-associated domain-containing protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9BXK1,Krueppel-like factor 16,Homo sapiens,IPR036236|IPR013087,imex:IM-28767|pubmed:35140242
Q9BYV6,Tripartite motif-containing protein 55,Homo sapiens,IPR017903|IPR050617|IPR027370|IPR000315|IPR001841|IPR013083|IPR017907,doi:10.1242/jcs.233395|imex:IM-25805|pubmed:31391242
Q9BYZ2,L-lactate dehydrogenase A-like 6B,Homo sapiens,IPR001557|IPR011304|IPR018177|IPR022383|IPR001236|IPR015955|IPR036291,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9C086,INO80 complex subunit B,Homo sapiens,IPR029523|IPR006880|IPR007529,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
